id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
87,Joelinton,19,1608,4,2.9086649734526873,1,1.270335953682661,33,17,7,0,F M,Newcastle United,4,2.9086649734526873,10.178282536566257,6.874370075762272
556,Marcus Rashford,15,1004,4,1.939607534557581,1,2.171014901250601,16,14,2,0,F M S,Manchester United,4,1.939607534557581,6.268494516611099,3.0019196812063456
672,Jordan Ayew,18,939,4,3.407205980271101,0,0.7468610918149352,19,8,5,0,F M S,"Crystal Palace,Leicester",3,2.6460371427237988,4.358731970191002,1.9393122848123312
1228,Bruno Fernandes,19,1574,4,6.848867749795318,6,4.982089666649699,53,43,1,2,F M,Manchester United,2,5.326530193910003,14.93384937942028,7.341057129204273
5675,Ismaila Sarr,20,1274,4,5.315958045423031,2,4.5141045693308115,32,22,3,0,F M S,Crystal Palace,4,5.315958045423031,11.58803609199822,3.578113591298461
6854,Diogo Jota,12,599,4,4.9526606276631355,2,1.0941256023943424,21,6,1,0,F S,Liverpool,4,4.9526606276631355,7.737872213125229,2.177586928009987
6857,Morgan Gibbs-White,16,1288,4,2.172266812995076,3,4.128589943051338,27,26,4,1,M,Nottingham Forest,4,2.172266812995076,7.9732692539691925,4.600586149841547
8288,Tomas Soucek,18,1348,4,3.8146872371435165,1,0.9034475088119507,34,13,5,0,M S,West Ham,4,3.8146872371435165,7.869058981537819,3.6812488976866007
9790,Josko Gvardiol,19,1659,4,3.070562619715929,0,1.5269286576658487,28,18,1,0,D S,Manchester City,4,3.070562619715929,14.063935436308384,10.925781719386578
11362,Facundo Buonanotte,17,1051,4,3.278179932385683,2,3.069700239226222,23,20,5,0,F M S,Leicester,4,3.278179932385683,6.254416365176439,2.7396640572696924
12752,Sammie Szmodics,18,1014,4,4.5141482055187225,0,0.1510741114616394,21,4,2,0,M S,Ipswich,4,4.5141482055187225,5.326153449714184,0.7284961454570293
592,Ross Barkley,16,494,3,2.039717120118439,1,0.892851353622973,14,8,3,0,M S,Aston Villa,3,2.039717120118439,4.456641010940075,3.061737909913063
2254,Mateo Kovacic,16,1235,3,1.059561014175415,0,2.0222542928531766,26,19,4,0,M S,Manchester City,3,1.059561014175415,8.029103394597769,6.193308237940073
5543,Gabriel Jesus,17,581,3,3.375023730099201,0,0.5535630472004414,20,8,4,0,F S,Arsenal,3,3.375023730099201,4.954094588756561,2.0514997951686382
5613,Gabriel,18,1551,3,4.034442473202944,1,1.0354498848319054,17,8,2,0,D,Arsenal,3,4.034442473202944,7.923253424465656,6.9941244795918465
6063,Jacob Murphy,17,1048,3,2.7099646292626858,6,5.003795240074396,22,21,2,0,F S,Newcastle United,3,2.7099646292626858,8.711032565683126,2.495809555053711
6615,Trevoh Chalobah,12,1073,3,1.7686007991433144,0,0.8455903567373753,11,4,1,0,D,Crystal Palace,3,1.7686007991433144,3.0016904920339584,2.4729873836040497
6665,Curtis Jones,16,886,3,3.0555365458130836,2,0.581241637468338,19,9,1,0,M S,Liverpool,3,3.0555365458130836,6.999448304995894,4.262092648074031
6674,Rayan Ait Nouri,19,1657,3,2.217062257230282,5,1.8825156725943089,18,17,5,0,D M,Wolverhampton Wanderers,3,2.217062257230282,6.47881337814033,3.0808745939284563
6756,Dwight McNeil,13,1151,3,1.1516401022672653,3,4.143425122369081,22,32,1,0,M,Everton,3,1.1516401022672653,6.235654525458813,3.136098973453045
7230,Emile Smith-Rowe,18,1170,3,2.970124937593937,2,1.4900301024317741,19,16,1,0,M S,Fulham,3,2.970124937593937,7.48685996606946,4.02466818317771
7365,Lucas Paquetá,19,1397,3,3.535377522930503,0,1.7169509399682283,27,23,5,0,M S,West Ham,1,2.0130398627370596,6.178214479237795,3.310952950268984
7484,Stephy Mavididi,19,1110,3,2.587697386741638,1,1.7169264666736126,16,15,2,0,M S,Leicester,3,2.587697386741638,7.244995191693306,4.423017136752605
7698,Leandro Trossard,20,1120,3,4.066394180059433,2,3.5172923132777214,27,20,0,1,F M S,Arsenal,3,4.066394180059433,9.250052064657211,3.0708012804389
8044,Joshua Zirkzee,20,678,3,3.611604642122984,1,1.7733756676316261,16,9,1,0,F M S,Manchester United,3,3.611604642122984,5.695411283522844,0.9983924478292465
8127,Amad Diallo Traore,18,1221,3,2.7846145117655396,6,2.8501141984015703,32,26,3,0,D F M S,Manchester United,3,2.7846145117655396,7.832536973059177,3.982939040288329
9307,Iliman Ndiaye,19,1534,3,2.7198819033801556,0,1.2030613496899605,20,13,2,0,F M S,Everton,3,2.7198819033801556,6.975607801228762,3.6175375655293465
9524,Anthony Elanga,20,1142,3,2.8514341581612825,4,2.4851721208542585,19,22,1,0,M S,Nottingham Forest,3,2.8514341581612825,6.162107178941369,2.363884672522545
9662,Dango Ouattara,17,874,3,5.156749498099089,3,3.8428359758108854,29,18,0,0,M S,Bournemouth,3,5.156749498099089,9.100348301231861,1.8093523178249598
10552,Alejandro Garnacho,19,1023,3,5.411948565393686,1,1.4691081773489714,39,16,1,0,M S,Manchester United,3,5.411948565393686,8.200772747397423,1.6369749680161476
10717,Rodrigo Muniz,19,577,3,2.7327139507979155,1,0.6833489611744881,22,6,1,0,F S,Fulham,3,2.7327139507979155,3.8197168968617916,0.7606509197503328
10806,Kaoru Mitoma,20,1582,3,5.375762835144997,2,3.9179190397262573,34,28,0,0,F M S,Brighton,3,5.375762835144997,12.450365170836449,5.0443917736411095
11356,Enzo Fernández,19,1412,3,2.0277161113917828,4,3.9245602302253246,22,33,3,0,M S,Chelsea,3,2.0277161113917828,9.055098097771406,5.265214188024402
12027,Mohammed Kudus,15,1256,3,4.772910870611668,1,2.1603052224963903,46,19,0,1,F M,West Ham,3,4.772910870611668,9.514430686831474,3.333043970167637
76,Fabian Schär,17,1467,2,0.8982860436663032,0,0.09396378137171268,17,2,5,1,D,Newcastle United,2,0.8982860436663032,5.094959169626236,4.799509160220623
447,Kevin De Bruyne,13,825,2,2.1403254736214876,3,5.054838068783283,28,28,2,0,M S,Manchester City,2,2.1403254736214876,10.052612632513046,4.948545617051423
586,John Stones,8,325,2,0.6664973199367523,0,0.0837758481502533,2,2,1,0,D S,Manchester City,2,0.6664973199367523,1.7327238060534,1.7327238060534
725,Ola Aina,20,1749,2,0.39045391138643026,0,1.0141856335103512,7,7,2,0,D,Nottingham Forest,2,0.39045391138643026,4.964253645390272,4.3350592870265245
922,Andreas Pereira,18,1221,2,2.751962933689356,1,2.941641197539866,24,36,6,0,M S,Fulham,2,1.9907941110432148,7.281142599880695,4.8850496262311935
1653,Michael Keane,9,810,2,0.7946690190583467,0,0.12363456189632416,8,1,4,0,D,Everton,2,0.7946690190583467,1.1600648276507854,1.1311242170631886
2328,Thomas Partey,19,1495,2,1.2467441968619823,2,1.456766564399004,15,9,2,0,D M S,Arsenal,2,1.2467441968619823,7.955437691882253,7.340679505839944
3300,Christopher Nkunku,18,350,2,3.764100208878517,1,1.5273872204124928,15,9,1,0,F M S,Chelsea,2,3.764100208878517,4.740162338130176,0.567122052423656
3635,Bernardo Silva,20,1637,2,3.584955742582679,4,4.157208737917244,25,36,4,0,M S,Manchester City,2,3.584955742582679,13.103002145886421,8.253595776855946
4419,Adam Armstrong,17,1142,2,3.8047820404171944,2,2.005434782244265,23,9,4,0,F M S,Southampton,2,3.043613202869892,5.887008022516966,1.9236261304467916
5304,Mikel Merino,13,664,2,2.8201780058443546,1,0.8637661933898926,13,7,2,0,M S,Arsenal,2,2.8201780058443546,4.316052345559001,3.2269838638603687
5555,Dominic Calvert-Lewin,19,1408,2,5.418820422142744,1,0.6250613182783127,37,6,1,0,F S,Everton,2,5.418820422142744,5.188125496730208,1.0705478955060244
5584,Aaron Wan-Bissaka,19,1626,2,1.0576075483113527,0,1.1343222726136446,11,17,0,0,D S,West Ham,2,1.0576075483113527,4.961787793785334,3.581149060279131
5609,Yves Bissouma,16,927,2,0.23182813078165054,0,0.19599152356386185,5,4,5,0,M S,Tottenham,2,0.23182813078165054,4.7007637126371264,4.438890407793224
5682,Gonçalo Guedes,17,502,2,0.7414143905043602,4,1.2234931979328394,12,10,1,0,M S,Wolverhampton Wanderers,2,0.7414143905043602,2.85038348659873,1.0289708822965622
6055,Phil Foden,15,1042,2,2.6869237814098597,1,4.017216347157955,35,31,2,0,F M S,Manchester City,2,2.6869237814098597,7.688721761107445,3.342518523335457
6098,Niclas Füllkrug,9,367,2,1.3404943607747555,1,1.164658322930336,8,7,1,0,F S,West Ham,2,1.3404943607747555,1.8836256265640259,0.8369727581739426
6108,Rodrigo Bentancur,12,700,2,0.8956581894308329,0,0.1177411787211895,13,2,5,0,M S,Tottenham,2,0.8956581894308329,4.424900421872735,4.0854538176208735
6174,Nikola Milenkovic,19,1710,2,2.8297464288771152,1,0.5814476609230042,19,4,2,0,D,Nottingham Forest,2,2.8297464288771152,4.314217906445265,3.4204112328588963
6219,Enes Ünal,17,292,2,2.016992896795273,1,0.545154508203268,19,4,2,0,F S,Bournemouth,2,2.016992896795273,2.6258721854537725,0.9348652940243483
6345,Jadon Sancho,14,882,2,1.1891969088464975,4,2.6882487274706364,12,18,1,0,M S,Chelsea,2,1.1891969088464975,5.379921570420265,2.180894486606121
6456,Callum Hudson-Odoi,18,1437,2,1.8631755039095879,2,2.3990551438182592,24,33,1,0,M S,Nottingham Forest,2,1.8631755039095879,9.126105956733227,6.318363185971975
6820,David Brooks,13,239,2,1.277784775942564,0,0.26250991597771645,12,4,2,0,M S,Bournemouth,2,1.277784775942564,2.649670971557498,1.2975147925317287
6888,William Saliba,19,1649,2,2.479394316673279,0,0.6214833408594131,3,4,2,1,D,Arsenal,2,2.479394316673279,8.28584399446845,8.26434638723731
6912,Pedro Porro,20,1628,2,1.4508537910878658,4,2.8348054783418775,27,31,2,0,D S,Tottenham,2,1.4508537910878658,8.821704672649503,6.9791856948286295
6937,Georginio Rutter,19,1101,2,3.174684977158904,2,1.5018852800130844,36,10,2,0,F M S,Brighton,2,3.174684977158904,5.181069040670991,1.6829843521118164
7603,Marc Guehi,19,1710,2,1.7445537745952606,1,0.6918814685195684,9,7,5,0,D M,Crystal Palace,2,1.7445537745952606,4.778800018131733,4.518698746338487
7753,James Justin,19,1652,2,1.7024500146508217,1,0.5787441153079271,17,6,2,0,D,Leicester,2,1.7024500146508217,4.751716529019177,4.132695776410401
8226,Tariq Lamptey,7,346,2,0.1578949261456728,2,0.4996846839785576,3,3,0,0,D S,Brighton,2,0.1578949261456728,1.0681050345301628,0.7965149022638798
8706,Eberechi Eze,16,1363,2,4.74500273168087,3,3.4339487459510565,57,31,1,0,F M,Crystal Palace,2,4.74500273168087,8.720469262450933,3.237194996327162
8845,Hee-Chan Hwang,14,479,2,0.77268485724926,0,0.27098802849650383,4,2,0,0,F M S,Wolverhampton Wanderers,2,0.77268485724926,1.823967706412077,0.8153036236763
8859,Mikkel Damsgaard,20,1481,2,2.454619325697422,6,5.30217667017132,18,30,1,0,F M S,Brentford,2,2.454619325697422,9.895745944231749,5.254608446732163
8981,Jéremy Doku,14,712,2,0.983219075948,3,1.617728492245078,15,13,0,0,F M S,Manchester City,2,0.983219075948,4.409274112433195,2.4575578030198812
9667,Amadou Onana,14,937,2,2.393078524619341,0,0.11732264701277018,12,3,3,0,M S,Aston Villa,2,2.393078524619341,3.823329429142177,3.5208327611908317
9678,Ethan Pinnock,16,1440,2,0.8100743740797043,0,1.5102842152118683,9,8,2,0,D,Brentford,2,0.8100743740797043,7.23382596578449,6.3306391248479486
9733,Nathan Collins,20,1800,2,2.0526242181658745,1,0.9440528862178326,11,4,2,0,D,Brentford,2,2.0526242181658745,7.172145453281701,6.790125605650246
9788,Dominik Szoboszlai,17,1130,2,3.550818094983697,2,3.116779215633869,27,25,5,0,M S,Liverpool,2,3.550818094983697,14.525627434253693,9.176385220140219
9912,Cameron Archer,19,952,2,5.342367507517338,0,0.09895281493663788,22,1,0,0,F S,Southampton,2,4.581198640167713,5.828865641728044,1.686978192999959
10348,Omari Hutchinson,18,1559,2,1.884142018854618,1,2.0914004389196634,23,17,4,0,M,Ipswich,2,1.884142018854618,6.635161302983761,3.1945319660007954
10527,Carlos Baleba,17,1278,2,1.0048777274787426,1,0.6593681927770376,24,11,3,1,M S,Brighton,2,1.0048777274787426,8.071654040366411,6.588290710002184
10586,Tyler Dibling,19,1158,2,2.0835724659264088,0,1.635988600552082,20,13,5,0,F M S,Southampton,2,2.0835724659264088,6.441163390874863,3.113774087280035
10720,Darwin Núñez,15,743,2,3.1577246263623238,2,1.4396023470908403,21,6,5,0,F S,Liverpool,2,3.1577246263623238,6.468422586098313,2.032537281513214
10766,Joe Ayodele-Aribo,19,1125,2,2.4184633065015078,0,1.48080381937325,11,11,0,0,M S,Southampton,2,2.4184633065015078,4.7147543504834175,2.062657617032528
11055,Rasmus Højlund,15,992,2,2.207101732492447,0,1.1375906225293875,11,9,1,0,F S,Manchester United,2,2.207101732492447,4.009896963834763,1.256323179230094
11132,Ethan Nwaneri,12,209,2,0.6114412005990744,0,0.18021641671657562,6,4,1,0,F S,Arsenal,2,0.6114412005990744,1.9453414008021355,1.3261850215494633
11384,João Gomes,19,1639,2,1.79392777569592,1,0.5256111286580563,17,11,6,0,M,Wolverhampton Wanderers,2,1.79392777569592,7.406831376254559,5.795815380290151
11710,Simon Adingra,14,485,2,1.7405074927955866,1,0.7640380430966616,12,6,0,0,D M S,Brighton,2,1.7405074927955866,2.4232720863074064,0.7280774842947721
11943,Dean Huijsen,14,865,2,0.9765842072665691,0,0.9827918373048306,8,10,3,0,D S,Bournemouth,2,0.9765842072665691,5.964973455294967,4.931657353416085
12408,Daniel Muñoz,19,1630,2,4.2577447928488255,1,2.306064151227474,21,23,5,0,D,Crystal Palace,2,4.2577447928488255,9.000994019210339,3.7523024287074804
12759,Yankuba Minteh,15,604,2,1.4587666988372803,1,1.4291991060599685,11,11,3,0,M S,Brighton,2,1.4587666988372803,4.321115555241704,1.8010997269302607
531,Michail Antonio,14,859,1,2.99339403398335,1,1.598572283051908,19,9,1,0,F S,West Ham,1,2.99339403398335,5.190587151795626,1.7512829042971134
631,Ashley Young,16,1370,1,0.20133857801556587,3,1.5775519907474518,5,17,5,1,D,Everton,1,0.20133857801556587,2.7892873734235764,1.953786313533783
833,Virgil van Dijk,19,1710,1,1.7517193127423525,1,0.46183799486607313,13,6,1,0,D,Liverpool,1,1.7517193127423525,11.176647543907166,10.588849022984505
900,Adama Traoré,19,941,1,4.0303195640444756,3,4.250355422496796,23,25,2,0,F M S,Fulham,1,4.0303195640444756,9.941017553210258,2.198232062160969
986,Danny Ings,10,159,1,1.6746996119618416,1,0.8166581466794014,11,4,0,0,F S,West Ham,1,1.6746996119618416,2.450416401028633,0.2195451222360134
1245,Emerson,18,1389,1,1.0788385765627027,1,0.6714642262086272,9,14,5,0,D M S,West Ham,1,1.0788385765627027,3.3697744831442833,2.2523054238408804
1299,Mario Lemina,17,1366,1,1.1920787254348397,3,1.287991652265191,17,10,4,0,D M S,Wolverhampton Wanderers,1,1.1920787254348397,5.342703886330128,3.8733241255395114
1789,Lewis Cook,19,1585,1,0.8199572339653969,3,3.2938105082139373,10,34,4,0,M S,Bournemouth,1,0.8199572339653969,7.547321081161499,5.9169964119791985
1791,Trent Alexander-Arnold,18,1424,1,0.6597503675147891,4,5.98274221085012,19,37,4,0,D S,Liverpool,1,0.6597503675147891,13.8962924182415,9.534368883818388
2199,Pablo Sarabia,6,185,1,0.9379261210560799,0,0.25171223282814026,4,3,0,0,M S,Wolverhampton Wanderers,1,0.9379261210560799,1.221457101404667,0.2835309747606516
2248,Casemiro,14,845,1,1.2741921627894044,0,1.9546160027384758,18,16,1,0,M S,Manchester United,1,1.2741921627894044,5.364563602954149,3.5876736901700497
2517,Martin Odegaard,13,1041,1,3.0683793015778065,2,3.269782429561019,19,27,1,0,M S,Arsenal,0,2.307210434228182,9.362507574260235,5.869728747755289
5221,Leon Bailey,17,940,1,2.120470054447651,2,2.1838372088968754,20,13,2,0,M S,Aston Villa,1,2.120470054447651,4.97556159645319,1.8347621746361256
5553,Declan Rice,18,1389,1,1.286641078069806,3,6.069400228559971,21,29,3,1,M S,Arsenal,1,1.286641078069806,7.562910050153732,4.516483074054122
6088,Orel Mangala,16,984,1,0.5261110160499811,0,0.4664110504090786,13,7,2,0,M S,Everton,1,0.5261110160499811,2.4650122448801994,1.832989213988185
6326,Ibrahima Konaté,13,1069,1,1.209789514541626,1,0.34917103312909603,8,3,4,0,D S,Liverpool,1,1.209789514541626,9.334587715566158,9.314248524606228
6382,Pedro Neto,17,968,1,1.160552917048335,2,2.606765470467508,23,20,6,0,M S,Chelsea,1,1.160552917048335,6.133430570363998,3.2079400084912777
6492,Reiss Nelson,12,491,1,1.4182224795222282,1,1.1306451223790646,11,13,1,0,M S,"Arsenal,Fulham",1,1.4182224795222282,4.734423227608204,3.0769786797463894
6827,Bobby Reid,14,250,1,0.6221005925908685,0,0.09133073687553406,5,1,0,0,F M S,Leicester,1,0.6221005925908685,1.1972515769302845,0.5751510038971901
6835,Tom Cairney,14,323,1,0.0833742618560791,0,1.4053654335439205,3,6,2,1,M S,Fulham,1,0.0833742618560791,3.5112295877188444,3.4786700047552586
6852,Matt Doherty,13,806,1,0.7494779489934444,1,1.5560905113816261,7,8,2,0,D S,Wolverhampton Wanderers,1,0.7494779489934444,4.191374756395817,2.5498901307582855
6885,Axel Disasi,5,355,1,0.5661573000252247,0,0.1519741266965866,2,2,1,0,D S,Chelsea,1,0.5661573000252247,0.7706726789474487,0.5844357013702393
7083,Christian Nørgaard,17,1420,1,2.5317606162279844,2,0.6682024952024221,18,9,3,1,M,Brentford,1,2.5317606162279844,6.951013119891286,5.571916606277227
7134,Marc Cucurella,18,1465,1,0.7377428412437439,1,0.8676857240498066,6,9,6,1,D S,Chelsea,1,0.7377428412437439,7.436355125159025,6.335692886263132
7218,Cristian Romero,12,976,1,1.2029815949499607,0,0.5379867702722549,11,6,1,0,D,Tottenham,1,1.2029815949499607,4.687882646918297,4.436505913734436
7726,Ezri Konsa Ngoyo,18,1541,1,0.6559188812971115,0,0.182660561054945,5,3,0,0,D,Aston Villa,1,0.6559188812971115,6.575058409944177,6.159406462684274
7762,Jean-Ricner Bellegarde,18,839,1,0.8015262586995959,2,0.7339062988758087,11,10,3,0,M S,Wolverhampton Wanderers,1,0.8015262586995959,3.215750706382096,1.9411621745675802
7814,Taiwo Awoniyi,15,200,1,2.0879088267683983,0,0.0641731545329094,8,1,0,0,F S,Nottingham Forest,1,2.0879088267683983,2.3146605789661407,0.16257860697805882
7892,João Félix,10,338,1,2.606906032189727,1,0.6843841634690762,19,6,2,0,M S,Chelsea,1,2.606906032189727,4.242044800892472,1.1538375858217478
7902,Matthijs de Ligt,18,1321,1,1.4006013311445713,0,0.04875717684626579,10,2,3,0,D S,Manchester United,1,1.4006013311445713,3.238951750099659,3.0826844796538353
8129,Riccardo Calafiori,11,718,1,0.5772216441109776,1,0.2518187277019024,6,4,3,0,D S,Arsenal,1,0.5772216441109776,2.8515537828207016,2.7479912117123604
8327,Bruno Guimarães,20,1764,1,1.9226269107311964,5,3.6219934802502394,24,26,3,0,M,Newcastle United,1,1.9226269107311964,10.177942112088203,6.9399952962994576
8379,Alexis Mac Allister,18,1330,1,1.9270047917962074,3,3.2555746380239725,16,22,5,0,M S,Liverpool,1,1.9270047917962074,13.539095092564821,10.385394249111414
8495,Taylor Harwood-Bellis,19,1581,1,1.793309174478054,0,1.345619285479188,12,8,7,0,D S,Southampton,1,1.793309174478054,5.213227421045303,4.028911456465721
8563,George Hirst,8,163,1,0.8599511682987213,1,0.34214659593999386,3,3,1,0,F S,Ipswich,1,0.8599511682987213,1.3288521822541952,0.1679418459534645
8646,Wout Faes,17,1269,1,1.2339492477476597,0,0.028868532739579678,7,2,2,0,D S,Leicester,1,1.2339492477476597,2.7611814197152853,2.602260679937899
8853,Maxence Lacroix,17,1530,1,1.0897289058193564,1,0.6190028935670853,14,3,3,0,D,Crystal Palace,1,1.0897289058193564,3.764471488073468,3.6352536771446466
8864,Matthew Cash,13,993,1,0.29688661731779575,0,0.6989874765276909,6,5,5,0,D M S,Aston Villa,1,0.29688661731779575,4.1258928924798965,3.852908343076706
8919,Leif Davis,20,1800,1,0.5853227153420448,2,4.607864011079073,11,39,5,0,D,Ipswich,1,0.5853227153420448,5.28380111977458,2.9706252217292786
9021,Pape Sarr,20,1057,1,2.5887619014829397,2,1.4505768408998847,20,10,3,0,M S,Tottenham,1,2.5887619014829397,7.121549574658275,4.9526424910873175
9453,Moisés Caicedo,20,1790,1,0.45313104800879955,2,2.05218568444252,11,19,4,0,D M,Chelsea,1,0.45313104800879955,12.322187349200249,10.812923163175583
9492,Crysencio Summerville,19,760,1,1.8140362668782473,1,2.1587705314159393,14,17,2,0,F M S,West Ham,1,1.8140362668782473,4.351440954953432,1.1789654307067394
9501,Fabio Carvalho,16,380,1,2.1135762371122837,1,0.5770240947604179,10,3,1,0,F M S,Brentford,1,2.1135762371122837,4.144353773444891,1.4537533968687057
9680,Vitaly Janelt,19,1447,1,0.411332581192255,3,2.1705254316329956,10,11,2,0,D M S,Brentford,1,0.411332581192255,6.824958608485758,4.524317500181496
