name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards
Eden_Hazard_122,0,32,1,0,0,12,0,0,29,20.6,3,0,122,0,0,314,0,0,0,4.1,17309,10.4,1,2019-03-31T13:05:00Z,31 Mar 14:05,0,0,37,0,1,5,0,0,0,0,5,0,32,0,2020763,6,0,0,2,1,10.0,1,129724,200705,70981,110,False,0,0
Eden_Hazard_122,1,64,2,0,3,46,1,1,57,56.8,5,0,122,0,0,265,0,0,1,15.3,17308,63.0,3,2019-04-03T18:45:00Z,03 Apr 19:45,0,0,83,0,1,3,0,0,0,0,3,0,32,0,2020763,7,1,2,0,3,33.0,14,129724,200705,70981,110,True,0,0
Ederson_Santana de Moraes_260,0,25,0,0,0,20,1,1,20,0.0,0,0,260,0,0,316,0,0,0,0.5,17491,4.6,0,2019-03-30T12:30:00Z,30 Mar 12:30,0,0,90,0,0,9,0,0,0,0,7,0,32,0,1443255,0,0,0,2,0,0.0,6,92763,111832,19069,56,False,0,0
Ederson_Santana de Moraes_260,0,19,0,0,0,24,1,0,19,0.0,0,0,260,0,0,325,0,0,0,1.0,17492,9.6,0,2019-04-03T18:45:00Z,03 Apr 19:45,0,0,90,0,0,5,0,0,0,0,7,0,32,1,1443255,0,1,0,0,2,0.0,6,92763,111832,19069,56,True,0,0
Edimilson_Fernandes_416,0,0,0,0,0,0,0,0,0,0.0,0,0,416,0,0,320,0,0,0,0.0,17742,0.0,0,2019-03-30T17:30:00Z,30 Mar 17:30,0,0,0,0,0,8,0,0,0,0,0,0,32,0,4642,0,0,0,2,0,0.0,0,-20,1,21,45,True,0,0
Edward_Nketiah_552,0,0,0,0,0,0,0,0,0,0.0,0,0,552,0,0,311,0,0,0,0.0,17953,0.0,0,2019-04-01T19:00:00Z,01 Apr 20:00,0,0,0,0,0,15,0,0,0,0,0,0,32,0,2075,0,0,0,0,2,0.0,0,27,134,107,50,True,0,0
Eldin_Jakupovic_214,0,0,0,0,0,0,0,0,0,0.0,0,0,214,0,0,317,0,0,0,0.0,17444,0.0,0,2019-03-30T15:00:00Z,30 Mar 15:00,0,0,0,0,0,2,0,0,0,0,0,0,32,0,5438,0,0,0,0,2,0.0,0,-21,14,35,43,True,0,0
Elias_Kachunga_212,0,2,0,0,0,3,0,0,2,0.5,0,0,212,0,0,315,0,1,0,2.3,17442,3.2,0,2019-03-30T15:00:00Z,30 Mar 15:00,0,0,10,0,0,7,0,0,0,0,0,0,32,0,9116,0,0,0,0,2,19.0,1,-402,454,856,48,False,0,0
Emerson_Hyndman_41,0,0,0,0,0,0,0,0,0,0.0,0,0,41,0,0,317,0,0,0,0.0,17173,0.0,0,2019-03-30T15:00:00Z,30 Mar 15:00,0,0,0,0,0,11,0,0,0,0,0,0,32,0,2610,0,0,0,0,2,0.0,0,-7,2,9,45,False,0,0
Emerson_Palmieri dos Santos_121,0,0,0,0,0,0,0,0,0,0.0,0,0,121,0,0,314,0,0,0,0.0,17307,0.0,0,2019-03-31T13:05:00Z,31 Mar 14:05,0,0,0,0,0,5,0,0,0,0,0,0,32,0,11789,0,0,0,2,1,0.0,0,-60,1242,1302,52,False,0,0
Emerson_Palmieri dos Santos_121,0,68,0,0,0,25,1,2,63,10.2,0,0,121,0,0,265,1,0,0,4.0,17306,9.8,0,2019-04-03T18:45:00Z,03 Apr 19:45,0,0,90,0,0,3,0,0,0,0,4,0,32,0,11789,2,1,0,0,3,20.0,6,-60,1242,1302,52,True,0,0
Emile_Smith-Rowe_545,0,0,0,0,0,0,0,0,0,0.0,0,0,545,0,0,311,0,0,0,0.0,17944,0.0,0,2019-04-01T19:00:00Z,01 Apr 20:00,0,0,0,0,0,15,0,0,0,0,0,0,32,0,239,0,0,0,0,2,0.0,0,1,4,3,45,True,0,0
Emiliano_Martínez_542,0,0,0,0,0,0,0,0,0,0.0,0,0,542,0,0,311,0,0,0,0.0,17940,0.0,0,2019-04-01T19:00:00Z,01 Apr 20:00,0,0,0,0,0,15,0,0,0,0,0,0,32,0,14843,0,0,0,0,2,0.0,0,-383,23,406,40,True,0,0
Eric_Bailly_291,0,0,0,0,0,0,0,0,0,0.0,0,0,291,0,0,319,0,0,0,0.0,17553,0.0,0,2019-03-30T15:00:00Z,30 Mar 15:00,0,0,0,0,0,18,0,0,0,0,0,0,32,0,83092,0,0,0,1,2,0.0,0,-266,183,449,50,True,0,0
Eric_Bailly_291,0,0,0,0,0,0,0,0,0,0.0,0,0,291,0,0,330,0,0,0,0.0,17554,0.0,0,2019-04-02T18:45:00Z,02 Apr 19:45,0,0,0,0,0,20,0,0,0,0,0,0,32,0,83092,0,0,0,1,2,0.0,0,-266,183,449,50,False,0,0
Eric_Dier_361,0,0,0,0,0,0,0,0,0,0.0,0,0,361,0,0,318,0,0,0,0.0,17650,0.0,0,2019-03-31T15:30:00Z,31 Mar 16:30,0,0,0,0,0,12,0,0,0,0,0,0,32,0,60736,0,0,0,1,2,0.0,0,-426,291,717,47,False,0,0
Eric_Dier_361,0,0,0,0,0,0,0,0,0,0.0,0,0,361,0,0,307,0,0,0,0.0,17649,0.0,0,2019-04-03T18:45:00Z,03 Apr 19:45,0,0,0,0,0,7,0,0,0,0,0,0,32,0,60736,0,0,0,0,2,0.0,0,-426,291,717,47,True,0,0
Erik_Durm_461,0,34,0,0,0,8,0,3,25,2.5,0,0,461,0,0,315,1,2,0,1.4,17820,11.2,0,2019-03-30T15:00:00Z,30 Mar 15:00,0,0,90,0,0,7,0,0,0,0,4,0,32,0,6049,1,0,0,0,2,0.0,1,-60,44,104,44,False,0,0
Erik_Lamela_363,0,0,0,0,0,0,0,0,0,0.0,0,0,363,0,0,318,0,0,0,0.0,17654,0.0,0,2019-03-31T15:30:00Z,31 Mar 16:30,0,0,0,0,0,12,0,0,0,0,0,0,32,0,23308,0,0,0,1,2,0.0,0,-369,353,722,59,False,0,0
Erik_Lamela_363,0,0,0,0,0,0,0,0,0,0.0,0,0,363,0,0,307,0,0,0,0.0,17653,0.0,0,2019-04-03T18:45:00Z,03 Apr 19:45,0,0,0,0,0,7,0,0,0,0,0,0,32,0,23308,0,0,0,0,2,0.0,0,-369,353,722,59,True,0,0
Ethan_Ampadu_130,0,0,0,0,0,0,0,0,0,0.0,0,0,130,0,0,314,0,0,0,0.0,17325,0.0,0,2019-03-31T13:05:00Z,31 Mar 14:05,0,0,0,0,0,5,0,0,0,0,0,0,32,0,2886,0,0,0,2,1,0.0,0,-32,32,64,44,False,0,0
Ethan_Ampadu_130,0,0,0,0,0,0,0,0,0,0.0,0,0,130,0,0,265,0,0,0,0.0,17324,0.0,0,2019-04-03T18:45:00Z,03 Apr 19:45,0,0,0,0,0,3,0,0,0,0,0,0,32,0,2886,0,0,0,0,3,0.0,0,-32,32,64,44,True,0,0
Etienne_Capoue_389,0,47,0,0,0,15,0,2,38,11.7,0,0,389,0,0,319,0,2,0,2.1,17705,5.4,1,2019-03-30T15:00:00Z,30 Mar 15:00,0,0,90,0,0,14,0,0,0,0,10,0,32,0,31793,0,1,2,1,2,4.0,2,1484,2527,1043,48,False,0,0
Etienne_Capoue_389,0,54,0,0,0,19,0,2,50,3.3,1,0,389,0,0,329,0,1,0,1.6,17706,12.2,0,2019-04-02T18:45:00Z,02 Apr 19:45,0,0,77,0,0,9,0,0,0,0,5,0,32,0,31793,2,3,0,1,4,0.0,2,1484,2527,1043,48,True,0,0
Ezequiel_Schelotto_53,0,0,0,0,0,0,0,0,0,0.0,0,0,53,0,0,312,0,0,0,0.0,17192,0.0,0,2019-03-30T15:00:00Z,30 Mar 15:00,0,0,0,0,0,16,0,0,0,0,0,0,32,0,116213,0,0,0,1,0,0.0,0,18,2614,2596,38,True,0,0
Ezequiel_Schelotto_53,0,0,0,0,0,0,0,0,0,0.0,0,0,53,0,0,265,0,0,0,0.0,17191,0.0,0,2019-04-03T18:45:00Z,03 Apr 19:45,0,0,0,0,0,6,0,0,0,0,0,0,32,0,116213,0,0,0,0,3,0.0,0,18,2614,2596,38,False,0,0
Fabian_Delph_269,0,0,0,0,0,0,0,0,0,0.0,0,0,269,0,0,316,0,0,0,0.0,17509,0.0,0,2019-03-30T12:30:00Z,30 Mar 12:30,0,0,0,0,0,9,0,0,0,0,0,0,32,0,16109,0,0,0,2,0,0.0,0,-355,74,429,53,False,0,0
Fabian_Delph_269,0,0,0,0,0,0,0,0,0,0.0,0,0,269,0,0,325,0,0,0,0.0,17510,0.0,0,2019-04-03T18:45:00Z,03 Apr 19:45,0,0,0,0,0,5,0,0,0,0,0,0,32,0,16109,0,0,0,0,2,0.0,0,-355,74,429,53,True,0,0
Fabian_Schär_482,0,0,0,0,0,0,0,0,0,0.0,0,0,482,0,0,311,0,0,0,0.0,17850,0.0,0,2019-04-01T19:00:00Z,01 Apr 20:00,0,0,0,0,0,1,0,0,0,0,0,0,32,0,90835,0,0,0,0,2,0.0,0,-34942,545,35487,46,False,0,0
Fabio Henrique_Tavares_255,0,10,0,0,0,4,0,0,7,0.3,0,0,255,0,0,318,0,0,0,0.3,17486,3.0,0,2019-03-31T15:30:00Z,31 Mar 16:30,0,0,13,0,0,17,0,0,0,0,1,0,32,0,40162,1,1,0,1,2,0.0,1,-847,444,1291,55,True,0,0
Fabián_Balbuena_464,0,0,0,0,0,0,0,0,0,0.0,0,0,464,0,0,320,0,0,0,0.0,17823,0.0,0,2019-03-30T17:30:00Z,30 Mar 17:30,0,0,0,0,0,8,0,0,0,0,0,0,32,0,17260,0,0,0,2,0,0.0,0,-824,197,1021,42,True,0,0
Fabricio_Agosto Ramírez_474,0,0,0,0,0,0,0,0,0,0.0,0,0,474,0,0,316,0,0,0,0.0,17835,0.0,0,2019-03-30T12:30:00Z,30 Mar 12:30,0,0,0,0,0,13,0,0,0,0,0,0,32,0,14372,0,0,0,2,0,0.0,0,-129,72,201,42,True,0,0
Fabricio_Agosto Ramírez_474,0,0,0,0,0,0,0,0,0,0.0,0,0,474,0,0,329,0,0,0,0.0,17836,0.0,0,2019-04-02T18:45:00Z,02 Apr 19:45,0,0,0,0,0,18,0,0,0,0,0,0,32,0,14372,0,0,0,1,4,0.0,0,-129,72,201,42,False,0,0
Federico_Fernández_516,0,0,0,0,0,0,0,0,0,0.0,0,0,516,0,0,311,0,0,0,0.0,17900,0.0,0,2019-04-01T19:00:00Z,01 Apr 20:00,0,0,0,0,0,1,0,0,0,0,0,0,32,0,11992,0,0,0,0,2,0.0,0,-233,107,340,44,False,0,0
Felipe Anderson_Pereira Gomes_465,0,0,0,0,0,0,0,0,0,0.0,0,0,465,0,0,320,0,0,0,0.0,17824,0.0,0,2019-03-30T17:30:00Z,30 Mar 17:30,0,0,0,0,0,8,0,0,0,0,0,0,32,0,747900,0,0,0,2,0,0.0,0,-220168,7095,227263,71,True,0,0
Fernando_Llorente_371,0,0,0,0,0,3,0,0,0,0.0,0,0,371,0,0,318,0,0,0,0.0,17670,0.0,0,2019-03-31T15:30:00Z,31 Mar 16:30,0,0,1,0,0,12,0,0,0,0,0,0,32,0,44628,0,0,0,1,2,0.0,1,-4418,1357,5775,52,False,0,0
Fernando_Llorente_371,0,0,0,0,0,0,0,0,0,0.0,0,0,371,0,0,307,0,0,0,0.0,17669,0.0,0,2019-04-03T18:45:00Z,03 Apr 19:45,0,0,0,0,0,7,0,0,0,0,0,0,32,0,44628,0,0,0,0,2,0.0,0,-4418,1357,5775,52,True,0,0
Fernando_Luiz Rosa_272,0,16,0,0,0,2,0,0,14,0.6,0,0,272,0,0,316,1,0,0,0.1,17515,0.0,0,2019-03-30T12:30:00Z,30 Mar 12:30,0,0,15,0,0,9,0,0,0,0,0,0,32,0,187926,0,0,0,2,0,0.0,1,-1411,1345,2756,53,False,0,0
Fernando_Luiz Rosa_272,0,72,1,0,0,15,1,3,62,30.8,0,0,272,0,0,325,0,0,0,6.1,17516,13.6,2,2019-04-03T18:45:00Z,03 Apr 19:45,0,0,90,0,0,5,0,0,0,0,3,0,32,0,187926,1,1,3,0,2,17.0,3,-1411,1345,2756,53,True,0,0
Filip_Benkovic_501,0,0,0,0,0,0,0,0,0,0.0,0,0,501,0,0,317,0,0,0,0.0,17877,0.0,0,2019-03-30T15:00:00Z,30 Mar 15:00,0,0,0,0,0,2,0,0,0,0,0,0,32,0,1358,0,0,0,0,2,0.0,0,-3,0,3,50,True,0,0
Florent_Hadergjonaj_197,0,0,0,0,0,0,0,0,0,0.0,0,0,197,0,0,315,0,0,0,0.0,17427,0.0,0,2019-03-30T15:00:00Z,30 Mar 15:00,0,0,0,0,0,7,0,0,0,0,0,0,32,0,4022,0,0,0,0,2,0.0,0,-61,54,115,43,False,0,0
Florian_Lejeune_314,0,39,0,0,0,14,0,6,22,3.3,0,0,314,0,0,311,1,2,0,1.6,17592,10.2,0,2019-04-01T19:00:00Z,01 Apr 20:00,0,0,90,0,0,1,0,0,0,0,6,0,32,0,9917,0,2,0,0,2,2.0,1,-1093,551,1644,44,False,0,0
Florin_Andone_66,0,0,0,0,0,0,0,0,0,0.0,0,0,66,0,0,312,0,0,0,0.0,17218,0.0,0,2019-03-30T15:00:00Z,30 Mar 15:00,0,0,0,0,0,16,0,0,0,0,0,0,32,0,11214,0,0,0,1,0,0.0,0,-621,308,929,50,True,0,0
Florin_Andone_66,0,16,0,0,0,1,0,3,12,2.1,0,0,66,0,0,265,2,3,0,0.6,17217,0.0,0,2019-04-03T18:45:00Z,03 Apr 19:45,0,0,69,1,0,6,0,0,0,0,1,0,32,0,11214,2,0,1,0,3,4.0,2,-621,308,929,50,False,0,0
Floyd_Ayité_186,0,27,0,0,0,7,0,1,21,11.9,1,0,186,0,0,316,0,2,0,3.1,17412,9.4,1,2019-03-30T12:30:00Z,30 Mar 12:30,0,0,63,0,0,13,0,0,0,0,6,0,32,0,6536,3,0,0,2,0,10.0,2,315,564,249,43,True,0,0
Floyd_Ayité_186,0,0,0,0,0,0,0,0,0,0.0,0,0,186,0,0,329,0,0,0,0.0,17413,0.0,0,2019-04-02T18:45:00Z,02 Apr 19:45,0,0,0,0,0,18,0,0,0,0,0,0,32,0,6536,0,0,0,1,4,0.0,0,315,564,249,43,False,0,0
Fousseni_Diabaté_232,0,0,0,0,0,0,0,0,0,0.0,0,0,232,0,0,317,0,0,0,0.0,17463,0.0,0,2019-03-30T15:00:00Z,30 Mar 15:00,0,0,0,0,0,2,0,0,0,0,0,0,32,0,2034,0,0,0,0,2,0.0,0,-11,0,11,46,True,0,0
Francisco_Femenía Far_383,0,12,0,0,0,4,0,1,11,0.8,0,0,383,0,0,319,0,1,0,1.5,17693,7.2,0,2019-03-30T15:00:00Z,30 Mar 15:00,0,0,35,0,0,14,0,0,0,0,2,0,32,0,45026,1,1,0,1,2,7.0,1,403,2448,2045,42,False,0,0
Francisco_Femenía Far_383,0,40,0,0,0,28,0,4,38,18.8,1,0,383,0,0,329,0,1,1,9.7,17694,45.4,1,2019-04-02T18:45:00Z,02 Apr 19:45,0,0,90,0,1,9,0,0,0,0,2,0,32,0,45026,1,0,0,1,4,33.0,8,403,2448,2045,42,True,0,0
Fraser_Forster_329,0,0,0,0,0,0,0,0,0,0.0,0,0,329,0,0,312,0,0,0,0.0,17607,0.0,0,2019-03-30T15:00:00Z,30 Mar 15:00,0,0,0,0,0,3,0,0,0,0,0,0,32,0,37706,0,0,0,1,0,0.0,0,-185,115,300,42,False,0,0
Frederick_Woodman_553,0,0,0,0,0,0,0,0,0,0.0,0,0,553,0,0,311,0,0,0,0.0,17954,0.0,0,2019-04-01T19:00:00Z,01 Apr 20:00,0,0,0,0,0,1,0,0,0,0,0,0,32,0,9976,0,0,0,0,2,0.0,0,-82,157,239,40,False,0,0
Frederico_Rodrigues de Paula Santos_304,0,0,0,0,0,0,0,0,0,0.0,0,0,304,0,0,319,0,0,0,0.0,17579,0.0,0,2019-03-30T15:00:00Z,30 Mar 15:00,0,0,0,0,0,18,0,0,0,0,0,0,32,0,73478,0,0,0,1,2,0.0,0,443,914,471,54,True,0,0
Frederico_Rodrigues de Paula Santos_304,1,61,0,0,0,21,0,2,57,15.0,0,0,304,1,0,330,1,1,0,4.3,17580,25.6,1,2019-04-02T18:45:00Z,02 Apr 19:45,0,0,64,0,0,20,0,0,0,0,7,0,32,0,73478,1,1,1,1,2,2.0,5,443,914,471,54,False,0,0
Gabriel Fernando_de Jesus_281,0,9,0,0,0,1,0,1,8,2.3,2,0,281,0,0,316,0,0,0,1.2,17533,7.4,0,2019-03-30T12:30:00Z,30 Mar 12:30,0,0,33,0,0,9,0,0,0,0,2,0,32,0,96476,4,0,0,2,0,2.0,1,1529,2932,1403,99,False,0,0
Gabriel Fernando_de Jesus_281,1,44,0,2,0,16,1,0,40,54.9,3,0,281,0,0,325,0,0,0,11.9,17534,23.6,4,2019-04-03T18:45:00Z,03 Apr 19:45,0,0,90,1,0,5,0,0,0,0,2,0,32,0,96476,2,0,3,0,2,40.0,5,1529,2932,1403,99,True,0,0
Gary_Cahill_114,0,0,0,0,0,0,0,0,0,0.0,0,0,114,0,0,314,0,0,0,0.0,17293,0.0,0,2019-03-31T13:05:00Z,31 Mar 14:05,0,0,0,0,0,5,0,0,0,0,0,0,32,0,33226,0,0,0,2,1,0.0,0,35,153,118,50,False,0,0
Gary_Cahill_114,0,0,0,0,0,0,0,0,0,0.0,0,0,114,0,0,265,0,0,0,0.0,17292,0.0,0,2019-04-03T18:45:00Z,03 Apr 19:45,0,0,0,0,0,3,0,0,0,0,0,0,32,0,33226,0,0,0,0,3,0.0,0,35,153,118,50,True,0,0
Gary_Madine_109,0,0,0,0,0,0,0,0,0,0.0,0,0,109,0,0,314,0,0,0,0.0,17282,0.0,0,2019-03-31T13:05:00Z,31 Mar 14:05,0,0,0,0,0,6,0,0,0,0,0,0,32,0,58950,0,0,0,2,1,0.0,0,321,1463,1142,44,True,0,0
Gary_Madine_109,0,0,0,0,0,0,0,0,0,0.0,0,0,109,0,0,325,0,0,0,0.0,17283,0.0,0,2019-04-03T18:45:00Z,03 Apr 19:45,0,0,0,0,0,13,0,0,0,0,0,0,32,0,58950,0,0,0,0,2,0.0,0,321,1463,1142,44,False,0,0
Gaëtan_Bong_51,0,0,0,0,0,0,0,0,0,0.0,0,0,51,0,0,312,0,0,0,0.0,17188,0.0,0,2019-03-30T15:00:00Z,30 Mar 15:00,0,0,0,0,0,16,0,0,0,0,0,0,32,0,8943,0,0,0,1,0,0.0,0,-15,128,143,44,True,0,0
Gaëtan_Bong_51,0,29,0,0,0,9,0,3,20,0.6,0,0,51,0,0,265,1,3,0,1.1,17187,10.0,0,2019-04-03T18:45:00Z,03 Apr 19:45,0,0,90,0,0,6,0,0,0,0,3,0,32,0,8943,0,1,0,0,3,0.0,1,-15,128,143,44,False,0,0
Georges-Kévin_Nkoudou_497,0,0,0,0,0,0,0,0,0,0.0,0,0,497,0,0,318,0,0,0,0.0,17870,0.0,0,2019-03-31T15:30:00Z,31 Mar 16:30,0,0,0,0,0,12,0,0,0,0,0,0,32,0,1011,0,0,0,1,2,0.0,0,-4,0,4,48,False,0,0
Georges-Kévin_Nkoudou_497,0,0,0,0,0,0,0,0,0,0.0,0,0,497,0,0,307,0,0,0,0.0,17869,0.0,0,2019-04-03T18:45:00Z,03 Apr 19:45,0,0,0,0,0,7,0,0,0,0,0,0,32,0,1011,0,0,0,0,2,0.0,0,-4,0,4,48,True,0,0
Georginio_Wijnaldum_252,0,32,0,0,0,11,0,3,27,23.4,0,0,252,0,0,318,2,1,0,3.9,17483,11.2,2,2019-03-31T15:30:00Z,31 Mar 16:30,0,0,90,0,0,17,0,0,0,0,5,0,32,0,69780,1,0,0,1,2,4.0,2,-2280,1625,3905,55,True,0,0
Gerard_Deulofeu_394,0,31,0,0,0,7,0,1,26,29.8,2,0,394,0,0,319,0,2,0,8.1,17714,13.4,2,2019-03-30T15:00:00Z,30 Mar 15:00,0,0,73,3,0,14,0,0,0,0,3,0,32,0,424467,5,0,0,1,2,38.0,2,91289,110861,19572,57,False,0,0
Gerard_Deulofeu_394,0,20,0,0,0,1,0,2,16,2.9,2,0,394,0,0,329,1,1,0,2.7,17715,2.0,0,2019-04-02T18:45:00Z,02 Apr 19:45,0,0,45,0,0,9,0,0,0,0,0,0,32,0,424467,4,0,0,1,4,22.0,1,91289,110861,19572,57,True,0,0
Glenn_Murray_62,0,26,0,0,0,-2,0,0,14,3.6,0,0,62,0,0,312,3,1,0,4.7,17210,0.0,0,2019-03-30T15:00:00Z,30 Mar 15:00,0,0,90,4,0,16,0,0,0,0,0,0,32,0,158866,0,0,1,1,0,44.0,2,11906,20696,8790,63,True,0,0
Glenn_Murray_62,0,4,0,0,0,1,0,0,4,0.7,0,0,62,0,0,265,0,0,0,0.1,17209,0.2,0,2019-04-03T18:45:00Z,03 Apr 19:45,0,0,20,0,0,6,0,0,0,0,0,0,32,0,158866,2,0,0,0,3,0.0,1,11906,20696,8790,63,False,0,0
Gonzalo_Higuaín_579,0,31,0,0,0,6,0,0,26,9.6,0,0,579,0,0,314,0,1,0,3.5,17992,0.0,0,2019-03-31T13:05:00Z,31 Mar 14:05,0,0,76,0,0,5,0,0,0,0,1,0,32,0,298280,3,0,1,2,1,27.0,2,11157,62700,51543,96,False,0,0
Gonzalo_Higuaín_579,0,0,0,0,0,0,0,0,0,0.0,0,0,579,0,0,265,0,0,0,0.0,17991,0.0,0,2019-04-03T18:45:00Z,03 Apr 19:45,0,0,0,0,0,3,0,0,0,0,0,0,32,0,298280,0,0,0,0,3,0.0,0,11157,62700,51543,96,True,0,0
Grady_Diangana_539,0,3,0,0,0,3,0,1,2,0.2,0,0,539,0,0,320,0,0,0,0.4,17935,4.2,0,2019-03-30T17:30:00Z,30 Mar 17:30,0,0,23,0,0,8,0,0,0,0,1,0,32,0,2086,2,1,0,2,0,0.0,1,-175,17,192,45,True,0,0
Granit_Xhaka_17,0,0,0,0,0,0,0,0,0,0.0,0,0,17,0,0,311,0,0,0,0.0,17148,0.0,0,2019-04-01T19:00:00Z,01 Apr 20:00,0,0,0,0,0,15,0,0,0,0,0,0,32,0,147014,0,0,0,0,2,0.0,0,220,4497,4277,52,True,0,0
Greg_Cunninghamm_467,0,0,0,0,0,0,0,0,0,0.0,0,0,467,0,0,314,0,0,0,0.0,17827,0.0,0,2019-03-31T13:05:00Z,31 Mar 14:05,0,0,0,0,0,6,0,0,0,0,0,0,32,0,3004,0,0,0,2,1,0.0,0,49,97,48,41,True,0,0
Greg_Cunninghamm_467,0,0,0,0,0,0,0,0,0,0.0,0,0,467,0,0,325,0,0,0,0.0,17828,0.0,0,2019-04-03T18:45:00Z,03 Apr 19:45,0,0,0,0,0,13,0,0,0,0,0,0,32,0,3004,0,0,0,0,2,0.0,0,49,97,48,41,False,0,0
Greg_Halford_97,0,0,0,0,0,0,0,0,0,0.0,0,0,97,0,0,314,0,0,0,0.0,17258,0.0,0,2019-03-31T13:05:00Z,31 Mar 14:05,0,0,0,0,0,6,0,0,0,0,0,0,32,0,1948,0,0,0,2,1,0.0,0,-6,3,9,40,True,0,0
Greg_Halford_97,0,0,0,0,0,0,0,0,0,0.0,0,0,97,0,0,325,0,0,0,0.0,17259,0.0,0,2019-04-03T18:45:00Z,03 Apr 19:45,0,0,0,0,0,13,0,0,0,0,0,0,32,0,1948,0,0,0,0,2,0.0,0,-6,3,9,40,False,0,0
Guido_Carrillo_350,0,0,0,0,0,0,0,0,0,0.0,0,0,350,0,0,312,0,0,0,0.0,17628,0.0,0,2019-03-30T15:00:00Z,30 Mar 15:00,0,0,0,0,0,3,0,0,0,0,0,0,32,0,292,0,0,0,1,0,0.0,0,0,3,3,55,False,0,0
Gylfi_Sigurdsson_172,1,41,1,1,0,24,1,1,33,63.9,0,0,172,0,0,320,0,0,0,15.7,17389,37.0,5,2019-03-30T17:30:00Z,30 Mar 17:30,0,0,84,0,0,19,0,0,0,0,3,0,32,0,404997,3,1,0,2,0,56.0,6,-38220,20278,58498,73,False,0,0
Hamza_Choudhury_230,0,0,0,0,0,0,0,0,0,0.0,0,0,230,0,0,317,0,0,0,0.0,17461,0.0,0,2019-03-30T15:00:00Z,30 Mar 15:00,0,0,0,0,0,2,0,0,0,0,0,0,32,0,8322,0,0,0,0,2,0.0,0,-206,83,289,43,True,0,0
Harry_Arter_33,1,22,0,0,0,17,1,4,15,25.3,0,0,33,0,0,314,1,0,0,7.5,17164,49.8,2,2019-03-31T13:05:00Z,31 Mar 14:05,0,0,79,0,1,6,0,0,0,0,5,0,32,0,11260,0,0,0,2,1,0.0,5,-59,30,89,49,True,0,1
Harry_Arter_33,0,0,0,0,0,0,0,0,0,0.0,0,0,33,0,0,325,0,0,0,0.0,17165,0.0,0,2019-04-03T18:45:00Z,03 Apr 19:45,0,0,0,0,0,13,0,0,0,0,0,0,32,0,11260,0,0,0,0,2,0.0,0,-59,30,89,49,False,0,0
Harry_Kane_372,0,15,0,0,0,4,0,2,13,4.7,0,0,372,0,0,318,1,2,0,5.2,17672,10.2,0,2019-03-31T15:30:00Z,31 Mar 16:30,0,0,90,0,0,12,0,0,0,0,1,0,32,0,984318,2,0,0,1,2,37.0,2,49684,67450,17766,125,False,0,0
Harry_Kane_372,0,16,0,1,0,-2,1,0,13,13.3,1,0,372,0,0,307,2,0,0,9.9,17671,2.0,1,2019-04-03T18:45:00Z,03 Apr 19:45,0,0,90,0,0,7,0,0,0,0,3,0,32,0,984318,3,0,3,0,2,84.0,2,49684,67450,17766,125,True,0,0
Harry_Maguire_220,0,0,0,0,0,0,0,0,0,0.0,0,0,220,0,0,317,0,0,0,0.0,17450,0.0,0,2019-03-30T15:00:00Z,30 Mar 15:00,0,0,0,0,0,2,0,0,0,0,0,0,32,0,528165,0,0,0,0,2,0.0,0,-42803,135,42938,54,True,0,0
Harry_Winks_368,0,0,0,0,0,0,0,0,0,0.0,0,0,368,0,0,318,0,0,0,0.0,17664,0.0,0,2019-03-31T15:30:00Z,31 Mar 16:30,0,0,0,0,0,12,0,0,0,0,0,0,32,0,10135,0,0,0,1,2,0.0,0,-1404,61,1465,55,False,0,0
Harry_Winks_368,0,18,0,0,0,4,0,1,17,1.2,1,0,368,0,0,307,1,0,0,0.4,17663,2.8,0,2019-04-03T18:45:00Z,03 Apr 19:45,0,0,21,0,0,7,0,0,0,0,3,0,32,0,10135,0,0,0,0,2,0.0,1,-1404,61,1465,55,True,0,0
Harvey_Barnes_571,0,26,0,0,0,6,1,2,21,4.2,3,0,571,0,0,317,0,0,0,1.4,17978,2.8,0,2019-03-30T15:00:00Z,30 Mar 15:00,0,0,71,0,0,2,0,0,0,0,5,0,32,0,21769,4,0,1,0,2,7.0,3,-4507,1426,5933,55,True,0,0
Henrikh_Mkhitaryan_18,0,9,0,0,0,3,0,0,9,1.8,0,0,18,0,0,311,0,0,0,2.0,17149,0.6,0,2019-04-01T19:00:00Z,01 Apr 20:00,0,0,6,0,0,15,0,0,0,0,3,0,32,0,329660,1,0,0,0,2,18.0,1,-14575,14776,29351,68,True,0,0
