name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards
Emiliano_Martínez_542,0,0,0,0,0,0,0,0,0,0.0,0,0,542,0,0,181,0,0,0,0.0,10367,0.0,0,2018-12-26T17:15:00Z,26 Dec 17:15,0,0,0,0,0,3,0,0,0,0,0,0,19,0,20387,0,0,0,1,1,0.0,0,799,1443,644,40,False,0,0
Eric_Bailly_291,0,0,0,0,0,0,0,0,0,0.0,0,0,291,0,0,187,0,0,0,0.0,10116,0.0,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,0,0,0,10,0,0,0,0,0,0,19,0,90557,0,0,0,1,3,0.0,0,-2139,1369,3508,50,True,0,0
Eric_Dier_361,0,0,0,0,0,0,0,0,0,0.0,0,0,361,0,0,189,0,0,0,0.0,10186,0.0,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,0,0,0,2,0,0,0,0,0,0,19,0,77732,0,0,0,0,5,0.0,0,-9077,142,9219,48,True,0,0
Erik_Durm_461,0,42,0,0,0,20,0,4,30,20.0,2,0,461,0,0,187,0,3,0,3.8,10286,18.4,1,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,90,0,2,14,0,0,0,0,11,0,19,0,7599,2,2,0,1,3,0.0,1,-323,58,381,44,False,0,0
Erik_Lamela_363,0,0,0,0,0,0,0,0,0,0.0,0,0,363,0,0,189,0,0,0,0.0,10188,0.0,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,0,0,0,2,0,0,0,0,0,0,19,0,30767,0,0,0,0,5,0.0,0,853,3372,2519,62,True,0,0
Ethan_Ampadu_130,0,0,0,0,0,0,0,0,0,0.0,0,0,130,0,0,190,0,0,0,0.0,9955,0.0,0,2018-12-26T19:30:00Z,26 Dec 19:30,0,0,0,0,0,18,0,0,0,0,0,0,19,0,2737,0,0,0,2,1,0.0,0,-25,42,67,44,False,0,0
Etienne_Capoue_389,0,58,0,0,0,16,0,6,50,5.2,2,0,389,0,0,190,1,2,0,2.0,10214,14.6,0,2018-12-26T19:30:00Z,26 Dec 19:30,0,0,90,0,0,6,0,0,0,0,6,0,19,0,33742,0,0,0,2,1,0.0,2,-1074,702,1776,49,True,0,0
Ezequiel_Schelotto_53,0,0,0,0,0,0,0,0,0,0.0,0,0,53,0,0,181,0,0,0,0.0,9878,0.0,0,2018-12-26T17:15:00Z,26 Dec 17:15,0,0,0,0,0,1,0,0,0,0,0,0,19,0,105307,0,0,0,1,1,0.0,0,1261,3400,2139,38,True,0,0
Fabian_Delph_269,0,92,0,0,0,4,0,3,80,18.7,1,0,269,0,0,185,2,2,0,3.9,10094,13.4,1,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,88,0,0,11,0,0,0,0,7,1,19,0,51872,0,0,0,1,2,7.0,-2,1032,5446,4414,53,False,0,0
Fabian_Schär_482,0,0,0,0,0,0,0,0,0,0.0,0,0,482,0,0,186,0,0,0,0.0,10307,0.0,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,0,0,0,12,0,0,0,0,0,0,19,0,8600,0,0,0,0,4,0.0,0,-262,361,623,46,False,0,0
Fabio Henrique_Tavares_255,0,26,0,0,0,21,0,1,23,0.9,0,0,255,0,0,186,0,0,1,7.1,10080,37.4,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,28,0,0,15,0,0,0,0,1,0,19,0,36060,0,0,0,0,4,33.0,6,5899,7016,1117,55,True,0,0
Fabián_Balbuena_464,0,0,0,0,0,0,0,0,0,0.0,0,0,464,0,0,188,0,0,0,0.0,10289,0.0,0,2018-12-27T19:45:00Z,27 Dec 19:45,0,0,0,0,0,16,0,0,0,0,0,0,19,0,82186,0,0,0,2,1,0.0,0,-16828,938,17766,45,False,0,0
Fabricio_Agosto Ramírez_474,0,0,0,0,0,0,0,0,0,0.0,0,0,474,0,0,184,0,0,0,0.0,10299,0.0,0,2018-12-26T12:30:00Z,26 Dec 12:30,0,0,0,0,0,20,0,0,0,0,0,0,19,0,17693,0,0,0,1,1,0.0,0,152,689,537,43,True,0,0
Federico_Fernández_516,0,19,0,0,0,13,0,8,11,0.2,0,0,516,0,0,186,0,4,0,2.3,10341,21.0,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,90,0,0,12,0,0,0,0,1,0,19,0,22387,1,2,0,0,4,2.0,0,-1651,270,1921,44,False,0,0
Felipe Anderson_Pereira Gomes_465,0,51,0,0,3,51,0,0,40,33.3,2,0,465,0,0,188,0,1,2,18.5,10290,89.0,2,2018-12-27T19:45:00Z,27 Dec 19:45,0,0,90,0,1,16,0,0,0,0,7,0,19,0,1067133,2,0,1,2,1,63.0,15,-134581,31805,166386,73,False,1,0
Fernando_Llorente_371,0,1,0,0,0,3,0,0,1,0.3,0,0,371,0,0,189,0,0,0,0.1,10196,0.2,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,2,0,0,2,0,0,0,0,0,0,19,0,13794,0,0,0,0,5,0.0,1,-131,274,405,56,True,0,0
Fernando_Luiz Rosa_272,0,0,0,0,0,0,0,0,0,0.0,0,0,272,0,0,185,0,0,0,0.0,10097,0.0,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,0,0,0,11,0,0,0,0,0,0,19,0,263464,0,0,0,1,2,0.0,0,-49212,1652,50864,54,False,0,0
Filip_Benkovic_501,0,0,0,0,0,0,0,0,0,0.0,0,0,501,0,0,185,0,0,0,0.0,10326,0.0,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,0,0,0,13,0,0,0,0,0,0,19,0,1436,0,0,0,1,2,0.0,0,-9,3,12,50,True,0,0
Florent_Hadergjonaj_197,0,42,0,0,0,12,0,2,32,3.3,1,0,197,0,0,187,0,3,0,1.5,10022,12.0,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,90,0,0,14,0,0,0,0,6,0,19,0,4419,0,0,0,1,3,0.0,1,-156,36,192,44,False,0,0
Florian_Lejeune_314,0,0,0,0,0,0,0,0,0,0.0,0,0,314,0,0,186,0,0,0,0.0,10139,0.0,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,0,0,0,12,0,0,0,0,0,0,19,0,787,0,0,0,0,4,0.0,0,-7,5,12,44,False,0,0
Florin_Andone_66,0,6,0,0,0,2,0,0,3,1.3,0,0,66,0,0,181,0,0,0,0.9,9891,4.0,0,2018-12-26T17:15:00Z,26 Dec 17:15,0,0,11,0,0,1,0,0,0,0,0,0,19,0,19337,1,0,0,1,1,4.0,1,-112,3101,3213,50,True,0,0
Floyd_Ayité_186,0,0,0,0,0,0,0,0,0,0.0,0,0,186,0,0,184,0,0,0,0.0,10011,0.0,0,2018-12-26T12:30:00Z,26 Dec 12:30,0,0,0,0,0,20,0,0,0,0,0,0,19,0,6051,0,0,0,1,1,0.0,0,-111,120,231,43,True,0,0
Fousseni_Diabaté_232,0,0,0,0,0,0,0,0,0,0.0,0,0,232,0,0,185,0,0,0,0.0,10057,0.0,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,0,0,0,13,0,0,0,0,0,0,19,0,2390,0,0,0,1,2,0.0,0,-12,37,49,46,True,0,0
Francisco_Femenía Far_383,0,45,0,0,0,17,0,7,37,17.6,1,0,383,0,0,190,2,2,0,3.7,10208,17.0,0,2018-12-26T19:30:00Z,26 Dec 19:30,0,0,90,0,1,6,0,0,0,0,8,0,19,0,105586,0,1,0,2,1,2.0,1,4749,8940,4191,42,True,0,0
Fraser_Forster_329,0,0,0,0,0,0,0,0,0,0.0,0,0,329,0,0,188,0,0,0,0.0,10154,0.0,0,2018-12-27T19:45:00Z,27 Dec 19:45,0,0,0,0,0,19,0,0,0,0,0,0,19,0,40023,0,0,0,2,1,0.0,0,-469,276,745,43,True,0,0
Frederick_Woodman_553,0,0,0,0,0,0,0,0,0,0.0,0,0,553,0,0,186,0,0,0,0.0,10378,0.0,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,0,0,0,12,0,0,0,0,0,0,19,0,10816,0,0,0,0,4,0.0,0,1372,2072,700,40,False,0,0
Frederico_Rodrigues de Paula Santos_304,0,48,0,0,0,2,0,1,44,4.3,1,0,304,0,0,187,1,0,0,1.2,10129,8.0,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,53,0,0,10,0,0,0,0,8,0,19,0,79810,6,0,0,1,3,0.0,0,-1117,505,1622,55,True,0,1
Gabriel Fernando_de Jesus_281,0,0,0,0,0,0,0,0,0,0.0,0,0,281,0,0,185,0,0,0,0.0,10106,0.0,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,0,0,0,11,0,0,0,0,0,0,19,0,111131,0,0,0,1,2,0.0,0,-13103,4309,17412,101,False,0,0
Gary_Cahill_114,0,0,0,0,0,0,0,0,0,0.0,0,0,114,0,0,190,0,0,0,0.0,9939,0.0,0,2018-12-26T19:30:00Z,26 Dec 19:30,0,0,0,0,0,18,0,0,0,0,0,0,19,0,34012,0,0,0,2,1,0.0,0,-245,156,401,51,False,0,0
Gary_Madine_109,0,0,0,0,0,0,0,0,0,0.0,0,0,109,0,0,183,0,0,0,0.0,9934,0.0,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,0,0,0,7,0,0,0,0,0,0,19,0,64380,0,0,0,0,0,0.0,0,-1421,1749,3170,44,False,0,0
Gaëtan_Bong_51,0,0,0,0,0,0,0,0,0,0.0,0,0,51,0,0,181,0,0,0,0.0,9876,0.0,0,2018-12-26T17:15:00Z,26 Dec 17:15,0,0,0,0,0,1,0,0,0,0,0,0,19,0,9352,0,0,0,1,1,0.0,0,-203,59,262,44,True,0,0
Georges-Kévin_Nkoudou_497,0,0,0,0,0,0,0,0,0,0.0,0,0,497,0,0,189,0,0,0,0.0,10322,0.0,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,0,0,0,2,0,0,0,0,0,0,19,0,1023,0,0,0,0,5,0.0,0,3,30,27,48,True,0,0
Georginio_Wijnaldum_252,0,36,0,0,0,14,1,0,35,3.6,2,0,252,0,0,186,0,0,0,0.8,10077,4.0,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,61,0,0,15,0,0,0,0,3,0,19,0,70153,1,0,0,0,4,0.0,3,-4931,1485,6416,55,True,0,0
Gerard_Deulofeu_394,0,21,0,0,0,6,0,2,16,23.8,0,0,394,0,0,190,1,2,0,3.3,10219,5.4,2,2018-12-26T19:30:00Z,26 Dec 19:30,0,0,81,0,0,6,0,0,0,0,1,0,19,0,65934,2,0,0,2,1,4.0,2,15506,19395,3889,54,True,0,0
Glenn_Murray_62,0,12,0,0,0,-1,0,1,8,1.3,0,0,62,0,0,181,2,1,0,2.7,9887,0.8,0,2018-12-26T17:15:00Z,26 Dec 17:15,0,0,78,0,0,1,0,0,0,0,0,0,19,0,205269,1,0,1,1,1,25.0,1,-44827,4977,49804,65,True,0,1
Grady_Diangana_539,0,23,0,0,0,0,0,1,19,4.7,3,0,539,0,0,188,0,1,0,2.3,10364,6.4,0,2018-12-27T19:45:00Z,27 Dec 19:45,0,0,54,0,0,16,0,0,0,0,2,0,19,0,8118,5,0,1,2,1,12.0,1,-1324,80,1404,45,False,0,0
Granit_Xhaka_17,0,113,0,0,0,18,0,3,109,33.5,0,0,17,0,0,181,0,1,0,5.2,9842,18.8,2,2018-12-26T17:15:00Z,26 Dec 17:15,0,0,90,0,0,3,0,0,0,0,10,0,19,0,164305,0,0,0,1,1,0.0,2,-5825,2617,8442,53,False,0,0
Greg_Cunninghamm_467,0,0,0,0,0,0,0,0,0,0.0,0,0,467,0,0,183,0,0,0,0.0,10292,0.0,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,0,0,0,7,0,0,0,0,0,0,19,0,2711,0,0,0,0,0,0.0,0,23,52,29,42,False,0,0
Greg_Halford_97,0,0,0,0,0,0,0,0,0,0.0,0,0,97,0,0,183,0,0,0,0.0,9922,0.0,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,0,0,0,7,0,0,0,0,0,0,19,0,1702,0,0,0,0,0,0.0,0,-28,8,36,40,False,0,0
Guido_Carrillo_350,0,0,0,0,0,0,0,0,0,0.0,0,0,350,0,0,188,0,0,0,0.0,10175,0.0,0,2018-12-27T19:45:00Z,27 Dec 19:45,0,0,0,0,0,19,0,0,0,0,0,0,19,0,284,0,0,0,2,1,0.0,0,0,6,6,55,True,0,0
Gylfi_Sigurdsson_172,1,30,0,0,2,33,0,1,24,28.8,1,0,172,0,0,182,3,1,1,13.3,9997,52.2,2,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,90,0,0,4,0,0,0,0,2,0,19,0,356290,1,0,0,5,1,52.0,11,-24476,10726,35202,73,False,0,1
Hamza_Choudhury_230,0,16,0,1,0,1,0,1,12,1.1,0,0,230,0,0,185,0,1,0,4.0,10055,5.4,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,62,0,0,13,0,0,0,0,1,0,19,0,6112,2,0,0,1,2,33.0,2,323,535,212,43,True,0,0
Harry_Arter_33,0,0,0,0,0,3,0,0,0,0.0,0,0,33,0,0,183,0,0,0,0.0,9858,0.0,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,1,0,0,7,0,0,0,0,0,0,19,0,11363,0,0,0,0,0,0.0,1,-80,81,161,49,False,0,0
Harry_Kane_372,0,18,1,0,0,37,1,0,14,37.4,3,0,372,0,0,189,0,0,1,11.5,10197,47.6,3,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,76,0,1,2,0,0,0,0,2,0,19,0,1849697,3,0,0,0,5,30.0,6,63512,86836,23324,125,True,0,0
Harry_Maguire_220,0,30,0,0,0,13,0,17,21,3.3,0,0,220,0,0,185,1,1,0,3.6,10045,29.0,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,90,0,0,13,0,0,0,0,1,0,19,0,546690,0,1,1,1,2,4.0,1,94,6115,6021,54,True,0,1
Harry_Winks_368,0,73,0,0,0,9,1,2,71,3.1,0,0,368,0,0,189,1,0,0,1.5,10193,12.0,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,90,0,0,2,0,0,0,0,5,0,19,0,3270,1,0,0,0,5,0.0,2,77,302,225,55,True,0,1
Henrikh_Mkhitaryan_18,0,0,0,0,0,0,0,0,0,0.0,0,0,18,0,0,181,0,0,0,0.0,9843,0.0,0,2018-12-26T17:15:00Z,26 Dec 17:15,0,0,0,0,0,3,0,0,0,0,0,0,19,0,268683,0,0,0,1,1,0.0,0,-40287,246,40533,67,False,0,0
Heung-Min_Son_367,0,28,0,0,1,39,1,1,22,14.6,2,0,367,0,0,189,0,0,2,12.9,10192,68.8,1,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,87,1,0,2,0,0,0,0,4,0,19,0,644894,3,0,0,0,5,46.0,13,190578,214882,24304,86,True,0,1
Heurelho_Gomes_373,0,0,0,0,0,0,0,0,0,0.0,0,0,373,0,0,190,0,0,0,0.0,10198,0.0,0,2018-12-26T19:30:00Z,26 Dec 19:30,0,0,0,0,0,6,0,0,0,0,0,0,19,0,17402,0,0,0,2,1,0.0,0,-120,76,196,43,True,0,0
Hugo_Lloris_351,0,36,0,0,0,33,1,1,29,0.0,0,0,351,0,0,189,0,0,0,3.9,10176,39.4,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,90,0,0,2,0,0,0,0,11,0,19,4,272261,0,0,0,0,5,0.0,7,2769,8693,5924,54,True,0,0
Héctor_Bellerín_4,0,0,0,0,0,0,0,0,0,0.0,0,0,4,0,0,181,0,0,0,0.0,9829,0.0,0,2018-12-26T17:15:00Z,26 Dec 17:15,0,0,0,0,0,3,0,0,0,0,0,0,19,0,440943,0,0,0,1,1,0.0,0,-115459,314,115773,54,False,0,0
Hélder_Costa_435,0,8,0,0,0,1,0,0,7,11.8,1,0,435,0,0,184,0,1,0,1.6,10260,3.2,1,2018-12-26T12:30:00Z,26 Dec 12:30,0,0,27,0,0,9,0,0,0,0,1,0,19,0,26138,3,0,1,1,1,1.0,1,-1063,790,1853,48,False,0,0
Ibrahima_Cissé_521,0,0,0,0,0,0,0,0,0,0.0,0,0,521,0,0,184,0,0,0,0.0,10346,0.0,0,2018-12-26T12:30:00Z,26 Dec 12:30,0,0,0,0,0,20,0,0,0,0,0,0,19,0,4520,0,0,0,1,1,0.0,0,-59,64,123,44,True,0,0
Idrissa_Gueye_168,0,5,0,0,0,-1,0,0,1,0.0,0,0,168,0,0,182,3,0,0,0.0,9993,0.0,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,15,0,0,4,0,0,0,0,1,0,19,0,16578,0,1,0,5,1,0.0,0,-611,28,639,48,False,0,1
Ilkay_Gündogan_274,0,75,0,0,0,14,0,2,68,16.2,0,0,274,0,0,185,1,2,0,2.5,10099,9.0,1,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,90,0,0,11,0,0,0,0,6,0,19,0,156456,1,0,0,1,2,0.0,2,16714,23836,7122,54,False,0,0
Isaac_Hayden_323,0,15,0,0,0,6,0,3,10,1.3,1,0,323,0,0,186,2,4,0,1.5,10148,9.6,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,90,0,0,12,0,0,0,0,3,0,19,0,7631,0,0,1,0,4,4.0,2,-74,88,162,43,False,0,0
Isaac_Mbenza_514,0,13,0,0,0,7,0,1,11,0.6,1,0,514,0,0,187,1,1,0,2.6,10339,0.6,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,61,0,0,14,0,0,0,0,4,0,19,0,1268,1,1,1,1,3,25.0,2,-17,7,24,59,False,0,0
Isaac_Success Ajayi_524,0,1,0,0,0,2,0,0,1,0.3,0,0,524,0,0,190,0,0,0,0.8,10349,0.0,0,2018-12-26T19:30:00Z,26 Dec 19:30,0,0,8,0,0,6,0,0,0,0,1,0,19,0,215868,0,0,1,2,1,10.0,1,-5996,12569,18565,46,True,0,0
Issa_Diop_409,0,44,0,0,0,19,0,8,36,0.7,0,0,409,0,0,188,0,1,0,2.6,10234,21.0,0,2018-12-27T19:45:00Z,27 Dec 19:45,0,0,90,0,0,16,0,0,0,0,6,0,19,0,55481,0,2,1,2,1,4.0,2,-250,2344,2594,43,False,0,0
Ivan_Cavaleiro_434,0,30,0,0,0,12,0,0,25,34.9,1,0,434,0,0,184,0,1,0,5.1,10259,9.8,2,2018-12-26T12:30:00Z,26 Dec 12:30,0,0,45,0,2,9,0,0,0,0,3,0,19,0,6132,1,0,0,1,1,6.0,1,-493,196,689,52,False,0,0
Jack_Cork_82,0,39,0,0,0,14,0,2,28,1.8,1,0,82,0,0,182,0,5,0,2.2,9907,12.2,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,90,0,0,8,0,0,0,0,14,0,19,0,34644,1,1,1,5,1,8.0,2,1684,3761,2077,46,True,0,0
Jack_Simpson_32,0,0,0,0,0,0,0,0,0,0.0,0,0,32,0,0,189,0,0,0,0.0,9857,0.0,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,0,0,0,17,0,0,0,0,0,0,19,0,249244,0,0,0,0,5,0.0,0,4311,7933,3622,38,False,0,0
Jack_Stephens_333,0,0,0,0,0,0,0,0,0,0.0,0,0,333,0,0,188,0,0,0,0.0,10158,0.0,0,2018-12-27T19:45:00Z,27 Dec 19:45,0,0,0,0,0,19,0,0,0,0,0,0,19,0,10656,0,0,0,2,1,0.0,0,-53,230,283,42,True,0,0
Jack_Wilshere_447,0,0,0,0,0,0,0,0,0,0.0,0,0,447,0,0,188,0,0,0,0.0,10272,0.0,0,2018-12-27T19:45:00Z,27 Dec 19:45,0,0,0,0,0,16,0,0,0,0,0,0,19,0,59926,0,0,0,2,1,0.0,0,-1165,16,1181,48,False,0,0
Jacob_Murphy_321,0,3,0,0,0,5,0,1,2,0.2,0,0,321,0,0,186,0,1,0,0.4,10146,3.4,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,9,0,0,12,0,0,0,0,1,0,19,0,2521,0,1,0,0,4,0.0,1,-68,36,104,48,False,0,0
Jairo_Riedewald_144,0,0,0,0,0,0,0,0,0,0.0,0,0,144,0,0,183,0,0,0,0.0,9969,0.0,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,0,0,0,5,0,0,0,0,0,0,19,0,2925,0,0,0,0,0,0.0,0,-3,38,41,44,True,0,0
Jamaal_Lascelles_312,0,19,0,0,0,15,0,16,12,0.0,0,0,312,0,0,186,0,4,0,2.3,10137,23.4,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,90,0,0,12,0,0,0,0,3,0,19,0,191336,0,0,0,0,4,0.0,0,-4560,1266,5826,47,False,0,0
James_Maddison_233,0,29,0,0,0,5,0,0,23,15.9,1,0,233,0,0,185,0,1,0,4.5,10058,5.0,1,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,77,0,0,13,0,0,0,0,2,0,19,0,307547,3,1,2,1,2,24.0,2,-14922,8602,23524,68,True,0,0
James_McArthur_147,0,43,0,0,0,11,1,3,38,25.2,0,0,147,0,0,183,1,0,0,7.0,9972,13.0,2,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,90,0,0,5,0,0,0,0,2,0,19,0,161245,1,0,0,0,0,32.0,3,24131,33094,8963,48,True,0,0
James_McCarthy_166,0,0,0,0,0,0,0,0,0,0.0,0,0,166,0,0,182,0,0,0,0.0,9991,0.0,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,0,0,0,4,0,0,0,0,0,0,19,0,2073,0,0,0,5,1,0.0,0,2,115,113,44,False,0,0
James_Milner_254,0,0,0,0,0,0,0,0,0,0.0,0,0,254,0,0,186,0,0,0,0.0,10079,0.0,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,0,0,0,15,0,0,0,0,0,0,19,0,233362,0,0,0,0,4,0.0,0,-4892,9327,14219,56,True,0,0
James_Tarkowski_72,1,48,0,1,0,14,0,6,36,2.1,0,0,72,0,1,182,1,5,0,6.1,9897,13.8,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,90,0,0,8,0,0,0,0,2,0,19,0,252464,2,1,1,5,1,45.0,3,971,6438,5467,47,True,0,0
James_Tomkins_138,0,57,0,0,0,21,1,4,43,0.3,0,0,138,0,0,183,1,0,0,3.5,9963,8.2,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,90,0,0,5,0,0,0,0,3,0,19,0,151111,0,0,1,0,0,26.0,6,880,3682,2802,43,True,0,0
James_Ward-Prowse_338,0,0,0,0,0,0,0,0,0,0.0,0,0,338,0,0,188,0,0,0,0.0,10163,0.0,0,2018-12-27T19:45:00Z,27 Dec 19:45,0,0,0,0,0,19,0,0,0,0,0,0,19,0,9320,0,0,0,2,1,0.0,0,-166,25,191,50,True,0,0
Jamie_Sterry_530,0,0,0,0,0,0,0,0,0,0.0,0,0,530,0,0,186,0,0,0,0.0,10355,0.0,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,0,0,0,12,0,0,0,0,0,0,19,0,4396,0,0,0,0,4,0.0,0,-34,130,164,40,False,0,0
Jamie_Vardy_234,1,10,1,1,0,10,0,1,4,16.3,0,0,234,0,0,185,2,1,0,7.8,10059,20.4,1,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,87,1,1,13,0,0,0,0,1,0,19,0,183164,1,0,0,1,2,41.0,4,6369,10593,4224,88,True,0,1
Jannik_Vestergaard_463,0,40,0,0,0,19,0,11,32,0.3,1,0,463,0,0,188,1,2,0,2.4,10288,23.2,0,2018-12-27T19:45:00Z,27 Dec 19:45,0,0,90,0,0,19,0,0,0,0,10,0,19,0,14770,1,1,0,2,1,0.0,1,41,395,354,46,True,0,0
Jan_Bednarek_335,0,37,0,0,0,8,0,9,27,0.3,0,0,335,0,0,188,2,2,0,1.5,10160,14.2,0,2018-12-27T19:45:00Z,27 Dec 19:45,0,0,90,0,0,19,0,0,0,0,6,0,19,0,259184,1,0,0,2,1,0.0,0,18132,22994,4862,39,True,0,1
Jan_Vertonghen_355,0,0,0,0,0,0,0,0,0,0.0,0,0,355,0,0,189,0,0,0,0.0,10180,0.0,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,0,0,0,2,0,0,0,0,0,0,19,0,246036,0,0,0,0,5,0.0,0,-7304,55,7359,59,True,0,0
Jaroslaw_Jach_442,0,0,0,0,0,0,0,0,0,0.0,0,0,442,0,0,183,0,0,0,0.0,10267,0.0,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,0,0,0,5,0,0,0,0,0,0,19,0,2407,0,0,0,0,0,0.0,0,-33,15,48,40,True,0,0
Jason_Puncheon_146,0,0,0,0,0,0,0,0,0,0.0,0,0,146,0,0,183,0,0,0,0.0,9971,0.0,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,0,0,0,5,0,0,0,0,0,0,19,0,38251,0,0,0,0,0,0.0,0,-779,499,1278,43,True,0,0
Jason_Steele_439,0,0,0,0,0,0,0,0,0,0.0,0,0,439,0,0,181,0,0,0,0.0,10264,0.0,0,2018-12-26T17:15:00Z,26 Dec 17:15,0,0,0,0,0,1,0,0,0,0,0,0,19,0,84694,0,0,0,1,1,0.0,0,408,1215,807,40,True,0,0
Javier_Hernández Balcázar_419,0,0,0,0,0,0,0,0,0,0.0,0,0,419,0,0,188,0,0,0,0.0,10244,0.0,0,2018-12-27T19:45:00Z,27 Dec 19:45,0,0,0,0,0,16,0,0,0,0,0,0,19,0,342014,0,0,0,2,1,0.0,0,-123011,13407,136418,64,False,0,0
Javier_Manquillo_315,0,0,0,0,0,0,0,0,0,0.0,0,0,315,0,0,186,0,0,0,0.0,10140,0.0,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,0,0,0,12,0,0,0,0,0,0,19,0,23069,0,0,0,0,4,0.0,0,6987,9413,2426,43,False,0,0
Jean Michael_Seri_456,0,33,0,0,0,14,1,0,31,2.3,1,0,456,0,0,184,1,0,0,0.8,10281,6.0,0,2018-12-26T12:30:00Z,26 Dec 12:30,0,0,81,0,0,20,0,0,0,0,5,0,19,0,108611,1,1,0,1,1,0.0,3,-5057,654,5711,51,True,0,0
Jefferson_Lerma_494,0,56,1,0,0,13,0,3,51,26.3,0,0,494,0,0,189,1,5,0,4.0,10319,13.8,2,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,90,0,0,17,0,0,0,0,8,0,19,0,24084,3,0,0,0,5,0.0,1,-1246,728,1974,45,False,0,1
Jeffrey_Schlupp_141,0,0,0,0,0,0,0,0,0,0.0,0,0,141,0,0,183,0,0,0,0.0,9966,0.0,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,0,0,0,5,0,0,0,0,0,0,19,0,136693,0,0,0,0,0,0.0,0,16126,18258,2132,44,True,0,0
Jeff_Hendrick_78,0,29,1,0,0,12,0,0,23,17.4,1,0,78,0,0,182,0,3,0,2.6,9903,7.0,1,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,62,0,1,8,0,0,0,0,5,0,19,0,8039,1,0,0,5,1,2.0,2,-113,48,161,53,True,0,0
Jermain_Defoe_46,0,0,0,0,0,0,0,0,0,0.0,0,0,46,0,0,189,0,0,0,0.0,9871,0.0,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,0,0,0,17,0,0,0,0,0,0,19,0,25596,0,0,0,0,5,0.0,0,-343,178,521,56,False,0,0
