assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0.0,215,0.00,0.00,0.00,0.00,195,0,0,0.0,0.0,2023-12-30T12:30:00Z,0,12,0,0,0,0,20,0,2815,0,3,2,0.0,0,-36,0,36,40,False,0
0,0,0,0,0.0,215,0.00,0.00,0.00,0.00,206,0,0,0.0,0.0,2024-01-13T12:30:00Z,0,10,0,0,0,0,21,0,2741,0,0,1,0.0,0,-71,0,71,40,True,0
0,0,0,0,0.0,215,0.00,0.00,0.00,0.00,219,0,0,0.0,0.0,2024-01-31T20:15:00Z,0,11,0,0,0,0,22,0,2708,0,1,4,0.0,0,-35,0,35,40,False,0
0,0,0,0,0.0,215,0.00,0.00,0.00,0.00,226,0,0,0.0,0.0,2024-02-04T14:00:00Z,0,20,0,0,0,0,23,0,2698,0,4,2,0.0,0,-13,0,13,40,True,0
0,0,0,0,0.0,215,0.00,0.00,0.00,0.00,232,0,0,0.0,0.0,2024-02-12T20:00:00Z,0,8,0,0,0,0,24,0,2683,0,3,1,0.0,0,-13,0,13,40,False,0
0,0,0,0,0.0,215,0.00,0.00,0.00,0.00,246,0,0,0.0,0.0,2024-02-17T17:30:00Z,0,13,0,0,0,0,25,0,2647,0,1,1,0.0,0,-32,0,32,40,False,0
0,0,0,0,0.0,215,0.00,0.00,0.00,0.00,261,0,0,0.0,0.0,2024-03-02T15:00:00Z,0,4,0,0,0,0,27,0,2621,0,2,2,0.0,0,-15,0,15,40,False,0
0,0,0,0,0.0,215,0.00,0.00,0.00,0.00,275,0,0,0.0,0.0,2024-03-11T20:00:00Z,0,15,0,0,0,0,28,0,2589,0,2,3,0.0,0,-31,0,31,40,True,0
0,0,0,0,0.0,215,0.00,0.00,0.00,0.00,294,0,0,0.0,0.0,2024-03-30T15:00:00Z,0,6,0,0,0,0,30,0,2566,0,2,2,0.0,0,-16,0,16,40,True,0
0,0,0,0,0.0,215,0.00,0.00,0.00,0.00,307,0,0,0.0,0.0,2024-04-04T19:15:00Z,0,14,0,0,0,0,31,0,2556,0,3,4,0.0,0,-10,0,10,40,True,0
0,0,0,0,0.0,215,0.00,0.00,0.00,0.00,318,0,0,0.0,0.0,2024-04-07T16:30:00Z,0,17,0,0,0,0,32,0,2539,0,2,2,0.0,0,-17,0,17,40,False,0
0,0,0,0,0.0,215,0.00,0.00,0.00,0.00,325,0,0,0.0,0.0,2024-04-15T19:00:00Z,0,9,0,0,0,0,33,0,2528,0,0,6,0.0,0,-11,0,11,40,True,0
0,0,0,0,0.0,215,0.00,0.00,0.00,0.00,281,0,0,0.0,0.0,2024-04-23T19:00:00Z,0,1,0,0,0,0,34,0,2507,0,0,5,0.0,0,-15,0,15,40,False,0
0,0,0,0,0.0,215,0.00,0.00,0.00,0.00,341,0,0,0.0,0.0,2024-04-27T19:00:00Z,0,2,0,0,0,0,35,0,2498,0,2,2,0.0,0,-14,0,14,40,False,0
0,0,0,0,0.0,215,0.00,0.00,0.00,0.00,255,0,0,0.0,0.0,2024-05-02T18:30:00Z,0,18,0,0,0,0,35,0,2498,0,0,2,0.0,0,-14,0,14,40,True,0
0,0,0,0,0.0,215,0.00,0.00,0.00,0.00,355,0,0,0.0,0.0,2024-05-05T13:00:00Z,0,19,0,0,0,0,36,0,2495,0,0,5,0.0,0,-3,0,3,40,True,0
0,0,0,0,0.0,215,0.00,0.00,0.00,0.00,367,0,0,0.0,0.0,2024-05-11T16:30:00Z,0,16,0,0,0,0,37,0,2480,0,3,2,0.0,0,-11,0,11,40,False,0
0,0,0,0,0.0,215,0.00,0.00,0.00,0.00,332,0,0,0.0,0.0,2024-05-15T18:45:00Z,0,5,0,0,0,0,37,0,2480,0,2,1,0.0,0,-11,0,11,40,False,0
0,0,0,0,0.0,215,0.00,0.00,0.00,0.00,375,0,0,0.0,0.0,2024-05-19T15:00:00Z,0,3,0,0,0,0,38,0,2453,0,1,2,0.0,0,-28,0,28,40,True,0
