h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,0.246037,1.07072,0.246037,1.07072,"{'att': 308, 'def': 21}","{'att': 76, 'def': 19}",1,6,0,1,0.5145,l,2022-03-13 14:00:00,0,0,1,0,-0.8246829999999998
a,0.75803,0.708809,0.75803,0.708809,"{'att': 122, 'def': 17}","{'att': 234, 'def': 22}",10,4,0,1,1.3339,l,2022-03-17 19:45:00,0,0,1,0,0.04922099999999996
a,0.538152,3.6081,0.538152,3.6081,"{'att': 407, 'def': 15}","{'att': 215, 'def': 16}",2,7,1,5,0.0733,l,2022-04-03 15:30:00,0,0,1,0,-3.069948
h,1.43878,0.306867,0.677611,0.306867,"{'att': 340, 'def': 12}","{'att': 227, 'def': 22}",5,1,1,0,2.4613,w,2022-04-08 19:00:00,1,0,0,3,0.37074399999999996
h,2.54294,0.541084,2.54294,0.541084,"{'att': 353, 'def': 28}","{'att': 97, 'def': 29}",4,7,2,1,2.7671,w,2022-04-17 13:15:00,1,0,0,3,2.001856
h,0.767855,0.432788,0.767855,0.432788,"{'att': 382, 'def': 27}","{'att': 178, 'def': 33}",5,4,1,0,1.6306,w,2022-04-20 18:45:00,1,0,0,3,0.33506699999999995
a,1.87558,0.657661,1.87558,0.657661,"{'att': 213, 'def': 21}","{'att': 304, 'def': 27}",8,6,3,0,2.3538,w,2022-04-23 14:00:00,1,0,0,3,1.217919
h,0.115353,2.73435,0.115353,2.73435,"{'att': 320, 'def': 22}","{'att': 110, 'def': 30}",1,10,0,1,0.028,l,2022-04-30 11:30:00,0,0,1,0,-2.6189970000000002
a,0.995099,4.05613,0.995099,4.05613,"{'att': 392, 'def': 14}","{'att': 142, 'def': 17}",3,17,0,5,0.0839,l,2022-05-08 15:30:00,0,0,1,0,-3.061031
h,1.68299,0.492454,1.68299,0.492454,"{'att': 167, 'def': 23}","{'att': 156, 'def': 14}",9,5,2,0,2.3302,w,2022-05-16 19:00:00,1,0,0,3,1.190536
a,1.74291,1.49164,0.981739,1.49164,"{'att': 142, 'def': 19}","{'att': 168, 'def': 8}",4,6,2,1,1.5748,w,2022-05-22 15:00:00,1,0,0,3,-0.509901
