code,event,finished,finished_provisional,id,kickoff_time,minutes,provisional_start_time,started,team_a,team_a_score,team_h,team_h_score,stats,team_h_difficulty,team_a_difficulty,pulse_id
2367572,4.0,True,True,35,2023-09-02T14:00:00Z,90,False,True,16,1.0,7,0.0,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 378}], 'h': []}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 437}], 'h': []}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 23}, {'value': 1, 'element': 28}, {'value': 1, 'element': 470}, {'value': 1, 'element': 604}], 'h': [{'value': 1, 'element': 195}, {'value': 1, 'element': 202}, {'value': 1, 'element': 211}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 2, 'element': 28}], 'h': [{'value': 2, 'element': 145}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 439}, {'value': 3, 'element': 469}, {'value': 1, 'element': 378}, {'value': 1, 'element': 455}], 'h': []}, {'identifier': 'bps', 'a': [{'value': 25, 'element': 439}, {'value': 25, 'element': 469}, {'value': 24, 'element': 378}, {'value': 24, 'element': 455}, {'value': 22, 'element': 28}, {'value': 16, 'element': 436}, {'value': 15, 'element': 437}, {'value': 13, 'element': 604}, {'value': 7, 'element': 447}, {'value': 6, 'element': 451}, {'value': 4, 'element': 23}, {'value': 4, 'element': 470}, {'value': 3, 'element': 442}, {'value': 3, 'element': 468}, {'value': 3, 'element': 679}, {'value': 2, 'element': 453}], 'h': [{'value': 18, 'element': 217}, {'value': 14, 'element': 145}, {'value': 14, 'element': 199}, {'value': 13, 'element': 203}, {'value': 13, 'element': 611}, {'value': 12, 'element': 197}, {'value': 11, 'element': 126}, {'value': 9, 'element': 216}, {'value': 8, 'element': 202}, {'value': 7, 'element': 362}, {'value': 6, 'element': 195}, {'value': 3, 'element': 609}, {'value': 2, 'element': 210}, {'value': 1, 'element': 208}, {'value': -3, 'element': 211}]}]",2,3,93355
2367576,4.0,True,True,39,2023-09-02T14:00:00Z,90,False,True,10,1.0,13,5.0,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 281}], 'h': [{'value': 3, 'element': 355}, {'value': 1, 'element': 342}, {'value': 1, 'element': 343}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 270}], 'h': [{'value': 2, 'element': 343}, {'value': 1, 'element': 353}, {'value': 1, 'element': 355}, {'value': 1, 'element': 366}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 267}, {'value': 1, 'element': 270}, {'value': 1, 'element': 271}, {'value': 1, 'element': 283}], 'h': [{'value': 1, 'element': 344}, {'value': 1, 'element': 365}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [], 'h': [{'value': 3, 'element': 352}]}, {'identifier': 'bonus', 'a': [{'value': 1, 'element': 281}], 'h': [{'value': 3, 'element': 355}, {'value': 2, 'element': 343}]}, {'identifier': 'bps', 'a': [{'value': 28, 'element': 281}, {'value': 14, 'element': 282}, {'value': 13, 'element': 558}, {'value': 11, 'element': 270}, {'value': 10, 'element': 275}, {'value': 8, 'element': 283}, {'value': 6, 'element': 271}, {'value': 5, 'element': 285}, {'value': 4, 'element': 288}, {'value': 3, 'element': 268}, {'value': 3, 'element': 662}, {'value': 3, 'element': 688}, {'value': 2, 'element': 591}, {'value': 2, 'element': 683}, {'value': 1, 'element': 267}], 'h': [{'value': 90, 'element': 355}, {'value': 51, 'element': 343}, {'value': 27, 'element': 342}, {'value': 21, 'element': 353}, {'value': 18, 'element': 341}, {'value': 17, 'element': 352}, {'value': 17, 'element': 356}, {'value': 15, 'element': 366}, {'value': 14, 'element': 369}, {'value': 12, 'element': 350}, {'value': 9, 'element': 678}, {'value': 7, 'element': 365}, {'value': 6, 'element': 364}, {'value': 5, 'element': 345}, {'value': 2, 'element': 358}, {'value': -1, 'element': 344}]}]",2,5,93359
2367570,4.0,True,True,33,2023-09-02T16:30:00Z,90,False,True,15,1.0,5,3.0,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 433}], 'h': [{'value': 3, 'element': 132}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 421}], 'h': [{'value': 2, 'element': 133}, {'value': 1, 'element': 143}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 407}, {'value': 1, 'element': 412}, {'value': 1, 'element': 427}, {'value': 1, 'element': 428}], 'h': [{'value': 1, 'element': 128}, {'value': 1, 'element': 138}, {'value': 1, 'element': 139}, {'value': 1, 'element': 142}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 4, 'element': 424}], 'h': [{'value': 2, 'element': 152}]}, {'identifier': 'bonus', 'a': [{'value': 1, 'element': 433}], 'h': [{'value': 3, 'element': 132}, {'value': 2, 'element': 133}]}, {'identifier': 'bps', 'a': [{'value': 27, 'element': 433}, {'value': 17, 'element': 421}, {'value': 14, 'element': 406}, {'value': 13, 'element': 424}, {'value': 12, 'element': 430}, {'value': 11, 'element': 427}, {'value': 9, 'element': 428}, {'value': 7, 'element': 415}, {'value': 7, 'element': 429}, {'value': 6, 'element': 416}, {'value': 5, 'element': 402}, {'value': 4, 'element': 407}, {'value': 4, 'element': 412}, {'value': 3, 'element': 403}, {'value': 3, 'element': 603}, {'value': 2, 'element': 419}], 'h': [{'value': 81, 'element': 132}, {'value': 31, 'element': 133}, {'value': 17, 'element': 150}, {'value': 17, 'element': 152}, {'value': 14, 'element': 129}, {'value': 14, 'element': 143}, {'value': 12, 'element': 131}, {'value': 12, 'element': 151}, {'value': 9, 'element': 134}, {'value': 5, 'element': 135}, {'value': 3, 'element': 122}, {'value': 2, 'element': 140}, {'value': 1, 'element': 142}, {'value': -1, 'element': 128}, {'value': -2, 'element': 138}]}]",4,3,93353
2367573,4.0,True,True,36,2023-09-03T13:00:00Z,90,False,True,20,2.0,8,3.0,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 557}, {'value': 1, 'element': 590}], 'h': [{'value': 2, 'element': 225}, {'value': 1, 'element': 226}]}, {'identifier': 'assists', 'a': [{'value': 2, 'element': 567}], 'h': [{'value': 2, 'element': 232}, {'value': 1, 'element': 234}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 545}, {'value': 1, 'element': 559}, {'value': 1, 'element': 572}], 'h': [{'value': 1, 'element': 242}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 7, 'element': 569}], 'h': [{'value': 2, 'element': 230}]}, {'identifier': 'bonus', 'a': [{'value': 2, 'element': 567}], 'h': [{'value': 3, 'element': 225}, {'value': 1, 'element': 226}]}, {'identifier': 'bps', 'a': [{'value': 43, 'element': 567}, {'value': 29, 'element': 590}, {'value': 25, 'element': 557}, {'value': 24, 'element': 565}, {'value': 23, 'element': 569}, {'value': 13, 'element': 563}, {'value': 12, 'element': 551}, {'value': 9, 'element': 559}, {'value': 8, 'element': 572}, {'value': 5, 'element': 545}, {'value': 5, 'element': 570}, {'value': 4, 'element': 562}, {'value': 3, 'element': 548}, {'value': 2, 'element': 574}, {'value': 1, 'element': 552}], 'h': [{'value': 50, 'element': 225}, {'value': 33, 'element': 226}, {'value': 24, 'element': 232}, {'value': 24, 'element': 234}, {'value': 21, 'element': 223}, {'value': 16, 'element': 231}, {'value': 15, 'element': 220}, {'value': 12, 'element': 230}, {'value': 10, 'element': 228}, {'value': 7, 'element': 242}, {'value': 5, 'element': 240}, {'value': 3, 'element': 229}, {'value': 2, 'element': 221}]}]",2,2,93356
2367574,4.0,True,True,37,2023-09-03T13:00:00Z,90,False,True,2,0.0,11,3.0,"[{'identifier': 'goals_scored', 'a': [], 'h': [{'value': 1, 'element': 308}, {'value': 1, 'element': 309}]}, {'identifier': 'assists', 'a': [], 'h': [{'value': 2, 'element': 293}, {'value': 1, 'element': 290}]}, {'identifier': 'own_goals', 'a': [{'value': 1, 'element': 36}], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 47}], 'h': []}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 2, 'element': 49}], 'h': [{'value': 3, 'element': 291}]}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 290}, {'value': 2, 'element': 309}, {'value': 1, 'element': 291}]}, {'identifier': 'bps', 'a': [{'value': 19, 'element': 43}, {'value': 17, 'element': 42}, {'value': 16, 'element': 48}, {'value': 16, 'element': 49}, {'value': 12, 'element': 47}, {'value': 12, 'element': 584}, {'value': 7, 'element': 34}, {'value': 7, 'element': 50}, {'value': 5, 'element': 599}, {'value': 4, 'element': 672}, {'value': 3, 'element': 41}, {'value': 3, 'element': 58}, {'value': 2, 'element': 60}, {'value': -1, 'element': 44}], 'h': [{'value': 42, 'element': 290}, {'value': 33, 'element': 309}, {'value': 32, 'element': 291}, {'value': 26, 'element': 307}, {'value': 26, 'element': 308}, {'value': 24, 'element': 298}, {'value': 24, 'element': 305}, {'value': 16, 'element': 293}, {'value': 14, 'element': 304}, {'value': 11, 'element': 300}, {'value': 4, 'element': 294}, {'value': 4, 'element': 295}, {'value': 3, 'element': 303}, {'value': 3, 'element': 626}, {'value': 3, 'element': 668}, {'value': 1, 'element': 297}]}]",3,4,93357
2367568,4.0,True,True,31,2023-09-03T15:30:00Z,90,False,True,14,1.0,1,3.0,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 396}], 'h': [{'value': 1, 'element': 8}, {'value': 1, 'element': 14}, {'value': 1, 'element': 540}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 379}], 'h': [{'value': 1, 'element': 4}, {'value': 1, 'element': 12}, {'value': 1, 'element': 19}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 386}, {'value': 1, 'element': 391}, {'value': 1, 'element': 597}], 'h': [{'value': 1, 'element': 8}, {'value': 1, 'element': 19}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 2, 'element': 597}], 'h': [{'value': 1, 'element': 17}]}, {'identifier': 'bonus', 'a': [{'value': 2, 'element': 379}], 'h': [{'value': 3, 'element': 540}, {'value': 2, 'element': 8}]}, {'identifier': 'bps', 'a': [{'value': 25, 'element': 379}, {'value': 20, 'element': 396}, {'value': 15, 'element': 401}, {'value': 14, 'element': 373}, {'value': 13, 'element': 376}, {'value': 13, 'element': 391}, {'value': 12, 'element': 377}, {'value': 10, 'element': 597}, {'value': 9, 'element': 386}, {'value': 7, 'element': 372}, {'value': 6, 'element': 390}, {'value': 4, 'element': 703}, {'value': 3, 'element': 387}, {'value': 2, 'element': 617}], 'h': [{'value': 31, 'element': 540}, {'value': 25, 'element': 8}, {'value': 24, 'element': 14}, {'value': 22, 'element': 19}, {'value': 20, 'element': 12}, {'value': 19, 'element': 29}, {'value': 17, 'element': 20}, {'value': 16, 'element': 5}, {'value': 15, 'element': 4}, {'value': 15, 'element': 31}, {'value': 10, 'element': 17}, {'value': 8, 'element': 13}, {'value': 5, 'element': 6}, {'value': 4, 'element': 578}, {'value': 3, 'element': 9}, {'value': 3, 'element': 25}]}]",3,4,93351
2367587,5.0,True,True,50,2023-09-16T11:30:00Z,90,False,True,11,3.0,20,1.0,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 297}, {'value': 1, 'element': 307}], 'h': [{'value': 1, 'element': 557}]}, {'identifier': 'assists', 'a': [{'value': 2, 'element': 308}, {'value': 1, 'element': 295}], 'h': [{'value': 1, 'element': 567}]}, {'identifier': 'own_goals', 'a': [], 'h': [{'value': 1, 'element': 548}]}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 295}, {'value': 1, 'element': 300}, {'value': 1, 'element': 304}], 'h': [{'value': 1, 'element': 572}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 1, 'element': 291}], 'h': [{'value': 3, 'element': 569}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 307}, {'value': 2, 'element': 308}, {'value': 1, 'element': 297}], 'h': []}, {'identifier': 'bps', 'a': [{'value': 36, 'element': 307}, {'value': 35, 'element': 308}, {'value': 24, 'element': 297}, {'value': 22, 'element': 626}, {'value': 21, 'element': 305}, {'value': 16, 'element': 298}, {'value': 15, 'element': 309}, {'value': 14, 'element': 291}, {'value': 13, 'element': 295}, {'value': 12, 'element': 300}, {'value': 9, 'element': 302}, {'value': 6, 'element': 294}, {'value': 3, 'element': 303}, {'value': 2, 'element': 304}, {'value': 2, 'element': 708}, {'value': -2, 'element': 293}], 'h': [{'value': 22, 'element': 567}, {'value': 20, 'element': 559}, {'value': 19, 'element': 557}, {'value': 18, 'element': 572}, {'value': 15, 'element': 569}, {'value': 14, 'element': 565}, {'value': 12, 'element': 545}, {'value': 12, 'element': 563}, {'value': 11, 'element': 551}, {'value': 8, 'element': 590}, {'value': 6, 'element': 715}, {'value': 4, 'element': 598}, {'value': 3, 'element': 351}, {'value': 2, 'element': 552}, {'value': 2, 'element': 574}, {'value': -5, 'element': 548}]}]",4,2,93370
2367579,5.0,True,True,41,2023-09-16T14:00:00Z,90,False,True,8,1.0,2,3.0,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 225}], 'h': [{'value': 1, 'element': 34}, {'value': 1, 'element': 43}, {'value': 1, 'element': 44}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 232}], 'h': [{'value': 1, 'element': 42}, {'value': 1, 'element': 60}, {'value': 1, 'element': 599}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 226}, {'value': 1, 'element': 229}, {'value': 1, 'element': 242}], 'h': [{'value': 1, 'element': 34}, {'value': 1, 'element': 36}, {'value': 1, 'element': 44}, {'value': 1, 'element': 50}, {'value': 1, 'element': 672}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 2, 'element': 230}], 'h': [{'value': 2, 'element': 49}]}, {'identifier': 'bonus', 'a': [{'value': 2, 'element': 225}], 'h': [{'value': 3, 'element': 43}, {'value': 1, 'element': 44}]}, {'identifier': 'bps', 'a': [{'value': 30, 'element': 225}, {'value': 22, 'element': 223}, {'value': 16, 'element': 220}, {'value': 14, 'element': 234}, {'value': 13, 'element': 230}, {'value': 13, 'element': 232}, {'value': 12, 'element': 229}, {'value': 10, 'element': 240}, {'value': 7, 'element': 238}, {'value': 3, 'element': 219}, {'value': 3, 'element': 221}, {'value': 3, 'element': 226}, {'value': 3, 'element': 657}, {'value': 2, 'element': 242}], 'h': [{'value': 41, 'element': 43}, {'value': 23, 'element': 44}, {'value': 21, 'element': 599}, {'value': 19, 'element': 34}, {'value': 19, 'element': 42}, {'value': 16, 'element': 584}, {'value': 15, 'element': 48}, {'value': 13, 'element': 49}, {'value': 9, 'element': 60}, {'value': 7, 'element': 47}, {'value': 6, 'element': 36}, {'value': 6, 'element': 50}, {'value': 3, 'element': 40}, {'value': 3, 'element': 58}, {'value': -3, 'element': 672}]}]",2,3,93361
2367581,5.0,True,True,44,2023-09-16T14:00:00Z,90,False,True,12,0.0,10,1.0,"[{'identifier': 'goals_scored', 'a': [], 'h': [{'value': 1, 'element': 287}]}, {'identifier': 'assists', 'a': [], 'h': [{'value': 1, 'element': 591}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 586}, {'value': 1, 'element': 614}], 'h': [{'value': 1, 'element': 271}, {'value': 1, 'element': 688}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 1, 'element': 614}], 'h': [{'value': 2, 'element': 275}]}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 688}, {'value': 2, 'element': 281}, {'value': 2, 'element': 287}]}, {'identifier': 'bps', 'a': [{'value': 19, 'element': 52}, {'value': 17, 'element': 602}, {'value': 13, 'element': 315}, {'value': 12, 'element': 631}, {'value': 11, 'element': 318}, {'value': 6, 'element': 575}, {'value': 6, 'element': 614}, {'value': 4, 'element': 21}, {'value': 4, 'element': 314}, {'value': 4, 'element': 316}, {'value': 3, 'element': 328}, {'value': 3, 'element': 582}, {'value': 2, 'element': 321}, {'value': 2, 'element': 340}, {'value': 2, 'element': 586}], 'h': [{'value': 34, 'element': 688}, {'value': 28, 'element': 281}, {'value': 28, 'element': 287}, {'value': 23, 'element': 271}, {'value': 22, 'element': 275}, {'value': 22, 'element': 285}, {'value': 22, 'element': 591}, {'value': 14, 'element': 267}, {'value': 13, 'element': 282}, {'value': 11, 'element': 288}, {'value': 9, 'element': 280}, {'value': 6, 'element': 256}, {'value': 4, 'element': 270}, {'value': 4, 'element': 558}, {'value': 3, 'element': 268}, {'value': 3, 'element': 610}]}]",2,2,93364
2367582,5.0,True,True,45,2023-09-16T14:00:00Z,90,False,True,5,3.0,14,1.0,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 134}, {'value': 1, 'element': 135}, {'value': 1, 'element': 154}], 'h': [{'value': 1, 'element': 383}]}, {'identifier': 'assists', 'a': [{'value': 2, 'element': 139}, {'value': 1, 'element': 122}], 'h': [{'value': 1, 'element': 391}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 139}, {'value': 1, 'element': 150}], 'h': [{'value': 1, 'element': 373}, {'value': 1, 'element': 383}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 3, 'element': 148}], 'h': [{'value': 5, 'element': 597}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 134}, {'value': 2, 'element': 135}, {'value': 1, 'element': 154}], 'h': []}, {'identifier': 'bps', 'a': [{'value': 34, 'element': 134}, {'value': 33, 'element': 135}, {'value': 31, 'element': 154}, {'value': 29, 'element': 139}, {'value': 22, 'element': 151}, {'value': 21, 'element': 122}, {'value': 20, 'element': 148}, {'value': 17, 'element': 129}, {'value': 13, 'element': 150}, {'value': 12, 'element': 128}, {'value': 7, 'element': 138}, {'value': 6, 'element': 133}, {'value': 2, 'element': 142}, {'value': 1, 'element': 132}, {'value': -1, 'element': 143}], 'h': [{'value': 24, 'element': 391}, {'value': 19, 'element': 383}, {'value': 18, 'element': 597}, {'value': 17, 'element': 377}, {'value': 16, 'element': 386}, {'value': 13, 'element': 379}, {'value': 13, 'element': 508}, {'value': 12, 'element': 376}, {'value': 8, 'element': 373}, {'value': 8, 'element': 396}, {'value': 7, 'element': 392}, {'value': 6, 'element': 390}, {'value': 5, 'element': 394}, {'value': 5, 'element': 401}, {'value': 3, 'element': 617}]}]",3,4,93365
2367585,5.0,True,True,48,2023-09-16T14:00:00Z,90,False,True,17,1.0,18,2.0,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 663}], 'h': [{'value': 1, 'element': 501}, {'value': 1, 'element': 509}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 576}], 'h': [{'value': 1, 'element': 507}, {'value': 1, 'element': 509}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 33}, {'value': 1, 'element': 474}, {'value': 1, 'element': 482}, {'value': 1, 'element': 576}, {'value': 1, 'element': 666}], 'h': [{'value': 1, 'element': 493}, {'value': 1, 'element': 504}, {'value': 1, 'element': 507}, {'value': 1, 'element': 509}, {'value': 1, 'element': 583}, {'value': 1, 'element': 639}]}, {'identifier': 'red_cards', 'a': [{'value': 1, 'element': 485}], 'h': []}, {'identifier': 'saves', 'a': [{'value': 8, 'element': 482}], 'h': [{'value': 4, 'element': 520}]}, {'identifier': 'bonus', 'a': [{'value': 2, 'element': 663}, {'value': 1, 'element': 482}], 'h': [{'value': 3, 'element': 501}]}, {'identifier': 'bps', 'a': [{'value': 31, 'element': 663}, {'value': 26, 'element': 482}, {'value': 18, 'element': 476}, {'value': 18, 'element': 576}, {'value': 14, 'element': 638}, {'value': 8, 'element': 693}, {'value': 7, 'element': 360}, {'value': 7, 'element': 471}, {'value': 6, 'element': 27}, {'value': 3, 'element': 474}, {'value': 3, 'element': 488}, {'value': 1, 'element': 666}, {'value': -2, 'element': 33}, {'value': -8, 'element': 485}], 'h': [{'value': 41, 'element': 501}, {'value': 24, 'element': 509}, {'value': 17, 'element': 506}, {'value': 17, 'element': 520}, {'value': 16, 'element': 511}, {'value': 16, 'element': 519}, {'value': 13, 'element': 507}, {'value': 12, 'element': 493}, {'value': 12, 'element': 504}, {'value': 11, 'element': 513}, {'value': 7, 'element': 639}, {'value': 3, 'element': 499}, {'value': 2, 'element': 497}, {'value': 2, 'element': 516}, {'value': 1, 'element': 450}, {'value': 1, 'element': 583}]}]",2,3,93368
2367586,5.0,True,True,49,2023-09-16T14:00:00Z,90,False,True,13,3.0,19,1.0,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 344}, {'value': 1, 'element': 355}, {'value': 1, 'element': 678}], 'h': [{'value': 1, 'element': 664}]}, {'identifier': 'assists', 'a': [{'value': 2, 'element': 343}, {'value': 1, 'element': 344}], 'h': [{'value': 1, 'element': 528}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 365}, {'value': 1, 'element': 616}], 'h': [{'value': 1, 'element': 539}, {'value': 1, 'element': 542}, {'value': 1, 'element': 642}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 2, 'element': 352}], 'h': [{'value': 10, 'element': 524}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 344}, {'value': 2, 'element': 678}, {'value': 1, 'element': 343}], 'h': []}, {'identifier': 'bps', 'a': [{'value': 49, 'element': 344}, {'value': 38, 'element': 678}, {'value': 37, 'element': 343}, {'value': 20, 'element': 369}, {'value': 17, 'element': 365}, {'value': 16, 'element': 341}, {'value': 15, 'element': 355}, {'value': 15, 'element': 616}, {'value': 12, 'element': 352}, {'value': 11, 'element': 350}, {'value': 11, 'element': 353}, {'value': 3, 'element': 342}, {'value': 3, 'element': 345}, {'value': 3, 'element': 358}, {'value': 2, 'element': 366}, {'value': 2, 'element': 566}], 'h': [{'value': 29, 'element': 524}, {'value': 29, 'element': 528}, {'value': 26, 'element': 664}, {'value': 12, 'element': 522}, {'value': 11, 'element': 532}, {'value': 11, 'element': 544}, {'value': 10, 'element': 539}, {'value': 10, 'element': 542}, {'value': 7, 'element': 523}, {'value': 7, 'element': 689}, {'value': 5, 'element': 526}, {'value': 3, 'element': 525}, {'value': 3, 'element': 535}, {'value': 3, 'element': 537}, {'value': 3, 'element': 642}]}]",5,3,93369
2367583,5.0,True,True,46,2023-09-16T16:30:00Z,90,False,True,4,0.0,15,1.0,"[{'identifier': 'goals_scored', 'a': [], 'h': [{'value': 1, 'element': 433}]}, {'identifier': 'assists', 'a': [], 'h': [{'value': 1, 'element': 412}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 96}, {'value': 1, 'element': 101}, {'value': 1, 'element': 104}, {'value': 1, 'element': 110}, {'value': 1, 'element': 119}], 'h': [{'value': 1, 'element': 406}, {'value': 1, 'element': 412}, {'value': 1, 'element': 433}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 1, 'element': 101}], 'h': [{'value': 2, 'element': 424}]}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 405}, {'value': 2, 'element': 430}, {'value': 1, 'element': 427}]}, {'identifier': 'bps', 'a': [{'value': 15, 'element': 105}, {'value': 15, 'element': 106}, {'value': 13, 'element': 96}, {'value': 13, 'element': 112}, {'value': 12, 'element': 109}, {'value': 9, 'element': 114}, {'value': 7, 'element': 103}, {'value': 6, 'element': 101}, {'value': 6, 'element': 104}, {'value': 6, 'element': 107}, {'value': 6, 'element': 110}, {'value': 4, 'element': 108}, {'value': 4, 'element': 111}, {'value': 3, 'element': 258}, {'value': 2, 'element': 115}, {'value': 1, 'element': 119}], 'h': [{'value': 30, 'element': 405}, {'value': 29, 'element': 430}, {'value': 26, 'element': 427}, {'value': 25, 'element': 407}, {'value': 25, 'element': 424}, {'value': 23, 'element': 433}, {'value': 15, 'element': 421}, {'value': 13, 'element': 412}, {'value': 10, 'element': 403}, {'value': 4, 'element': 603}, {'value': 2, 'element': 402}, {'value': 1, 'element': 406}]}]",3,4,93366
