assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0.0,101,126,0,0,0.0,0.0,2020-12-15T18:00:00Z,0,20,0,0,0,0,13,0,16257,1,2,0.0,0,-249,35,284,47,False,0
0,0,0,0,0.0,101,131,0,0,0.0,0.0,2020-12-21T20:00:00Z,0,19,0,0,0,0,14,0,16103,0,3,0.0,0,-220,39,259,47,True,0
0,0,0,0,0.0,101,139,0,0,0.0,0.0,2020-12-26T17:30:00Z,0,1,0,0,0,0,15,0,16000,1,3,0.0,0,-253,51,304,47,False,0
0,0,0,0,0.0,101,151,0,0,0.0,0.0,2020-12-28T17:30:00Z,0,2,0,0,0,0,16,0,15949,1,1,0.0,0,-129,27,156,47,True,0
0,0,0,0,0.0,101,161,0,0,0.0,0.0,2021-01-03T16:30:00Z,0,12,0,0,0,0,17,0,15849,3,1,0.0,0,-177,46,223,47,True,0
0,0,0,0,0.0,101,181,0,0,0.0,0.0,2021-01-16T17:30:00Z,0,8,0,0,0,0,19,0,15789,1,0,0.0,0,-103,66,169,47,False,0
0,0,0,0,0.0,101,173,0,0,0.0,0.0,2021-01-19T20:15:00Z,0,9,0,0,0,0,19,0,15789,0,2,0.0,0,-103,66,169,47,False,0
0,0,0,0,0.0,101,194,0,0,0.0,0.0,2021-01-27T18:00:00Z,0,20,0,0,0,0,20,0,15763,0,0,0.0,0,-159,61,220,47,True,0
0,0,0,0,0.0,101,201,0,0,0.0,0.0,2021-01-31T12:00:00Z,0,4,0,0,0,0,21,0,15747,0,2,0.0,0,-75,40,115,47,True,0
0,0,0,0,0.0,101,218,0,0,0.0,0.0,2021-02-04T20:00:00Z,0,17,0,0,0,0,22,0,15731,1,0,0.0,0,-90,33,123,47,False,0
0,0,0,0,0.0,101,226,0,0,0.0,0.0,2021-02-07T19:15:00Z,0,15,0,0,0,0,23,0,15753,2,1,0.0,0,-77,82,159,47,False,0
0,0,0,0,0.0,101,231,0,0,0.0,0.0,2021-02-15T20:00:00Z,0,14,0,0,0,0,24,0,15721,0,2,0.0,0,-140,64,204,46,True,0
0,0,0,0,0.0,101,246,0,0,0.0,0.0,2021-02-20T12:30:00Z,0,16,0,0,0,0,25,0,15719,1,1,0.0,0,-101,73,174,46,False,0
0,0,0,0,0.0,101,249,0,0,0.0,0.0,2021-02-28T16:30:00Z,0,13,0,0,0,0,26,0,15690,0,0,0.0,0,-116,65,181,46,True,0
0,0,0,0,0.0,101,283,0,0,0.0,0.0,2021-03-04T20:15:00Z,0,11,0,0,0,0,26,0,15690,1,0,0.0,0,-116,65,181,46,False,0
0,0,0,0,0.0,101,262,0,0,0.0,0.0,2021-03-08T18:00:00Z,0,7,0,0,0,0,27,0,15681,0,2,0.0,0,-93,30,123,46,True,0
0,0,0,0,0.0,101,273,0,0,0.0,0.0,2021-03-13T12:30:00Z,0,10,0,0,0,0,28,0,15697,0,0,0.0,0,-67,40,107,46,False,0
0,0,0,0,0.0,101,291,0,0,0.0,0.0,2021-04-03T11:30:00Z,0,18,0,0,0,0,30,0,15731,5,2,0.0,0,-41,50,91,46,True,0
0,0,0,0,0.0,101,301,0,0,0.0,0.0,2021-04-10T16:30:00Z,0,6,0,0,0,0,31,0,15746,4,1,0.0,0,-32,35,67,46,False,0
0,0,0,0,0.0,101,311,0,0,0.0,0.0,2021-04-20T19:15:00Z,0,3,0,0,0,0,32,0,15737,0,0,0.0,0,-50,26,76,46,True,0
0,0,0,0,0.0,101,327,0,0,0.0,0.0,2021-04-24T16:30:00Z,0,19,0,0,0,0,33,0,15770,1,0,0.0,0,-14,34,48,46,False,0
0,0,0,0,0.0,101,331,0,0,0.0,0.0,2021-05-01T16:30:00Z,0,8,0,0,0,0,34,0,15790,0,2,0.0,0,-16,25,41,46,True,0
0,0,0,0,0.0,101,345,0,0,0.0,0.0,2021-05-08T16:30:00Z,0,12,0,0,0,0,35,0,15811,2,1,0.0,0,-29,26,55,46,False,0
0,0,0,0,0.0,101,354,0,0,0.0,0.0,2021-05-12T19:15:00Z,0,1,0,0,0,0,35,0,15811,1,0,0.0,0,-29,26,55,46,True,0
0,0,0,0,0.0,101,361,0,0,0.0,0.0,2021-05-18T19:15:00Z,0,9,0,0,0,0,37,0,15813,1,2,0.0,0,-22,27,49,46,True,0
0,0,0,0,0.0,101,370,0,0,0.0,0.0,2021-05-23T15:00:00Z,0,2,0,0,0,0,38,0,15820,1,2,0.0,0,-21,49,70,46,False,0
