assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards
0,0,0,0,0,0,0,0,0,0.0,0,0,529,0,0,129,0,0,0,0.0,7001,0.0,0,2018-11-24T15:00:00Z,24 Nov 15:00,0,0,0,0,0,19,0,0,0,0,0,0,13,0,1155,0,0,0,4,0,0.0,0,-4,48,52,45,False,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,529,0,0,138,0,0,0,0.0,7554,0.0,0,2018-12-01T15:00:00Z,01 Dec 15:00,0,0,0,0,0,2,0,0,0,0,0,0,14,0,1178,0,0,0,1,3,0.0,0,-12,21,33,45,True,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,529,0,0,146,0,0,0,0.0,8110,0.0,0,2018-12-04T20:00:00Z,04 Dec 20:00,0,0,0,0,0,18,0,0,0,0,0,0,15,0,1206,0,0,0,2,1,0.0,0,0,34,34,45,False,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,529,0,0,155,0,0,0,0.0,8668,0.0,0,2018-12-08T17:30:00Z,08 Dec 17:30,0,0,0,0,0,6,0,0,0,0,0,0,16,0,1245,0,0,0,0,2,0.0,0,0,21,21,45,False,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,529,0,0,166,0,0,0,0.0,9227,0.0,0,2018-12-15T12:30:00Z,15 Dec 12:30,0,0,0,0,0,8,0,0,0,0,0,0,17,0,1308,0,0,0,1,3,0.0,0,8,45,37,45,True,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,529,0,0,177,0,0,0,0.0,9789,0.0,0,2018-12-22T15:00:00Z,22 Dec 15:00,0,0,0,0,0,7,0,0,0,0,0,0,18,0,1354,0,0,0,3,2,0.0,0,6,37,31,45,True,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,529,0,0,185,0,0,0,0.0,10354,0.0,0,2018-12-26T15:00:00Z,26 Dec 15:00,0,0,0,0,0,11,0,0,0,0,0,0,19,0,1412,0,0,0,1,2,0.0,0,-3,45,48,45,False,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,529,0,0,198,0,0,0,0.0,10922,0.0,0,2018-12-30T14:15:00Z,30 Dec 14:15,0,0,0,0,0,16,0,0,0,0,0,0,20,0,1429,0,0,0,3,1,0.0,0,-18,30,48,45,False,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,529,0,0,207,0,0,0,0.0,11490,0.0,0,2019-01-03T20:00:00Z,03 Jan 20:00,0,0,0,0,0,12,0,0,0,0,0,0,21,0,1465,0,0,0,1,2,0.0,0,-6,50,56,45,True,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,529,0,0,218,0,0,0,0.0,12060,0.0,0,2019-01-14T20:00:00Z,14 Jan 20:00,0,0,0,0,0,20,0,0,0,0,0,0,22,0,1572,0,0,0,0,3,0.0,0,-10,79,89,45,True,0,0
0,0,0,0,0,0,0,0,0,0.0,0,0,529,0,0,224,0,0,0,0.0,12634,0.0,0,2019-01-20T13:30:00Z,20 Jan 13:30,0,0,0,0,0,10,0,0,0,0,0,0,23,0,1593,0,0,0,3,0,0.0,0,-32,55,87,45,False,0,0
