name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
Bruno André Cavaco Jordao,MID,Wolves,1.0,0,0,0,0,0.0,475,8,0,0,0.0,0.0,2020-09-14T17:00:00Z,0,15,0,0,0,0,1,0,35928,2,0,0.0,0,0,0,0,45,False,0,1
Bukayo Saka,MID,Arsenal,2.8,0,0,0,0,0.0,24,2,0,0,0.0,0.0,2020-09-12T11:30:00Z,0,8,0,0,0,0,1,0,491508,3,0,0.0,0,0,0,0,55,False,0,1
Callum Hudson-Odoi,MID,Chelsea,3.1,0,0,3,0,1.3,122,7,0,0,0.2,0.8,2020-09-14T19:15:00Z,10,3,0,0,0,0,1,0,28187,3,1,0.0,1,0,0,0,60,False,0,1
Callum Robinson,FWD,West Brom,0.5,0,0,-3,0,1.3,358,5,1,0,0.1,0.0,2020-09-13T13:00:00Z,59,9,0,0,0,0,1,0,13584,3,0,2.0,1,0,0,0,55,True,0,1
Callum Wilson,FWD,Newcastle,2.1,0,2,32,1,23.3,506,6,0,1,10.5,32.0,2020-09-12T19:00:00Z,84,19,0,0,0,0,1,0,538610,2,0,50.0,8,0,0,0,65,False,0,1
Calum Chambers,DEF,Arsenal,0.0,0,0,0,0,0.0,13,2,0,0,0.0,0.0,2020-09-12T11:30:00Z,0,8,0,0,0,0,1,0,1043,3,0,0.0,0,0,0,0,45,False,0,1
Cameron Carter-Vickers,DEF,Spurs,1.5,0,0,0,0,0.0,521,4,0,0,0.0,0.0,2020-09-13T15:30:00Z,0,7,0,0,0,0,1,0,14540,1,0,0.0,0,0,0,0,40,True,0,1
Cedric Kipre,DEF,West Brom,0.6,0,0,0,0,0.0,499,5,0,0,0.0,0.0,2020-09-13T13:00:00Z,0,9,0,0,0,0,1,0,4451,3,0,0.0,0,0,0,0,45,True,0,1
Cenk Tosun,FWD,Everton,0.0,0,0,0,0,0.0,153,4,0,0,0.0,0.0,2020-09-13T15:30:00Z,0,17,0,0,0,0,1,0,444,1,0,0.0,0,0,0,0,60,False,0,1
Charlie Austin,FWD,West Brom,0.5,0,0,0,0,0.0,415,5,0,0,0.0,0.0,2020-09-13T13:00:00Z,0,9,0,0,0,0,1,0,60979,3,0,0.0,0,0,0,0,55,True,0,1
Cheikhou Kouyaté,MID,Crystal Palace,1.4,0,0,3,1,0.3,133,1,0,0,3.0,12.6,2020-09-12T14:00:00Z,90,16,0,0,0,0,1,0,14565,0,1,17.0,3,0,0,0,50,True,0,1
Che Adams,FWD,Southampton,1.8,0,0,3,0,13.1,377,1,1,0,3.9,4.4,2020-09-12T14:00:00Z,84,6,0,0,0,0,1,0,279992,0,1,21.0,2,0,0,0,60,False,0,1
Christian Atsu,MID,Newcastle,1.8,0,0,0,0,0.0,330,6,0,0,0.0,0.0,2020-09-12T19:00:00Z,0,19,0,0,0,0,1,0,5623,2,0,0.0,0,0,0,0,55,False,0,1
Christian Benteke,FWD,Crystal Palace,0.0,0,0,0,0,0.0,132,1,0,0,0.0,0.0,2020-09-12T14:00:00Z,0,16,0,0,0,0,1,0,15812,0,1,0.0,0,0,0,0,55,True,0,1
Christian Fuchs,DEF,Leicester,1.3,0,0,0,0,0.0,218,5,0,0,0.0,0.0,2020-09-13T13:00:00Z,0,18,0,0,0,0,1,0,1369,3,0,0.0,0,0,0,0,45,False,0,1
Christian Pulisic,MID,Chelsea,3.9,0,0,0,0,0.0,119,7,0,0,0.0,0.0,2020-09-14T19:15:00Z,0,3,0,0,0,0,1,0,650190,3,1,0.0,0,0,0,0,85,False,0,1
Christian Walton,GK,Brighton,0.0,0,0,0,0,0.0,503,7,0,0,0.0,0.0,2020-09-14T19:15:00Z,0,5,0,0,0,0,1,0,107597,3,1,0.0,0,0,0,0,40,True,0,1
Chris Basham,DEF,Sheffield Utd,2.1,0,0,14,0,1.5,345,8,2,0,1.5,11.4,2020-09-14T17:00:00Z,70,20,0,0,0,0,1,0,135308,2,0,2.0,1,0,0,0,50,True,0,1
Ciaran Clark,DEF,Newcastle,0.4,0,0,0,0,0.0,324,6,0,0,0.0,0.0,2020-09-12T19:00:00Z,0,19,0,0,0,0,1,0,3326,2,0,0.0,0,0,0,0,45,False,0,1
Connor Wickham,FWD,Crystal Palace,0.0,0,0,0,0,0.0,136,1,0,0,0.0,0.0,2020-09-12T14:00:00Z,0,16,0,0,0,0,1,0,85742,0,1,0.0,0,0,0,0,45,True,0,1
Conor Coady,DEF,Wolves,2.1,0,2,29,1,0.0,459,8,0,0,2.2,22.0,2020-09-14T17:00:00Z,90,15,0,0,0,0,1,0,556410,2,0,0.0,8,0,0,0,50,False,0,1
Conor Townsend,DEF,West Brom,0.5,0,0,0,0,0.0,418,5,0,0,0.0,0.0,2020-09-13T13:00:00Z,0,9,0,0,0,0,1,0,4560,3,0,0.0,0,0,0,0,45,True,0,1
Curtis Jones,MID,Liverpool,2.5,0,0,2,0,13.3,263,3,1,0,1.8,2.4,2020-09-12T16:30:00Z,24,10,0,0,0,0,1,0,32021,3,4,2.0,1,0,0,0,45,True,0,1
Cyrus Christie,DEF,Fulham,0.6,0,0,0,0,0.0,179,2,0,0,0.0,0.0,2020-09-12T11:30:00Z,0,1,0,0,0,0,1,0,10166,3,0,0.0,0,0,0,0,45,True,0,1
Cédric Soares,DEF,Arsenal,3.1,0,0,0,0,0.0,5,2,0,0,0.0,0.0,2020-09-12T11:30:00Z,0,8,0,0,0,0,1,0,35774,3,0,0.0,0,0,0,0,50,False,0,1
César Azpilicueta,DEF,Chelsea,3.9,0,0,3,0,0.5,102,7,0,0,0.3,0.4,2020-09-14T19:15:00Z,5,3,0,0,0,0,1,0,469354,3,1,2.0,1,0,0,0,60,False,0,1
Dale Stephens,MID,Brighton,0.0,0,0,0,0,0.0,55,7,0,0,0.0,0.0,2020-09-14T19:15:00Z,0,5,0,0,0,0,1,0,849631,3,1,0.0,0,0,0,0,45,True,0,1
Daniel Amartey,DEF,Leicester,2.0,0,0,0,0,0.0,227,5,0,0,0.0,0.0,2020-09-13T13:00:00Z,0,18,0,0,0,0,1,0,86735,3,0,0.0,0,0,0,0,40,False,0,1
Daniel Castelo Podence,MID,Wolves,1.8,1,0,23,1,18.3,469,8,0,0,4.4,25.8,2020-09-14T17:00:00Z,75,15,0,0,0,0,1,0,17314,2,0,0.0,6,0,0,0,55,False,0,1
Daniel Ceballos Fernández,MID,Arsenal,2.4,0,0,6,0,1.3,501,2,0,0,1.1,5.2,2020-09-12T11:30:00Z,12,8,0,0,0,0,1,0,115657,3,0,4.0,1,0,0,0,50,False,0,1
Danny Ings,FWD,Southampton,3.0,0,0,1,0,11.2,366,1,1,0,8.0,8.6,2020-09-12T14:00:00Z,90,6,0,0,0,0,1,0,1467030,0,1,60.0,2,0,0,0,85,False,0,1
Danny Rose,DEF,Spurs,2.6,0,0,0,0,0.0,384,4,0,0,0.0,0.0,2020-09-13T15:30:00Z,0,7,0,0,0,0,1,0,24146,1,0,0.0,0,0,0,0,50,True,0,1
Danny Ward,GK,Leicester,2.8,0,0,0,0,0.0,223,5,0,0,0.0,0.0,2020-09-13T13:00:00Z,0,18,0,0,0,0,1,0,13251,3,0,0.0,0,0,0,0,45,False,0,1
Dan Burn,DEF,Brighton,0.6,0,0,0,0,0.0,61,7,0,0,0.0,0.0,2020-09-14T19:15:00Z,0,5,0,0,0,0,1,0,51065,3,1,0.0,0,0,0,0,45,True,0,1
Dara O'Shea,DEF,West Brom,0.6,0,0,8,0,0.6,425,5,3,0,1.0,9.6,2020-09-13T13:00:00Z,90,9,0,0,0,0,1,0,19684,3,0,0.0,1,0,0,0,45,True,0,1
Darnell Furlong,DEF,West Brom,0.6,0,0,6,0,11.5,422,5,1,0,3.0,6.2,2020-09-13T13:00:00Z,68,9,0,0,0,0,1,0,5791,3,0,12.0,2,0,0,0,45,True,0,1
Darren Randolph,GK,West Ham,1.8,0,0,0,0,0.0,430,6,0,0,0.0,0.0,2020-09-12T19:00:00Z,0,14,0,0,0,0,1,0,16045,2,0,0.0,0,0,0,0,45,True,0,1
David Button,GK,West Brom,0.0,0,0,0,0,0.0,56,5,0,0,0.0,0.0,2020-09-13T13:00:00Z,0,9,0,0,0,0,1,0,299163,3,0,0.0,0,0,0,0,40,True,0,1
David Luiz Moreira Marinho,DEF,Arsenal,0.0,0,0,0,0,0.0,3,2,0,0,0.0,0.0,2020-09-12T11:30:00Z,0,8,0,0,0,0,1,0,69564,3,0,0.0,0,0,0,0,55,False,0,1
David Martin,GK,West Ham,1.0,0,0,0,0,0.0,429,6,0,0,0.0,0.0,2020-09-12T19:00:00Z,0,14,0,0,0,0,1,0,498030,2,0,0.0,0,0,0,0,40,True,0,1
David McGoldrick,FWD,Sheffield Utd,1.5,0,0,2,0,2.7,344,8,0,0,1.2,0.8,2020-09-14T17:00:00Z,19,20,0,0,0,0,1,0,64923,2,0,8.0,1,0,0,0,55,True,0,1
Davinson Sánchez,DEF,Spurs,3.0,0,0,0,0,0.0,398,4,0,0,0.0,0.0,2020-09-13T15:30:00Z,0,7,0,0,0,0,1,0,62607,1,0,0.0,0,0,0,0,55,True,0,1
Davy Pröpper,MID,Brighton,0.2,0,0,0,0,0.0,59,7,0,0,0.0,0.0,2020-09-14T19:15:00Z,0,5,0,0,0,0,1,0,6355,3,1,0.0,0,0,0,0,50,True,0,1
DeAndre Yedlin,DEF,Newcastle,1.6,0,0,0,0,0.0,335,6,0,0,0.0,0.0,2020-09-12T19:00:00Z,0,19,0,0,0,0,1,0,27859,2,0,0.0,0,0,0,0,45,False,0,1
Declan Rice,MID,West Ham,1.4,0,0,15,0,14.5,448,6,2,0,4.4,21.6,2020-09-12T19:00:00Z,90,14,0,0,0,0,1,0,305763,2,0,8.0,2,0,0,0,50,True,0,1
Demarai Gray,MID,Leicester,2.8,0,0,0,0,0.0,230,5,0,0,0.0,0.0,2020-09-13T13:00:00Z,0,18,0,0,0,0,1,0,12401,3,0,0.0,0,0,0,0,55,False,0,1
Denis Odoi,DEF,Fulham,0.6,0,0,12,0,2.6,525,2,3,0,2.1,11.4,2020-09-12T11:30:00Z,90,1,0,0,0,0,1,0,0,3,0,7.0,1,0,0,0,45,True,0,1
Dennis Praet,MID,Leicester,2.8,1,0,25,1,16.8,225,5,0,0,7.8,27.8,2020-09-13T13:00:00Z,74,18,0,0,0,0,1,0,4535,3,0,33.0,6,0,0,0,55,False,0,1
Diogo Jota,MID,Wolves,2.2,0,0,0,0,0.0,468,8,0,0,0.0,0.0,2020-09-14T17:00:00Z,0,15,0,0,0,0,1,0,215812,2,0,0.0,0,0,0,0,65,False,0,1
Divock Origi,FWD,Liverpool,3.0,0,0,0,0,0.0,256,3,0,0,0.0,0.0,2020-09-12T16:30:00Z,0,10,0,0,0,0,1,0,71975,3,4,0.0,0,0,0,0,55,True,0,1
Dominic Calvert-Lewin,FWD,Everton,1.8,0,2,34,1,13.7,164,4,0,1,8.6,38.4,2020-09-13T15:30:00Z,88,17,0,0,0,0,1,0,387691,1,0,34.0,8,0,0,0,70,False,0,1
Dwight Gayle,FWD,Newcastle,0.0,0,0,0,0,0.0,329,6,0,0,0.0,0.0,2020-09-12T19:00:00Z,0,19,0,0,0,0,1,0,3224,2,0,0.0,0,0,0,0,60,False,0,1
Eberechi Eze,MID,Crystal Palace,1.6,0,0,3,0,8.8,489,1,0,0,1.7,4.4,2020-09-12T14:00:00Z,9,16,0,0,0,0,1,0,33257,0,1,4.0,1,0,0,0,60,True,0,1
Edward Nketiah,FWD,Arsenal,2.8,0,0,3,0,0.0,22,2,0,0,0.0,0.0,2020-09-12T11:30:00Z,3,8,0,0,0,0,1,0,112190,3,0,0.0,1,0,0,0,60,False,0,1
Emerson Palmieri dos Santos,DEF,Chelsea,3.1,0,0,0,0,0.0,111,7,0,0,0.0,0.0,2020-09-14T19:15:00Z,0,3,0,0,0,0,1,0,11017,3,1,0.0,0,0,0,0,50,False,0,1
Emile Smith Rowe,MID,Arsenal,0.0,0,0,0,0,0.0,23,2,0,0,0.0,0.0,2020-09-12T11:30:00Z,0,8,0,0,0,0,1,0,17820,3,0,0.0,0,0,0,0,45,False,0,1
Emiliano Martínez,GK,Arsenal,2.8,0,0,0,0,0.0,12,2,0,0,0.0,0.0,2020-09-12T11:30:00Z,0,8,0,0,0,0,1,0,292339,3,0,0.0,0,0,0,0,45,False,0,1
Emil Krafth,DEF,Newcastle,1.6,0,0,0,0,0.0,333,6,0,0,0.0,0.0,2020-09-12T19:00:00Z,0,19,0,0,0,0,1,0,5746,2,0,0.0,0,0,0,0,45,False,0,1
Enda Stevens,DEF,Sheffield Utd,2.5,0,0,13,0,6.9,347,8,2,0,2.6,13.2,2020-09-14T17:00:00Z,90,20,0,0,0,0,1,0,340758,2,0,6.0,1,0,0,0,55,True,0,1
Eric Dier,DEF,Spurs,2.6,0,0,13,0,0.7,391,4,1,0,1.8,17.4,2020-09-13T15:30:00Z,90,7,0,0,0,0,1,0,95090,1,0,0.0,2,0,0,0,50,True,0,1
Erik Lamela,MID,Spurs,2.6,0,0,0,0,0.0,387,4,0,0,0.0,0.0,2020-09-13T15:30:00Z,0,7,0,0,0,0,1,0,10931,1,0,0.0,0,0,0,0,60,True,0,1
Ethan Ampadu,DEF,Sheffield Utd,1.6,0,0,0,0,0.0,509,8,0,0,0.0,0.0,2020-09-14T17:00:00Z,0,20,0,0,0,0,1,0,51564,2,0,0.0,0,0,0,0,45,True,0,1
Ezgjan Alioski,DEF,Leeds,0.1,0,0,0,0,0.0,201,3,0,0,0.0,0.0,2020-09-12T16:30:00Z,0,11,0,0,0,0,1,0,44238,3,4,0.0,0,0,0,0,45,False,0,1
Fabian Delph,MID,Everton,0.4,0,0,0,0,0.0,149,4,0,0,0.0,0.0,2020-09-13T15:30:00Z,0,17,0,0,0,0,1,0,3638,1,0,0.0,0,0,0,0,50,False,0,1
Fabian Schär,DEF,Newcastle,0.0,0,0,0,0,0.0,334,6,0,0,0.0,0.0,2020-09-12T19:00:00Z,0,19,0,0,0,0,1,0,1810,2,0,0.0,0,0,0,0,50,False,0,1
Fabio Henrique Tavares,MID,Liverpool,3.3,1,0,13,0,1.0,253,3,1,0,0.7,4.2,2020-09-12T16:30:00Z,32,10,0,0,0,0,1,0,76886,3,4,2.0,4,0,0,0,55,True,0,1
Fabio Silva,FWD,Wolves,1.5,0,0,0,0,0.0,504,8,0,0,0.0,0.0,2020-09-14T17:00:00Z,0,15,0,0,0,0,1,0,75604,2,0,0.0,0,0,0,0,55,False,0,1
Fabián Balbuena,DEF,West Ham,1.6,0,0,0,0,0.0,443,6,0,0,0.0,0.0,2020-09-12T19:00:00Z,0,14,0,0,0,0,1,0,11269,2,0,0.0,0,0,0,0,45,True,0,1
Fabricio Agosto Ramírez,GK,Fulham,0.0,0,0,0,0,0.0,171,2,0,0,0.0,0.0,2020-09-12T11:30:00Z,0,1,0,0,0,0,1,0,117641,3,0,0.0,0,0,0,0,40,True,0,1
