assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0.0,550,0.00,0.00,0.00,0.00,110,0,0,0.0,0.0,2024-11-09T15:00:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,11,0,27250,0,0,2,0.0,0,-1346,112,1458,61,True,0
0,0,3,0,1.0,550,0.00,0.00,0.00,0.06,115,0,0,0.1,0.0,2024-11-23T15:00:00Z,1,0,0,0,0,0,0,0,False,9,0,0,0,0,12,0,26359,0,4,1,0.0,1,-916,152,1068,61,False,0
0,0,2,0,0.5,550,0.00,0.00,0.00,0.10,130,0,0,0.1,0.6,2024-11-30T15:00:00Z,8,0,0,0,0,0,0,0,False,3,0,0,0,0,13,0,28186,0,4,2,0.0,1,1558,2111,553,61,True,0
0,0,7,0,3.0,550,0.01,0.01,0.00,0.43,134,1,0,0.7,4.4,2024-12-04T19:30:00Z,33,0,0,0,0,0,0,0,False,8,0,0,0,0,14,0,28267,0,0,4,0.0,1,-18,1039,1057,61,False,0
0,0,0,0,0.0,550,0.00,0.00,0.00,0.00,150,0,0,0.0,0.0,2024-12-09T20:00:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,15,0,27981,0,1,2,0.0,0,-424,698,1122,61,False,0
0,0,3,0,0.5,550,0.00,0.00,0.00,0.22,160,1,0,0.1,0.0,2024-12-14T15:00:00Z,18,0,0,0,0,0,0,0,False,10,0,0,0,0,16,0,28195,0,2,1,0.0,1,-10,1192,1202,61,True,0
0,0,2,0,0.1,550,0.00,0.00,0.00,0.45,167,0,0,0.1,0.4,2024-12-22T14:00:00Z,16,0,0,0,0,0,0,0,False,11,0,0,0,0,17,0,27582,0,3,0,0.0,1,-732,520,1252,61,False,0
0,0,23,0,0.9,550,0.00,0.55,0.55,0.14,180,0,1,5.5,34.8,2024-12-26T17:30:00Z,16,0,0,0,0,0,0,0,False,14,0,0,0,0,18,0,26951,0,0,2,19.0,6,-726,391,1117,61,True,0
0,0,24,0,3.9,550,0.01,0.07,0.06,1.42,189,2,1,5.0,33.4,2024-12-29T15:00:00Z,77,0,0,0,0,0,0,0,False,18,0,0,0,0,19,0,28278,1,2,2,13.0,7,1087,1859,772,61,False,0
0,0,3,0,6.9,550,0.13,0.29,0.16,1.14,200,2,0,2.4,2.2,2025-01-06T20:00:00Z,74,0,0,0,0,0,0,0,False,16,0,0,0,0,20,0,37478,1,3,0,15.0,2,8482,11107,2625,61,True,0
0,0,3,0,1.0,550,0.02,0.02,0.00,0.66,210,1,0,0.8,0.0,2025-01-15T19:30:00Z,45,0,0,0,0,0,0,0,False,15,0,0,0,0,21,0,34908,1,0,3,8.0,1,-2479,1619,4098,61,False,0
0,0,0,0,0.0,550,0.00,0.00,0.00,0.00,213,0,0,0.0,0.0,2025-01-20T20:00:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,22,0,32710,0,1,3,0.0,0,-2383,579,2962,61,False,0
0,0,12,0,12.3,550,0.02,0.04,0.02,0.72,230,1,0,4.3,17.4,2025-01-25T15:00:00Z,58,0,0,0,0,0,0,0,False,1,0,0,0,0,23,0,30891,0,1,0,13.0,1,-2037,537,2574,61,True,0
