assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,9,0,0,0,111457,None,,0,0,-2,2,5.4,438,166,None,,0,2,0.0,0.0,0,Sead,0.0,1,0,1.3,487,179,14,False,3.6,487,179,90,Joined Schalke on loan until the end of the season on 4/1. - Expected back 01 Jul,2021-01-03T19:00:21.713564Z,48,0,0,None,0,,111457.jpg,2.0,0,0,Kolasinac,0.1,False,None,u,1,3,4.0,434,164,2,5329,0,21584,0,0.0,0.4,Kolasinac,0
1,10,536,100,100,11,156074,None,,0,0,-2,2,74.8,314,97,None,,1,2,3.1,4.1,7,Rob,3.6,26,0,75.8,213,64,16,False,584.6,74,26,2557,,2020-10-17T22:30:19.025474Z,43,1,0,None,0,,156074.jpg,3.5,0,0,Holding,4.7,False,None,a,1,3,97.0,288,93,105,1074844,0,831290,0,0.8,24.4,Holding,2
4,4,483,100,100,8,192895,None,,0,0,-3,3,486.0,60,11,None,,1,2,2.9,4.1,6,Kieran,3.6,27,1,112.7,112,20,17,False,444.6,162,64,2299,,2021-04-03T22:00:20.300277Z,52,0,0,None,0,,192895.jpg,3.6,0,0,Tierney,4.3,False,None,a,1,3,195.0,193,46,96,1021214,0,1490791,0,0.7,18.5,Tierney,4
3,11,351,100,100,4,195735,5,,0,0,-3,3,230.2,179,113,None,,2,3,6.1,8.7,16,Nicolas,8.2,21,10,135.7,80,48,18,False,407.4,181,70,1606,,2020-11-22T18:30:18.803078Z,77,0,0,3,0,,195735.jpg,3.9,1,0,Pépé,2.4,False,None,a,1,3,721.0,43,23,114,284328,0,262799,0,1.1,14.8,Pépé,1
0,0,0,0,0,0,198849,None,,0,0,-3,3,0.0,669,279,None,,0,3,0.0,0.0,0,Lucas,0.0,0,0,0.0,680,279,19,False,0.0,677,279,0,Joined Atletico Madrid on loan until the end of the season on 5/10. - Expected back 01 Jul,2020-10-05T22:30:19.674811Z,47,0,0,None,0,,198849.jpg,0.0,0,0,Torreira,0.1,False,None,u,1,3,0.0,662,277,0,3459,0,17710,0,0.0,0.0,Torreira,0
0,0,2,100,100,0,200641,None,,0,0,-4,4,9.7,425,196,None,,0,3,0.5,0.5,0,Reiss,0.0,0,0,2.4,469,200,21,False,4.2,485,204,70,,2020-12-31T11:00:17.325196Z,51,0,0,None,0,,200641.jpg,1.0,0,0,Nelson,0.0,False,None,a,1,3,10.0,412,190,2,2497,0,7021,0,0.0,0.4,Nelson,0
1,5,120,None,None,1,205533,None,,0,0,-7,7,97.3,275,42,None,,0,4,0.9,0.5,0,Edward,0.0,6,2,42.1,314,46,22,False,116.6,359,43,411,,None,53,0,0,None,0,,205533.jpg,2.1,0,0,Nketiah,0.5,False,None,a,1,3,211.0,180,46,36,68796,0,168266,0,0.0,6.8,Nketiah,0
5,3,308,100,100,9,209289,None,,0,0,-3,3,336.8,112,75,None,,1,3,5.1,5.3,3,Emile,4.8,10,2,81.0,198,103,23,False,258.2,257,109,1438,,2021-04-11T21:00:27.947860Z,42,0,0,None,0,,209289.jpg,3.7,0,0,Smith Rowe,3.5,False,None,a,1,3,214.0,179,96,74,759912,0,493705,0,1.1,17.6,Smith Rowe,0
5,8,414,100,100,8,223340,3,,0,0,-4,4,649.8,37,28,6,,2,3,2.9,2.7,1,Bukayo,2.2,31,5,212.2,27,18,24,False,493.0,129,47,2554,,2021-04-11T21:00:27.965611Z,51,1,0,None,0,,223340.jpg,3.6,0,0,Saka,7.2,False,None,a,1,3,978.0,20,8,114,1921453,0,1914134,0,0.4,22.4,Saka,1
0,0,0,0,0,0,242166,None,,0,0,-3,3,0.0,671,281,None,,0,3,0.0,0.0,0,Matteo,0.0,0,0,0.0,682,281,25,False,0.0,679,281,0,Joined Hertha Berlin on loan until the end of the season on 5/10. - Expected back 01 Jul,2020-10-05T17:00:15.072120Z,47,0,0,None,0,,242166.jpg,0.0,0,0,Guendouzi,0.1,False,None,u,1,3,0.0,664,279,0,2725,0,13207,0,0.0,0.0,Guendouzi,0
1,0,107,100,100,4,444145,None,,0,0,-1,1,133.7,233,141,None,,0,3,3.3,3.3,1,Gabriel Teodoro,2.8,3,2,56.6,263,123,26,False,141.6,337,144,582,,2021-01-09T23:30:20.360437Z,49,0,0,None,0,,444145.jpg,2.6,0,0,Martinelli Silva,0.3,False,None,a,1,3,292.0,137,80,36,118159,0,102890,0,0.6,7.3,Martinelli,0
0,0,0,0,0,0,462424,None,,0,0,-5,5,0.0,538,214,None,,0,2,0.0,0.0,0,William,0.0,0,0,0.0,566,213,27,False,0.0,556,213,0,Joined Nice on loan until the end of the season on 4/1. - Expected back 01 Jul,2021-01-04T23:00:20.315877Z,40,0,0,None,0,,462424.jpg,0.0,0,0,Saliba,0.4,False,None,u,1,3,0.0,515,204,0,30961,0,228228,0,0.0,0.0,Saliba,0
0,0,216,100,0,3,131897,None,,0,0,-4,4,10.7,417,3,None,,0,1,0.0,0.0,0,Mathew,1.2,21,0,20.6,380,23,70,False,193.6,292,23,1260,,2021-05-19T00:00:25.449384Z,41,0,0,None,0,,131897.jpg,2.6,0,24,Ryan,5.6,False,None,a,1,3,2.0,440,4,37,514455,0,1323942,0,0.3,9.0,Ryan,1
7,9,306,100,100,3,47431,1,,0,0,-5,5,534.8,51,39,2,,1,3,3.3,3.1,0,Willian,2.6,17,1,102.3,136,78,478,False,256.2,260,111,1398,,2021-03-19T01:00:27.116549Z,75,0,0,None,0,,47431.jpg,3.1,0,0,Borges Da Silva,2.7,False,None,a,1,3,228.0,171,94,78,810536,0,1379122,0,0.3,10.4,Willian,0
0,7,385,100,100,6,226597,None,,0,0,-1,1,49.5,343,116,None,,1,2,3.9,5.1,6,Gabriel,4.6,24,2,73.3,224,69,494,False,454.8,156,62,1996,,2020-12-26T18:00:16.873188Z,49,0,0,None,0,,226597.jpg,3.4,1,0,Magalhães,4.6,False,None,a,1,3,229.0,169,31,78,1061292,0,1202841,0,0.9,15.9,Gabriel,2
4,7,331,100,100,6,182539,4,,0,0,-3,3,422.3,77,55,None,,0,3,1.7,1.3,0,Daniel,0.8,17,0,92.4,162,88,501,False,359.8,204,81,1609,,2021-01-18T22:00:23.859834Z,47,0,0,None,0,,182539.jpg,2.5,0,0,Ceballos Fernández,0.7,False,None,a,1,3,141.0,246,123,62,161696,0,257622,0,0.2,13.2,Ceballos,4
0,3,258,100,100,5,153256,None,,0,0,-3,3,99.9,270,156,None,,1,3,3.9,3.9,0,Mohamed Naser,3.4,20,1,37.8,331,147,526,False,200.2,285,122,1538,,2020-11-16T22:00:27.131231Z,42,0,0,None,0,,153256.jpg,2.2,0,0,El Sayed Elneny,1.3,False,None,a,1,3,79.0,314,156,50,337581,0,304271,0,0.8,11.9,Elneny,3
0,0,0,0,0,0,113534,None,,0,0,0,0,0.0,509,26,None,,0,1,0.0,0.0,0,Matt,0.0,0,0,0.0,539,53,527,False,0.0,529,53,0,Transferred to Hibernian,2021-01-09T10:26:30.856796Z,40,0,0,None,0,,113534.jpg,0.0,0,0,Macey,0.9,False,None,u,1,3,0.0,485,21,0,171821,0,152715,0,0.0,0.0,Macey,0
0,0,8,100,100,0,115918,None,,0,0,-1,1,0.0,588,57,None,,0,1,0.5,0.5,0,Rúnar Alex,0.0,0,0,1.7,481,37,547,False,16.6,460,37,15,,2021-02-21T22:00:20.597889Z,44,0,0,None,0,,115918.jpg,1.0,0,2,Rúnarsson,0.1,False,None,a,1,3,0.0,570,53,1,5725,0,5378,0,0.0,0.2,Rúnarsson,0
2,0,273,100,100,6,167199,None,,0,0,-1,1,191.9,196,119,None,,0,3,1.9,2.3,3,Thomas,1.8,18,0,58.2,260,121,567,False,280.6,242,102,1529,,2021-02-06T17:30:27.330271Z,49,0,0,None,0,,167199.jpg,2.0,0,0,Partey,0.3,False,None,a,1,3,107.0,275,137,47,122595,0,115671,0,0.4,9.6,Partey,5
2,3,183,100,100,3,184029,2,,0,0,-4,4,271.8,149,98,None,,1,3,2.7,3.7,6,Martin,3.2,12,1,55.5,265,124,645,False,137.0,341,145,861,,2021-04-09T00:30:22.440274Z,56,0,0,None,0,,184029.jpg,2.9,0,0,Ødegaard,0.6,False,None,a,1,3,147.0,236,119,40,266756,0,221553,0,0.6,7.1,Ødegaard,0
0,0,0,None,None,0,439482,None,,0,0,0,0,0.0,632,255,None,,0,3,0.5,0.5,0,Miguel,0.0,0,0,0.0,646,256,689,False,0.0,641,254,0,,None,45,0,0,None,0,,439482.jpg,0.0,0,0,Azeez,0.0,False,None,a,1,3,0.0,620,251,0,524,0,221,0,0.0,0.0,Azeez,0
0,27,825,None,None,15,98980,None,,0,0,8,-8,20.0,389,1,None,,2,1,3.0,2.9,3,Emiliano,3.4,46,0,104.3,129,2,12,True,1025.6,7,3,3420,,None,53,0,0,None,1,,98980.jpg,4.9,0,142,Martínez,37.9,False,None,a,2,7,0.0,703,76,186,4031919,0,1763437,0,0.6,35.1,Martínez,1
0,0,0,100,100,0,21205,None,,0,0,0,0,0.0,604,60,None,,0,1,-0.5,-0.5,0,Tom,0.0,0,0,0.0,623,77,28,False,0.0,616,77,0,,2020-08-15T10:00:11.430596Z,45,0,0,None,0,,21205.jpg,0.0,0,0,Heaton,0.1,False,None,a,2,7,0.0,590,56,0,6442,0,7642,0,0.0,0.0,Heaton,0
0,4,190,None,None,3,37339,None,,0,0,-3,3,201.8,189,41,None,,1,2,0.0,-0.1,0,Ahmed,0.4,9,0,43.9,308,104,29,False,170.4,313,120,833,,None,42,0,0,None,0,,37339.jpg,2.4,0,0,El Mohamady,0.3,False,None,a,2,7,65.0,330,111,33,52535,0,66391,0,0.1,7.9,El Mohamady,2
0,0,0,0,0,0,40564,None,,0,0,-2,2,0.0,556,217,None,,0,3,0.0,0.0,0,Henri,0.0,0,0,0.0,580,219,30,False,0.0,571,215,0,Not included in Aston Villa's 25-man Premier League squad,2020-10-20T22:30:18.217167Z,43,0,0,None,0,,40564.jpg,0.0,0,0,Lansbury,0.1,False,None,u,2,7,0.0,537,208,0,6231,0,20057,0,0.0,0.0,Lansbury,0
0,0,1,None,None,0,47390,None,,0,0,-3,3,0.7,466,178,None,,0,2,-0.5,-0.5,0,Neil,0.0,2,0,0.2,504,183,31,False,0.8,500,183,15,,None,42,0,0,None,0,,47390.jpg,-1.0,0,0,Taylor,0.2,False,None,a,2,7,0.0,531,216,-1,19210,0,34156,0,0.0,-0.2,Taylor,1
0,0,0,None,None,0,79852,None,,0,0,-1,1,0.0,491,17,None,,0,1,-0.5,-0.5,0,Jed,0.0,0,0,0.0,522,45,32,False,0.0,512,45,0,,None,39,0,0,None,0,,79852.jpg,0.0,0,0,Steer,4.4,False,None,a,2,7,0.0,465,12,0,418448,0,447236,0,0.0,0.0,Steer,0
1,3,70,0,0,2,85242,None,,0,0,-1,1,82.9,299,167,None,,1,3,0.0,0.0,0,Conor,0.0,2,1,18.2,390,175,33,False,65.4,406,175,225,Joined Swansea City on loan until the end of the season on 20/1,2021-01-20T23:00:22.557566Z,59,0,0,None,0,,85242.jpg,5.0,0,0,Hourihane,0.1,False,None,u,2,7,33.0,372,178,20,23841,0,27592,0,0.0,3.4,Hourihane,0
0,0,0,0,0,0,89274,None,,0,0,-1,1,0.0,710,294,None,,0,3,0.0,0.0,0,José Ignacio,0.0,0,0,0.0,711,294,34,False,0.0,709,294,0,Contract ended,2020-10-05T07:17:10.828418Z,59,0,0,None,0,,89274.jpg,0.0,0,0,Peleteiro Romallo,0.0,False,None,u,2,7,0.0,710,294,0,1439,0,7779,0,0.0,0.0,Jota,0
0,0,0,0,0,0,98770,None,,0,0,0,0,0.0,507,24,None,,0,1,0.0,0.0,0,Ørjan,0.0,0,0,0.0,537,51,35,False,0.0,527,51,0,Contract terminated on 5/10,2020-10-05T21:00:11.316167Z,40,0,0,None,0,,98770.jpg,0.0,0,0,Nyland,3.3,False,None,u,2,7,0.0,483,19,0,145134,0,953664,0,0.0,0.0,Nyland,0
0,0,0,100,100,0,108156,None,,0,0,-1,1,0.0,587,233,None,,0,2,-0.5,-0.5,0,Bjorn,0.0,0,0,0.0,608,232,36,False,0.0,599,232,0,,2020-11-19T11:00:18.103635Z,44,0,0,None,0,,108156.jpg,0.0,0,0,Engels,0.1,False,None,a,2,7,0.0,569,228,0,12320,0,19555,0,0.0,0.0,Engels,0
12,13,531,100,100,12,114283,3,,0,0,5,-5,1013.0,9,6,2,,2,3,0.2,0.4,2,Jack,0.9,28,6,261.7,11,7,37,False,700.2,43,15,2183,,2021-02-21T17:00:26.185544Z,75,0,0,2,0,,114283.jpg,5.2,0,0,Grealish,14.6,False,None,a,2,7,905.0,24,11,135,5460292,0,5366064,0,0.1,18.0,Grealish,6
7,2,492,None,None,14,122806,None,,0,0,0,0,589.9,43,31,None,,0,3,1.8,1.6,1,John,2.1,46,3,152.3,66,38,38,False,572.6,85,26,3330,,None,55,0,0,None,0,,122806.jpg,3.1,0,0,McGinn,1.1,False,None,a,2,7,360.0,103,61,114,375366,0,353403,0,0.4,20.7,McGinn,12
0,3,124,100,100,3,123354,None,,0,0,-1,1,2.2,448,172,None,,1,2,-0.2,0.1,2,Kortney,0.6,6,1,18.1,391,140,39,False,121.0,355,137,630,,2021-01-26T11:00:18.448973Z,44,0,0,None,0,,123354.jpg,4.6,0,0,Hause,0.1,False,None,a,2,7,57.0,341,119,32,80874,0,80700,0,0.1,7.3,Hause,2
1,3,152,0,0,6,148508,None,,0,0,-3,3,180.1,205,125,None,,1,3,0.0,0.0,0,Mahmoud Ahmed,0.0,14,2,86.7,179,98,40,False,213.6,282,119,1157,Knee injury - Unknown return date,2021-04-10T19:30:20.757046Z,52,0,0,None,0,,148508.jpg,2.7,0,0,Ibrahim Hassan,0.4,False,None,i,2,7,478.0,72,40,56,68773,0,142486,0,0.0,10.8,Trézéguet,0
2,8,633,100,100,14,149484,None,,0,0,4,-4,97.3,276,75,None,,2,2,1.2,1.2,2,Tyrone,1.7,42,2,116.7,106,19,41,False,772.0,24,5,3194,,2021-05-16T14:00:17.935003Z,54,1,0,None,0,,149484.jpg,3.6,1,0,Mings,7.8,False,None,a,2,7,293.0,136,18,128,1697898,0,1349321,0,0.3,23.7,Mings,4
4,9,710,None,None,16,169359,5,,0,0,5,-5,595.8,42,9,6,,2,2,1.8,2.2,5,Matt,2.7,44,0,137.8,78,12,42,False,657.4,58,20,3404,,None,50,0,0,None,0,,169359.jpg,3.6,0,0,Targett,12.0,False,None,a,2,7,122.0,260,78,138,1849292,0,997089,0,0.5,27.6,Targett,7
0,0,0,0,0,0,184386,None,,0,0,0,0,0.0,614,236,None,,0,2,0.0,0.0,0,James,0.0,0,0,0.0,629,235,43,False,0.0,622,235,0,Joined Luton Town on a permanent deal on 1/9,2020-09-02T09:00:10.425295Z,45,0,0,None,0,,184386.jpg,0.0,0,0,Bree,0.0,False,None,u,2,7,0.0,600,231,0,9840,0,10323,0,0.0,0.0,Bree,0
1,1,115,None,None,4,184704,None,,0,0,-2,2,32.2,364,183,None,,0,3,0.5,0.5,1,Marvelous,1.0,6,0,13.1,407,179,44,False,87.8,384,162,747,,None,43,0,0,None,0,,184704.jpg,2.1,0,0,Nakamba,0.4,False,None,a,2,7,10.0,411,189,27,86015,0,101021,0,0.2,6.3,Nakamba,3
0,13,339,100,100,5,193488,1,,0,0,-8,8,423.9,75,54,3,,2,3,4.3,4.9,9,Anwar,5.4,22,10,159.3,58,34,45,False,468.0,150,56,1604,,2021-03-06T20:30:26.625281Z,52,0,0,1,0,,193488.jpg,4.0,0,0,El Ghazi,1.2,False,None,a,2,7,703.0,46,25,111,616662,0,552243,0,1.0,21.3,El Ghazi,2
0,8,580,100,100,12,199798,None,,0,0,1,-1,33.9,360,127,None,,1,2,1.8,1.8,2,Ezri,2.3,46,2,99.1,146,33,46,False,679.2,53,15,3195,,2020-12-17T18:30:14.260503Z,46,0,0,None,0,,199798.jpg,3.3,0,0,Konsa Ngoyo,6.2,False,None,a,2,7,274.0,150,22,119,1426216,0,1059500,0,0.5,25.9,Konsa,3
0,0,0,0,0,0,203368,None,,0,0,-2,2,0.0,572,228,None,,0,2,0.0,0.0,0,Frédéric,0.0,0,0,0.0,595,227,47,False,0.0,586,227,0,Joined Strasbourg on loan until the end of the season on 31/1.,2021-01-31T20:00:26.030939Z,43,0,0,None,0,,203368.jpg,0.0,0,0,Guilbert,0.1,False,None,u,2,7,0.0,553,222,0,2055,0,10208,0,0.0,0.0,Guilbert,0
0,0,11,100,100,0,213345,None,,0,0,0,0,1.1,460,67,None,,0,4,0.0,-0.1,0,Wesley,0.4,1,0,2.3,471,62,48,False,5.0,481,62,15,,2020-08-15T10:00:11.458856Z,60,0,0,None,0,,213345.jpg,1.0,0,0,Moraes,0.0,False,None,a,2,7,17.0,398,62,3,2651,0,2640,0,0.1,0.5,Wesley,0
0,0,0,0,0,0,217487,None,,0,0,-1,1,0.0,712,92,None,,0,4,0.0,0.0,0,Mbwana,0.0,0,0,0.0,712,92,49,False,0.0,711,91,0,Joined Fenerbahce on a permanent deal on 25/9,2020-09-25T09:00:10.072147Z,59,0,0,None,0,,217487.jpg,0.0,0,0,Samatta,0.0,False,None,u,2,7,0.0,711,92,0,1633,0,8479,0,0.0,0.0,Samatta,0
1,0,85,100,100,1,221239,None,,0,0,-3,3,76.7,310,46,None,,0,4,1.2,0.9,0,Keinan,1.4,1,1,31.7,350,49,50,False,77.2,392,49,265,,2020-11-24T23:00:18.514322Z,42,0,0,None,0,,221239.jpg,1.5,0,0,Davis,7.6,False,None,a,2,7,169.0,208,49,23,1359157,0,1866164,0,0.3,5.5,Davis,0
0,0,0,0,0,0,223349,None,,0,0,-2,2,0.0,576,72,None,,0,4,0.0,0.0,0,Indiana,0.0,0,0,0.0,598,73,51,False,0.0,589,68,0,Joined Burton Albion on loan until the end of the season on 17/9. - Expected back 01 Jul,2020-09-17T16:30:17.739025Z,43,0,0,None,0,,223349.jpg,0.0,0,0,Vassilev,0.5,False,None,u,2,7,0.0,557,72,0,63562,0,164727,0,0.0,0.0,Vassilev,0
2,0,358,100,100,12,230046,None,,0,0,-2,2,304.5,130,87,5,,0,3,1.3,1.1,0,Douglas Luiz,1.6,41,0,90.0,166,91,52,False,403.4,183,71,2781,,2020-12-12T15:00:17.663312Z,48,0,0,None,0,,230046.jpg,2.2,1,0,Soares de Paulo,0.2,False,None,a,2,7,189.0,196,101,72,32703,0,48081,0,0.3,15.0,Douglas Luiz,8
2,4,286,100,0,8,88894,2,,0,0,-2,2,579.3,45,33,4,,1,3,0.0,0.0,0,Ross,1.7,24,3,128.6,88,54,106,False,274.2,247,104,1566,,2021-05-19T00:00:25.526750Z,58,0,0,None,0,,88894.jpg,2.9,0,0,Barkley,0.7,False,None,a,2,7,431.0,84,49,76,516766,0,520520,0,0.3,13.1,Barkley,0
2,8,468,0,0,11,199796,None,,0,0,0,0,352.9,103,21,None,,1,2,0.0,0.0,0,Matthew,0.6,35,0,98.7,149,35,496,False,520.8,108,37,2373,Hamstring injury - Expected back 27 May,2021-05-13T21:30:25.872699Z,50,0,0,None,0,,199796.jpg,3.2,1,0,Cash,0.7,False,None,i,2,7,110.0,271,85,89,220871,0,211501,0,0.1,17.8,Cash,6
9,18,531,None,None,14,178301,None,,0,0,3,-3,598.2,41,3,None,,3,4,3.8,3.5,2,Ollie,4.0,46,14,311.8,5,2,514,False,809.6,18,4,3328,,None,63,0,1,3,0,,178301.jpg,4.5,1,0,Watkins,22.1,False,None,a,2,7,1717.0,2,1,168,4635254,0,3049913,0,0.6,26.7,Watkins,2
7,7,407,100,100,11,110504,4,,0,0,-2,2,529.9,52,40,1,,2,3,3.3,4.6,13,Bertrand,5.1,31,7,189.6,40,25,540,False,491.8,131,49,2315,,2021-04-10T19:30:21.577040Z,58,0,0,None,0,,110504.jpg,3.8,0,0,Traoré,0.7,False,None,a,2,7,874.0,31,17,135,263308,0,219181,0,0.9,23.3,Traoré,1
0,0,75,None,None,2,232653,None,,0,0,0,0,91.7,283,162,None,,0,3,0.5,0.5,1,Jacob,1.0,10,0,28.8,358,162,554,False,71.8,396,170,611,,None,45,0,0,None,0,,232653.jpg,1.3,0,0,Ramsey,0.1,False,None,a,2,7,126.0,257,129,28,16728,0,14013,0,0.2,6.2,Ramsey,0
0,0,29,0,0,1,122775,6,,0,0,0,0,28.8,375,187,None,,0,3,0.0,0.0,0,Morgan,0.0,4,0,6.2,442,194,647,False,25.8,445,190,288,Lack of match fitness - Unknown return date,2021-04-10T19:30:21.667439Z,55,0,0,None,0,,122775.jpg,1.1,0,0,Sanson,0.0,False,None,i,2,7,10.0,413,191,10,770,0,684,0,0.0,1.8,Sanson,3
0,0,0,None,None,0,465390,None,,0,0,0,0,0.0,647,265,None,,0,3,-0.5,-0.5,0,Kaine,0.0,0,0,0.0,661,266,671,False,0.0,656,264,0,,None,45,0,0,None,0,,465390.jpg,0.0,0,0,Hayden,0.0,False,None,a,2,7,0.0,638,264,0,396,0,274,0,0.0,0.0,Hayden,0
0,0,7,None,None,0,478912,None,,0,0,0,0,0.8,464,210,None,,0,3,-0.3,-0.2,1,Carney,0.3,0,0,0.3,503,212,672,False,0.0,660,268,18,,None,45,0,0,None,0,,478912.jpg,1.0,0,0,Chukwuemeka,0.0,False,None,a,2,7,3.0,437,201,2,422,0,216,0,0.1,0.4,Chukwuemeka,0
