assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
3,29,589,100,100,6,54694,0,0,-1,1,347.3,3,4,0.0,8.2,13,Pierre-Emerick,7.7,33,17,205.3,11,True,734.4,2213,,2020-01-08T14:00:18.333339Z,109,0,0,0,54694.jpg,6.0,1,0,Aubameyang,19.0,False,None,a,1,3,973.0,150,2347918,142509,2837752,54398,0.7,13.8,Aubameyang,3
4,7,245,100,100,3,59966,0,0,-2,2,275.2,1,4,0.0,4.2,0,Alexandre,3.7,18,6,127.0,12,False,346.0,1280,,2019-09-01T18:30:14.246208Z,93,0,0,0,59966.jpg,3.7,0,0,Lacazette,2.1,False,None,a,1,3,647.0,71,316071,2962,431185,12774,0.4,7.6,Lacazette,5
0,1,29,100,100,1,205533,0,0,-2,2,17.0,0,4,0.0,3.8,7,Edward,3.3,3,1,12.8,13,False,32.6,191,,2019-08-08T15:30:15.638344Z,43,0,0,0,205533.jpg,2.8,0,0,Nketiah,0.8,False,None,a,1,3,78.0,11,77822,10663,129080,2268,0.8,2.6,Nketiah,0
0,6,527,None,None,6,80201,0,0,0,0,0.0,1,1,0.0,5.5,2,Bernd,5.0,36,0,73.7,14,False,738.6,2430,,None,50,0,0,1,80201.jpg,3.6,0,98,Leno,5.1,False,None,a,1,3,0.0,97,437208,2800,492989,7738,1.0,19.4,Leno,2
2,1,233,100,100,4,37605,0,0,-3,3,564.8,0,3,0.0,4.5,2,Mesut,4.0,20,1,93.2,15,False,204.2,1351,,2019-12-20T10:30:11.550604Z,72,0,0,0,37605.jpg,2.8,0,0,Özil,1.2,False,None,a,1,3,162.0,47,130977,3437,178637,4661,0.6,6.5,Özil,1
0,0,3,0,0,1,57249,0,0,-2,2,33.9,0,3,0.0,0.0,0,Henrikh,0.0,0,0,8.6,16,False,5.4,110,Joined Roma on loan until the end of the season on 2/9. - Expected back 01 Jul,2019-09-02T23:30:14.832021Z,68,0,0,0,57249.jpg,1.3,0,0,Mkhitaryan,0.8,False,None,n,1,3,46.0,4,22975,6,116377,64,0.0,0.6,Mkhitaryan,1
1,0,276,100,100,6,84450,0,0,-4,4,233.3,0,3,0.0,2.5,2,Granit,2.0,25,0,64.3,18,False,322.6,1814,,2019-12-29T14:30:26.292159Z,51,0,0,0,84450.jpg,2.1,0,0,Xhaka,0.6,False,None,a,1,3,84.0,44,41662,673,106808,635,0.4,8.6,Xhaka,7
1,0,238,100,75,3,198849,0,0,-3,3,200.7,0,3,0.0,0.9,1,Lucas,0.7,20,1,67.3,19,False,271.8,1365,,2020-02-19T14:30:22.859013Z,47,0,0,0,198849.jpg,1.8,0,0,Torreira,1.2,False,None,a,1,3,199.0,44,92564,351,163347,2108,0.1,9.4,Torreira,4
0,0,0,0,0,0,153256,0,0,-2,2,0.0,0,3,0.0,0.0,0,Mohamed,0.0,0,0,0.0,20,False,0.0,0,Joined Besiktas on loan until the end of the season on 31/8. - Expected back 01 Jul,2019-08-31T11:30:14.714406Z,43,0,0,0,153256.jpg,0.0,0,0,Elneny,0.6,False,None,n,1,3,0.0,0,123275,109,119374,622,0.0,0.0,Elneny,0
2,2,252,None,None,3,242166,0,0,-2,2,231.5,0,3,0.0,1.8,1,Matteo,1.3,27,0,69.8,21,False,320.0,1588,,None,43,0,0,0,242166.jpg,2.0,0,0,Guendouzi,5.6,False,None,a,1,3,146.0,44,888766,5270,911566,8403,0.3,10.2,Guendouzi,6
1,9,385,100,100,5,41270,0,0,-3,3,103.2,2,2,0.0,6.8,4,David,6.3,32,2,82.3,106,False,546.6,2095,,2019-11-28T23:00:21.861570Z,57,0,0,0,41270.jpg,3.0,1,0,Luiz Moreira Marinho,4.9,False,None,a,1,3,171.0,72,203194,4295,516990,3889,1.1,12.6,David Luiz,4
0,0,0,None,None,0,98980,0,0,-2,2,0.0,0,1,0.0,0.5,0,Emiliano,0.0,0,0,0.0,427,False,0.0,0,,None,43,0,0,0,98980.jpg,0.0,0,0,Martínez,0.2,False,None,a,1,3,0.0,0,5670,56,13915,106,0.0,0.0,Martínez,0
1,5,197,0,0,3,101184,0,0,-1,1,113.5,0,2,0.0,0.0,0,Calum,0.0,15,1,58.7,467,False,272.0,1102,Knee injury - Expected back 01 Jul,2019-12-29T14:30:27.183032Z,44,0,0,0,101184.jpg,3.0,0,0,Chambers,0.6,False,None,i,1,3,203.0,42,140420,4,169767,541,0.0,9.5,Chambers,5
2,3,149,100,100,2,182539,0,0,-3,3,229.7,1,3,0.0,2.2,2,Daniel,1.7,12,0,49.9,469,False,172.8,815,,2019-11-06T17:30:16.584319Z,52,0,0,0,182539.jpg,2.5,0,0,Ceballos Fernández,3.0,False,None,a,1,3,97.0,32,999691,794,1137303,889,0.3,6.2,Ceballos,0
1,3,222,0,0,3,58822,0,0,-2,2,197.1,0,2,0.0,0.0,0,Cédric,0.0,18,0,59.7,486,False,291.2,1306,Knee injury - Expected back 07 Mar,2020-01-21T22:00:20.334842Z,48,0,0,0,58822.jpg,2.7,0,0,Soares,0.2,False,None,i,1,3,107.0,43,21185,6,31940,595,0.0,9.0,Cédric,1
6,8,301,100,100,3,195735,1,-1,-3,3,529.5,2,3,0.0,7.8,5,Nicolas,7.3,25,4,147.8,488,False,438.2,1519,,2019-12-11T12:30:12.556688Z,92,0,0,0,195735.jpg,3.7,0,0,Pépé,3.5,False,None,a,1,3,508.0,85,395387,21836,514768,16114,0.8,9.2,Pépé,3
1,0,56,100,100,2,200641,0,0,-2,2,95.0,0,3,0.0,0.5,0,Reiss,0.0,4,0,27.7,489,False,53.2,437,,2020-01-18T17:00:23.535651Z,53,0,0,0,200641.jpg,1.8,0,0,Nelson,0.1,False,None,a,1,3,129.0,18,11535,49,18044,63,0.0,3.4,Nelson,1
0,0,95,100,100,1,200089,0,0,-3,3,132.9,0,3,0.0,1.2,0,Joseph,0.7,11,0,36.3,490,False,94.4,573,,2019-09-07T11:30:17.190466Z,47,0,0,0,200089.jpg,1.2,0,0,Willock,0.2,False,None,a,1,3,134.0,23,25415,80,31090,150,0.1,4.9,Willock,1
1,5,129,100,100,2,444145,0,0,1,-1,36.6,0,4,0.0,1.2,0,Gabriel Teodoro,0.7,9,3,42.5,504,False,162.8,656,,2019-12-23T12:00:20.317919Z,46,0,0,0,444145.jpg,2.8,0,0,Martinelli Silva,3.4,False,None,a,1,3,226.0,39,489639,2644,335483,38178,0.2,8.5,Martinelli,1
0,0,51,0,0,0,192895,0,0,-2,2,75.1,0,2,0.0,0.0,0,Kieran,0.0,6,0,16.3,515,False,56.0,296,Shoulder injury - Expected back 07 Mar,2019-12-09T22:00:21.790216Z,53,0,0,0,192895.jpg,1.0,0,0,Tierney,0.3,False,None,i,1,3,31.0,5,71942,10,109570,173,0.0,0.9,Tierney,1
4,2,164,100,100,3,223340,0,0,0,0,174.7,0,3,0.0,4.8,7,Bukayo,4.3,11,0,53.2,541,False,209.6,1082,,2020-02-02T17:00:24.409161Z,45,0,0,0,223340.jpg,2.4,0,0,Saka,1.6,False,None,a,1,3,147.0,40,235025,44556,124379,5143,1.0,8.9,Saka,4
0,0,13,0,0,1,209289,0,0,-2,2,6.3,0,3,0.0,0.0,0,Emile,0.0,0,0,1.6,576,False,9.8,96,Joined Huddersfield Town on loan until the end of the season on 10/1. - Expected back 01 Jul,2020-01-10T20:00:21.634861Z,43,0,0,0,209289.jpg,2.0,0,0,Smith Rowe,0.0,False,None,n,1,3,0.0,4,4413,402,2399,227,0.0,0.9,Smith Rowe,0
0,0,0,0,0,0,232233,0,0,0,0,0.0,0,4,0.0,0.0,0,Tyreece,0.0,0,0,0.0,585,False,0.0,0,Joined Lincoln City on loan until the end of the season on 10/1. - Expected back 01 Jul,2020-01-16T10:30:19.626655Z,45,0,0,0,232233.jpg,0.0,0,0,John-Jules,0.0,False,None,n,1,3,0.0,0,535,20,450,18,0.0,0.0,John-Jules,0
0,0,0,100,100,0,92371,-1,1,-2,2,0.0,0,2,0.0,0.5,0,Pablo,0.0,0,0,0.0,617,False,0.0,0,,2020-02-14T10:30:20.035710Z,48,0,0,0,92371.jpg,0.0,0,0,Marí,0.0,False,None,a,1,3,0.0,0,4468,46,2272,541,0.0,0.0,Marí,0
1,5,154,None,None,1,37339,0,0,-3,3,218.9,0,2,0.0,0.0,0,Ahmed,0.0,24,0,43.6,22,False,170.2,701,,None,42,0,0,0,37339.jpg,1.7,0,0,El Mohamady,0.9,False,None,a,2,7,46.0,19,71772,197,149845,1004,0.0,4.5,El Mohamady,0
0,0,0,0,0,0,43252,0,0,-2,2,0.0,0,2,0.0,0.0,0,James,0.0,0,0,0.0,23,False,0.0,0,Joined Stoke City on loan until the end of the season on 31/1. - Expected back 01 Jul,2020-01-31T15:00:12.372885Z,43,0,0,0,43252.jpg,0.0,0,0,Chester,0.1,False,None,n,2,7,0.0,0,1867,3,7945,47,0.0,0.0,Chester,0
0,0,113,None,None,2,47390,0,0,-2,2,31.6,0,2,0.0,0.0,0,Neil,0.0,19,0,17.5,24,False,115.8,793,,None,43,0,0,0,47390.jpg,1.7,0,0,Taylor,0.2,False,None,a,2,7,27.0,17,20475,171,26815,231,0.0,4.0,Taylor,2
0,0,121,100,100,1,123354,0,0,-1,1,21.2,0,2,0.0,0.7,1,Kortney,0.7,24,0,30.4,25,False,232.8,990,,2019-08-15T13:00:13.496241Z,44,0,0,0,123354.jpg,1.4,0,0,Hause,0.1,False,None,a,2,7,50.0,15,1949,32,4825,52,0.2,3.4,Hause,2
0,0,14,0,0,0,54764,0,0,-1,1,12.2,0,4,0.0,0.0,0,Jonathan,0.0,6,0,3.8,26,False,3.4,111,Joined Al-Gharafa on a permanent deal on 20/1.,2020-01-08T20:30:20.825750Z,54,0,0,0,54764.jpg,0.8,0,0,Kodjia,0.1,False,None,u,2,7,24.0,5,4211,5,27663,24,0.0,0.9,Kodjia,1
0,0,34,100,100,0,98770,0,0,-2,2,0.0,0,1,0.0,0.0,0,Ørjan,0.0,8,0,5.8,27,False,57.0,177,,2019-07-30T15:00:08.973693Z,43,0,0,0,98770.jpg,1.0,0,8,Nyland,0.2,False,None,a,2,7,0.0,3,18060,44,19199,420,0.0,0.7,Nyland,0
2,6,200,100,100,2,85242,0,0,-3,3,252.6,2,3,0.0,0.3,1,Conor,0.3,24,3,68.0,28,False,243.0,874,,2019-12-15T13:00:22.404997Z,57,0,0,0,85242.jpg,3.0,0,0,Hourihane,0.1,False,None,a,2,7,186.0,51,17611,23,28284,187,0.1,8.9,Hourihane,3
7,15,473,100,100,4,114283,0,0,7,-7,908.0,3,3,0.0,3.0,1,Jack,3.0,48,7,221.8,29,False,685.2,2243,,2019-10-26T18:30:22.524063Z,67,0,1,0,114283.jpg,4.6,0,0,Grealish,23.3,False,None,a,2,7,627.0,116,2548093,25315,1243493,171693,0.4,17.3,Grealish,7
5,0,235,75,100,4,193488,0,0,0,0,421.2,0,3,0.0,2.3,1,Anwar,2.3,38,4,135.5,30,False,347.6,1646,Knock - 75% chance of playing,2020-02-22T17:30:19.276253Z,55,0,0,0,193488.jpg,3.2,0,0,El Ghazi,0.8,False,None,d,2,7,586.0,78,253673,161,235492,4514,0.4,14.2,El Ghazi,3
2,4,253,0,0,3,122806,0,0,-1,1,375.3,0,3,0.0,0.0,0,John,0.0,30,3,113.5,31,False,386.4,1537,Ankle injury - Expected back 14 Mar,2019-12-21T17:00:13.681907Z,54,0,0,0,122806.jpg,3.4,0,0,McGinn,2.7,False,None,i,2,7,375.0,61,1282939,30,1334694,1979,0.0,11.3,McGinn,2
0,0,0,0,0,0,174597,0,0,-2,2,0.0,0,3,0.0,0.0,0,Andre,0.0,0,0,0.0,32,False,0.0,0,Joined Charlton Athletic on loan until the end of the season on 2/1. - Expected back 01 Jul,2019-08-04T16:30:15.274646Z,48,0,0,0,174597.jpg,0.0,0,0,Green,0.0,False,None,n,2,7,0.0,0,382,4,1432,4,0.0,0.0,Green,0
0,0,0,0,0,0,27770,0,0,0,0,0.0,0,3,0.0,0.0,0,Birkir,0.0,0,0,0.0,33,False,0.0,0,Left Aston Villa by mutual consent on 8/8.,2019-08-08T15:30:15.672945Z,45,0,0,0,27770.jpg,0.0,0,0,Bjarnason,0.0,False,None,u,2,7,0.0,0,716,2,7722,12,0.0,0.0,Bjarnason,0
1,0,29,0,0,0,221239,0,0,-2,2,25.9,0,3,0.0,0.0,0,Keinan,1.3,1,0,13.0,34,False,18.8,106,Hamstring injury - Expected back 09 Mar,2020-02-03T23:00:14.489212Z,43,0,0,0,221239.jpg,1.4,0,0,Davis,0.2,False,None,i,2,7,87.0,10,20437,55,32949,228,0.3,2.3,Davis,0
0,0,34,100,100,0,40564,0,0,-1,1,27.2,0,3,0.0,0.0,0,Henri,0.0,6,0,5.5,35,False,13.4,189,,2019-11-08T18:00:15.526636Z,44,0,0,0,40564.jpg,1.2,0,0,Lansbury,0.4,False,None,a,2,7,13.0,11,68819,22,64384,294,0.0,2.5,Lansbury,0
1,0,41,100,100,2,89274,0,0,-2,2,56.1,0,3,0.0,0.0,0,José Ignacio,0.0,4,0,14.9,36,False,42.6,310,,2019-10-17T13:00:14.384046Z,58,0,0,0,89274.jpg,1.9,0,0,Peleteiro Romallo,0.1,False,None,a,2,7,51.0,15,13647,192,26761,141,0.0,2.6,Jota,0
0,3,346,0,0,4,21205,0,0,-1,1,0.3,1,1,0.0,0.0,0,Tom,0.0,35,0,50.7,94,False,507.4,1794,Knee injury - Unknown return date,2020-01-01T15:00:18.235936Z,44,1,0,0,21205.jpg,3.0,0,67,Heaton,2.6,False,None,i,2,7,0.0,59,293609,30,530797,3494,0.0,13.4,Heaton,0
0,0,32,100,100,0,61603,0,0,-1,1,21.2,0,3,0.0,0.3,0,Daniel,0.3,11,0,4.7,120,False,18.6,317,,2020-02-02T22:00:19.629488Z,44,0,0,0,61603.jpg,1.2,0,0,Drinkwater,0.6,False,None,a,2,7,8.0,6,23593,153,136441,365,0.1,1.4,Drinkwater,1
3,10,332,100,100,3,169359,0,0,-1,1,376.1,1,2,0.0,1.0,1,Matt,1.0,31,1,89.5,309,False,399.0,1598,,2019-12-28T17:00:19.505846Z,44,0,0,0,169359.jpg,3.2,0,0,Targett,0.9,False,None,a,2,7,119.0,60,154697,502,178250,3125,0.2,13.6,Targett,3
1,7,180,0,0,6,213345,0,0,-5,5,169.8,1,4,0.0,0.0,0,Wesley,0.0,31,5,108.3,428,False,296.2,1782,Knee injury - Unknown return date,2020-01-01T15:00:18.798443Z,55,0,1,0,213345.jpg,3.2,0,0,Moraes,0.9,False,None,i,2,7,632.0,67,403203,30,434609,611,0.0,12.2,Wesley,3
0,0,3,0,0,0,79852,0,0,-2,2,0.0,0,1,0.0,0.0,0,Jed,0.0,0,0,0.0,429,False,0.0,7,Achilles injury - Unknown return date,2019-11-10T16:00:17.790777Z,43,0,0,0,79852.jpg,1.0,0,0,Steer,0.1,False,None,i,2,7,0.0,1,1196,3,6692,37,0.0,0.2,Steer,0
1,5,362,100,100,3,149484,0,0,0,0,73.1,0,2,0.0,0.3,1,Tyrone,0.3,38,2,74.6,445,False,564.4,1912,,2020-02-16T16:00:24.633178Z,45,0,0,0,149484.jpg,2.5,0,0,Mings,2.6,False,None,a,2,7,108.0,56,493894,701,470716,3768,0.1,12.4,Mings,5
2,1,198,100,100,2,199798,0,0,-2,2,58.5,0,2,0.0,0.3,0,Ezri,0.3,29,0,43.3,452,False,259.4,1198,,2020-02-01T17:30:19.744514Z,43,0,0,0,199798.jpg,2.0,0,0,Konsa Ngoyo,0.1,False,None,a,2,7,113.0,30,6583,33,7360,159,0.1,7.0,Konsa,1
0,4,242,100,100,3,108156,0,0,-1,1,31.9,1,2,0.0,2.7,0,Bjorn,2.7,28,1,43.4,455,False,318.4,1356,,2020-01-02T12:30:17.002224Z,44,0,0,0,108156.jpg,2.6,0,0,Engels,0.4,False,None,a,2,7,81.0,42,97419,168,88793,599,0.6,9.5,Engels,1
2,2,289,100,100,4,203368,0,0,-1,1,224.8,1,2,0.0,0.3,0,Frédéric,0.3,32,0,68.5,458,False,410.4,1808,,2019-12-01T19:30:19.368861Z,44,0,0,0,203368.jpg,2.2,0,0,Guilbert,0.5,False,None,a,2,7,48.0,48,97926,62,102805,1081,0.1,10.9,Guilbert,7
2,2,170,100,100,3,148508,0,0,-3,3,261.1,0,3,0.0,1.3,2,Mahmoud Ahmed,1.3,23,3,112.4,465,False,275.8,1315,,2019-08-31T16:30:09.941826Z,52,0,0,0,148508.jpg,2.4,1,0,Ibrahim Hassan,1.1,False,None,a,2,7,589.0,58,150477,442,284330,1792,0.2,11.2,Trézéguet,2
2,5,288,None,None,5,230046,0,0,-1,1,198.0,0,3,0.0,1.7,2,Douglas Luiz,1.7,36,3,90.9,470,False,372.0,1621,,None,44,0,0,0,230046.jpg,2.8,0,0,Soares de Paulo,3.9,False,None,a,2,7,338.0,69,730245,5052,536105,14048,0.4,15.7,Douglas Luiz,4
0,0,0,0,0,0,88175,0,0,-2,2,0.0,0,1,0.0,0.0,0,Lovre,0.0,0,0,0.0,474,False,0.0,0,Joined Toulouse on loan until the end of the season on 20/1. - Expected back 01 Jul,2020-01-20T17:00:23.372293Z,43,0,0,0,88175.jpg,0.0,0,0,Kalinic,0.1,False,None,n,2,7,0.0,0,1738,2,5195,45,0.0,0.0,Kalinic,0
0,0,233,100,100,1,184704,0,0,-1,1,155.4,0,3,0.0,1.3,2,Marvelous,1.3,31,0,44.5,491,False,266.2,1536,,2020-01-18T19:30:18.468247Z,44,0,0,0,184704.jpg,1.6,0,0,Nakamba,0.7,False,None,a,2,7,24.0,33,125263,141,103686,772,0.3,7.5,Nakamba,4
0,0,3,None,None,0,223349,0,0,0,0,1.3,0,3,0.0,0.0,0,Indiana,0.0,0,0,0.7,600,False,1.2,36,,None,45,0,0,0,223349.jpg,1.0,0,0,Vassilev,0.0,False,None,a,2,7,4.0,2,460,24,222,34,0.0,0.4,Vassilev,0
0,2,100,None,None,0,8432,0,0,0,0,10.0,1,1,0.0,4.7,2,José,4.7,9,0,18.6,603,False,176.2,450,,None,45,0,0,1,8432.jpg,3.6,0,20,Reina,0.5,False,None,a,2,7,0.0,18,47619,2609,12709,2700,1.0,4.0,Reina,1
0,2,40,None,None,0,217487,0,0,0,0,49.8,0,4,0.0,4.0,2,Mbwana,4.0,6,1,25.3,613,False,47.0,262,,None,60,0,0,0,217487.jpg,4.0,0,0,Samatta,0.3,False,None,a,2,7,156.0,12,29976,848,11367,4700,0.7,2.0,Samatta,0
0,0,5,None,None,0,83091,0,0,0,0,1.7,0,4,0.0,1.0,1,Borja,1.0,2,0,0.4,623,False,0.2,16,,None,55,0,0,0,83091.jpg,1.0,0,0,González Tomás,0.0,False,None,a,2,7,2.0,2,283,37,92,44,0.2,0.4,Bastón,0
0,5,293,100,100,3,56917,0,0,0,0,38.1,2,2,-0.5,0.0,0,Steve,0.0,34,1,60.4,58,False,453.6,1740,,2020-01-18T17:00:22.247187Z,50,0,0,0,56917.jpg,2.2,1,0,Cook,0.2,False,None,a,3,91,110.0,44,40722,116,47231,216,0.0,8.8,Steve Cook,4
1,6,375,100,100,3,126184,0,0,-2,2,68.2,1,2,2.8,3.3,0,Nathan,3.3,29,2,81.5,59,False,489.8,1834,,2020-02-22T17:30:19.367467Z,48,0,0,0,126184.jpg,3.1,0,0,Aké,6.6,False,None,a,3,91,257.0,65,556440,2214,1295021,7732,0.7,13.5,Aké,1
0,0,18,0,0,0,41320,0,0,-3,3,29.6,0,2,0.0,0.0,0,Charlie,0.0,2,0,5.2,60,False,22.4,126,Knee injury - Unknown return date,2019-08-25T15:30:14.994228Z,42,0,0,0,41320.jpg,1.5,0,0,Daniels,0.1,False,None,i,3,91,0.0,3,3276,7,17105,22,0.0,0.7,Daniels,0
0,2,161,0,0,1,223911,0,0,-2,2,16.5,1,2,0.0,0.0,0,Chris,0.0,19,1,42.2,61,False,268.6,901,Knee injury - Expected back 11 Apr,2020-01-10T17:00:16.673521Z,43,0,0,0,223911.jpg,2.4,0,0,Mepham,0.6,False,None,i,3,91,136.0,26,94641,7,121229,443,0.0,6.0,Mepham,1
0,1,161,100,100,1,15149,0,0,-1,1,64.4,0,2,0.2,0.7,0,Simon,0.7,21,0,40.2,62,False,263.8,964,,2019-12-26T17:00:15.517956Z,44,0,0,0,15149.jpg,1.1,1,0,Francis,0.0,False,None,a,3,91,72.0,16,4701,44,3897,84,0.2,3.6,Francis,3
1,3,221,100,100,3,54469,0,0,-2,2,124.9,1,2,0.5,1.0,0,Adam,1.0,23,0,43.9,63,False,222.0,1377,,2019-11-30T15:00:18.860871Z,43,0,0,0,54469.jpg,2.4,0,0,Smith,0.4,False,None,a,3,91,93.0,38,61418,106,134417,303,0.2,8.8,Adam Smith,5
0,0,0,0,0,0,235530,0,0,-1,1,0.0,0,2,0.0,0.0,0,Lloyd,0.0,0,0,0.0,64,False,0.0,0,Thigh injury - Unknown return date,2020-01-31T01:00:23.162332Z,44,0,0,0,235530.jpg,0.0,0,0,Kelly,0.0,False,None,i,3,91,0.0,0,4930,6,9130,45,0.0,0.0,Kelly,0
3,5,335,100,100,5,171129,0,0,3,-3,402.8,1,2,0.5,1.0,0,Diego,1.0,27,0,91.1,65,False,431.4,1793,,2019-12-21T17:00:13.810253Z,43,0,0,0,171129.jpg,2.9,0,0,Rico,10.6,False,None,a,3,91,73.0,61,1333431,2040,975127,27764,0.2,14.2,Rico,6
0,0,25,None,None,0,222434,0,0,0,0,12.6,0,2,-0.5,0.0,0,Jack,0.0,4,0,5.8,66,False,28.2,167,,None,40,0,0,0,222434.jpg,1.0,0,0,Simpson,7.0,False,None,a,3,91,18.0,3,398499,1192,451256,7144,0.0,0.8,Simpson,0
3,8,265,100,100,3,75115,0,0,-6,6,336.2,1,4,3.2,3.7,2,Callum,3.7,42,7,126.1,67,False,326.6,2166,,2019-12-07T17:00:19.209039Z,74,0,0,0,75115.jpg,3.4,0,0,Wilson,4.8,False,None,a,3,91,606.0,89,863702,2456,1703185,7765,0.5,12.0,Callum Wilson,6
3,6,191,100,100,3,78007,0,0,-4,4,291.6,1,4,0.5,1.0,2,Joshua,1.0,21,3,92.7,68,False,275.8,1394,,2019-12-28T15:00:26.365175Z,61,0,0,0,78007.jpg,3.4,0,0,King,3.3,False,None,a,3,91,359.0,61,624626,1152,1668086,929,0.2,10.0,King,0
2,0,75,100,100,1,154566,0,0,-3,3,160.4,0,4,0.2,0.7,1,Dominic,0.7,25,0,65.6,69,False,106.6,1154,,2019-11-24T12:00:21.142150Z,52,0,0,0,154566.jpg,1.7,0,0,Solanke,0.3,False,None,a,3,91,389.0,40,31656,104,50786,379,0.1,7.7,Solanke,1
0,0,3,100,100,0,217331,0,0,-2,2,0.3,0,4,-0.5,0.0,0,Sam,0.0,1,0,0.3,71,False,0.2,15,,2019-08-07T20:00:14.104634Z,43,0,0,0,217331.jpg,1.0,0,0,Surridge,0.6,False,None,a,3,91,2.0,1,59648,780,85090,882,0.0,0.2,Surridge,0
